IDENT_MEN;pond_menC;JNBVEH;JNBVHS;JNBVPHS;JNBCCHS;JNBVULHS;JNBMOTO;JNBCYCLO;JNBAUTVEH;JNBVELOAD;JNBVELOENF;JUTILMOTO;JUTILCYCLO;JUTILAUTVEH;JUTILVELOAD;JUTILVELOENF;JVOLVELO;JPLUSVELO;JNBKVM;JUTIL2RM;BLOGDIST
2300003644000;1977.1199203;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300003645000;1838.2903008;2;2;;;;0;0;0;3;0;;;;0;;2;;2;0;2
2300003654000;3018.2782958;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2300003655000;1612.6225388;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
2300003664000;2490.2312994;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300003714000;2929.7684312;1;2;;;;1;0;0;0;1;0;;;;1;2;;1;0;1
2300003715000;2216.1102687;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300003724000;1249.4093063;1;2;;;;1;0;0;2;0;1;;;2;;2;;1;1;1
2300003725000;831.49644069;3;1;1;0;0;0;0;0;0;0;;;;;;2;;2;0;3
2300003754000;2196.5693625;1;2;;;;0;0;0;3;1;;;;1;1;2;;1;0;1
2300003755000;2190.9436812;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;3
2300003814000;2218.3009349;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300003815000;2156.9482213;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
2300003825000;870.73336299;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
2300003844000;2599.4885702;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2300003855000;1339.1019914;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300003864000;1780.7088415;0;;;;;0;0;0;1;1;;;;1;1;2;;0;0;1
2300003924000;2133.9704599;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
2300003925000;961.24859702;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300003944000;1779.3754057;0;;;;;0;0;0;3;1;;;;3;1;2;;0;0;1
2300003945000;1125.6822628;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300003954000;3580.9564817;1;2;;;;1;0;0;2;1;1;;;2;1;2;;1;1;1
2300003955000;2888.2101062;1;2;;;;0;0;0;0;2;;;;;2;2;;1;0;1
2300003964000;2321.2369695;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
2300004015000;1394.3068516;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300004025000;1014.955283;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
2300004034000;3447.5456968;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004035000;1421.5059005;1;2;;;;0;0;0;2;2;;;;2;2;2;;1;0;1
2300004044000;6201.2512198;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004045000;1510.987333;2;2;;;;0;0;0;2;3;;;;2;3;2;;2;0;1
2300004055000;965.81034069;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2300004064000;1901.9228538;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004114000;3431.168568;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004125000;2307.7465937;2;2;;;;0;0;0;0;1;;;;;1;2;;2;0;2
2300004135000;1874.6782326;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
2300004154000;1265.9040648;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004155000;2229.8351725;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2300004214000;2152.1244769;3;1;1;0;0;0;0;0;4;1;;;;0;0;2;;2;0;1
2300004215000;2001.7234891;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004224000;1617.0917589;0;;;;;0;0;0;1;2;;;;1;1;2;;0;0;2
2300004234000;2103.6477497;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
2300004235000;1833.8828377;2;2;;;;1;0;0;2;0;1;;;1;;2;;2;1;1
2300004255000;1050.3700896;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004264000;2418.2490362;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004314000;4632.4892935;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2300004315000;1260.1225273;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300004324000;5213.248778;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004325000;1845.2376445;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004355000;2216.9460987;2;1;0;0;0;0;0;0;0;0;;;;;;2;;2;0;1
2300004364000;3108.7443875;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2300004414000;2348.1425195;2;2;;;;1;0;0;2;3;1;;;2;3;2;;2;1;1
2300004415000;1348.5115443;3;1;1;0;0;1;0;0;0;0;1;;;;;2;;2;1;1
2300004425000;1768.1581153;2;2;;;;4;1;0;2;0;4;0;;1;;2;;2;4;1
2300004435000;1728.3504795;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2300004444000;5961.2307552;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004445000;933.25088698;2;2;;;;1;0;0;2;0;1;;;2;;2;;2;1;9
2300004454000;2464.5323586;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004524000;3402.745178;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2300004525000;2655.1499589;1;2;;;;0;0;0;0;2;;;;;2;2;;1;0;1
2300004545000;2578.2740709;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
2300004555000;2299.333906;1;2;;;;0;0;0;0;2;;;;;0;2;;1;0;2
2300004564000;3827.2401118;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2300004615000;2119.0513876;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300004624000;2386.4046362;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004625000;2022.9145814;2;2;;;;0;0;0;2;2;;;;0;0;2;;2;0;2
2300004634000;3536.0174917;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2300004644000;2292.4480149;1;2;;;;0;0;0;0;0;;;;;;1;1;1;0;1
2300004654000;3465.366805;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004655000;1109.6170691;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300004715000;2569.5166035;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;1
2300004725000;1052.242166;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300004734000;2291.2976145;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;9
2300004735000;2358.7545867;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2300004744000;1738.7747091;1;2;;;;0;0;0;3;0;;;;0;;2;;1;0;9
2300004745000;1436.9019488;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300004754000;1970.9681192;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004764000;2050.3136823;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;1
2300004815000;675.48050374;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
2300004824000;3111.1346516;1;2;;;;0;0;0;5;2;;;;3;2;2;;1;0;2
2300004825000;1371.306192;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
2300004834000;4184.8752598;1;1;1;;;0;0;0;0;1;;;;;1;2;;0;0;1
2300004835000;1857.4187409;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;3
2300004844000;3007.0057506;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004845000;1209.3918745;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;1
2300004855000;1706.6597194;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
2300004864000;4205.1463155;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004915000;1293.8166128;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
2300004924000;1399.7543899;2;2;;;;0;0;0;4;0;;;;3;;2;;2;0;2
2300004925000;1204.9326369;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
2300004934000;1969.496324;1;2;;;;0;0;0;0;5;;;;;2;2;;1;0;1
2300004935000;2775.5012103;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300004945000;795.82974637;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300004954000;4014.7584359;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300004964000;6062.0752893;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2300005014000;3025.0867915;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2300005024000;2907.1069119;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005025000;1008.6009646;3;2;;;;0;0;0;3;0;;;;2;;2;;3;0;1
2300005044000;3578.7028877;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005045000;2711.1463907;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005114000;1889.2491913;1;2;;;;0;0;0;3;2;;;;3;2;2;;1;0;1
2300005124000;2629.2343965;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
2300005125000;1506.029635;2;2;;;;0;0;0;5;0;;;;5;;2;;2;0;2
2300005134000;2686.2220671;0;;;;;0;0;0;2;1;;;;2;1;2;;0;0;1
2300005135000;1223.0351482;2;2;;;;1;0;0;1;0;1;;;1;;2;;2;1;1
2300005154000;1793.7745873;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005164000;2059.4295331;1;2;;;;0;0;0;2;3;;;;2;3;2;;1;0;1
2300005214000;2195.3948461;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2300005224000;1940.9043329;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2300005225000;1208.5723764;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005234000;1443.9890096;2;2;;;;0;0;0;3;0;;;;3;;1;1;2;0;1
2300005254000;2566.5411997;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005264000;2831.3443101;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
2300005325000;1172.7944054;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005334000;3437.9936916;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
2300005344000;2160.7983372;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2300005345000;3551.5050721;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005354000;1852.5623784;2;1;1;0;0;0;0;0;2;0;;;;2;;2;;1;0;1
2300005364000;1503.5853443;2;2;;;;0;0;0;1;1;;;;1;1;1;2;2;0;2
2300005514000;2007.9537142;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005524000;4200.0752618;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005544000;3327.8131785;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;1
2300005564000;2817.928335;1;2;;;;0;0;0;1;1;;;;1;1;2;;1;0;2
2300005614000;1969.4984837;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2300005624000;3747.3915049;0;;;;;0;0;0;2;0;;;;2;;2;;0;0;1
2300005644000;1786.0292056;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
2300005654000;4816.192941;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005664000;1972.6352168;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;1
2300005724000;1437.5352405;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;2
2300005744000;2724.0051804;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2300005754000;2508.1024758;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005824000;3947.5689548;2;2;;;;0;0;0;3;1;;;;3;1;2;;2;0;2
2300005844000;2197.5200254;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2300005854000;1175.3262797;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005944000;10671.358387;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300005954000;3072.4561528;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2300005964000;1349.6416303;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300006054000;3180.2287928;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300006224000;2818.3810157;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2300006254000;3974.1347884;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
2400000112000;1588.1657602;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2400000114000;1599.1232026;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000115000;2033.2732625;2;2;;;;0;0;0;3;4;;;;3;4;2;;2;0;1
2400000118000;1360.3839734;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
2400000121000;1862.605641;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000122000;1270.4104004;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2400000126000;2265.3713794;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000135000;619.08998424;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000138000;809.51886283;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000148000;1299.8359636;2;2;;;;0;0;0;0;2;;;;;0;2;;2;0;1
2400000153000;3152.880321;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
2400000156000;2743.2571325;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000158000;743.15824082;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000161000;3814.4453377;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000163000;3334.8830009;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
2400000213000;2356.2966982;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
2400000214000;1412.7374974;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000216000;2744.88701;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000218000;1147.3450195;1;1;1;;;0;0;0;1;2;;;;1;0;2;;0;0;1
2400000221000;1862.605641;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000224000;1965.4608658;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000225000;902.88930564;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000228000;1361.4028243;1;2;;;;0;0;0;1;5;;;;0;2;2;;1;0;1
2400000232000;1336.5930507;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;4
2400000234000;2816.6776825;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000236000;3387.2824643;2;1;1;0;0;0;0;0;0;1;;;;;0;2;;1;0;2
2400000238000;655.54721611;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000242000;1253.5546765;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
2400000243000;1197.9447606;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
2400000245000;1600.5173773;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
2400000246000;801.33540768;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000248000;1065.5035627;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000251000;1920.6647173;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;2
2400000254000;3022.7451706;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000256000;1139.3302624;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000262000;1825.4412741;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
2400000263000;816.64556229;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000266000;2608.5984889;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000268000;1704.2936129;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
2400000312000;1537.1825221;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000313000;1462.6135616;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000314000;2654.0426253;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000316000;1841.0584887;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2400000318000;1706.3542279;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000321000;1816.8669466;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
2400000322000;1219.6973668;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
2400000323000;2254.3668618;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000331000;3583.1107081;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000332000;1764.8078481;1;2;;;;0;0;0;0;0;;;;;;1;2;1;0;4
2400000333000;887.78456724;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000334000;2158.5019749;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
2400000335000;1155.3692666;2;2;;;;0;1;0;0;1;;1;;;1;2;;2;1;1
2400000336000;3021.8862896;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;1
2400000338000;1170.2913908;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000343000;1571.7617846;1;2;;;;0;0;0;0;2;;;;;0;2;;1;0;1
2400000346000;2234.5239851;1;2;;;;0;0;0;3;0;;;;3;;2;;1;0;2
2400000348000;798.24411515;3;1;1;0;0;0;0;0;0;1;;;;;1;2;;2;0;1
2400000351000;1891.19035;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
2400000354000;1247.0674292;1;2;;;;0;0;0;3;2;;;;3;2;2;;1;0;1
2400000355000;2329.6616136;4;1;1;0;0;0;0;0;1;0;;;;0;;2;;3;0;1
2400000356000;1689.5836025;1;2;;;;1;0;0;0;0;1;;;;;2;;1;1;1
2400000364000;4773.009415;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000366000;2277.3960797;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000368000;1016.7389422;0;;;;;0;0;0;1;0;;;;0;;2;;0;0;1
2400000411000;2584.9615314;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
2400000412000;969.86395649;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000414000;2203.5564171;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000415000;825.50846764;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
2400000416000;2411.2247916;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
2400000418000;1071.5961136;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2400000421000;2397.0577231;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000422000;1272.0616436;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000424000;1000.6106666;1;1;1;;;0;0;0;0;3;;;;;3;2;;0;0;1
2400000426000;2158.1398093;1;2;;;;0;0;0;2;2;;;;2;2;2;;1;0;2
2400000428000;1168.4134844;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000431000;2584.9615314;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
2400000436000;1490.4752175;1;2;;;;0;0;0;3;1;;;;1;1;2;;1;0;4
2400000443000;2445.5435654;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000446000;2366.9782143;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000451000;1835.6198518;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
2400000452000;1677.1149211;2;2;;;;1;0;0;3;0;1;;;3;;2;;2;1;4
2400000453000;3679.8213353;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
2400000454000;2953.2833223;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000455000;1053.2259276;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;1
2400000456000;2911.9834546;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
2400000458000;2136.5156297;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000463000;2589.4435791;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000464000;2937.0054996;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000511000;2520.2721201;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000514000;2561.4842275;1;2;;;;0;0;0;2;0;;;;1;;2;;1;0;1
2400000515000;979.83897107;2;2;;;;0;0;0;3;0;;;;0;;2;;2;0;1
2400000516000;2785.9354955;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000518000;2344.8132485;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2400000524000;1323.0391471;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;1
2400000526000;2368.0962889;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000532000;1133.4450977;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000533000;1123.6473726;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000536000;1587.6535523;2;2;;;;0;0;0;5;3;;;;5;2;2;;2;0;1
2400000541000;2285.307032;2;2;;;;1;0;0;3;0;0;;;0;;2;;2;0;4
2400000544000;3047.9748925;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
2400000545000;1465.6435796;2;2;;;;1;0;9;0;0;0;;0;;;2;;2;0;2
2400000546000;2886.2355207;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000548000;842.31082549;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2400000551000;2185.7157823;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000554000;1943.3418812;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000555000;1036.1547814;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;2
2400000556000;2047.5192355;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
2400000558000;1827.4120706;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2400000561000;2707.8536399;1;2;;;;0;0;0;0;2;;;;;2;2;;1;0;4
2400000564000;2251.2664179;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000568000;1438.4584292;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
2400000612000;1190.0593734;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
2400000616000;1434.7111841;3;2;;;;0;0;0;2;4;;;;1;2;2;;3;0;1
2400000618000;2266.8910296;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000621000;1596.3622572;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
2400000622000;2209.0030124;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
2400000623000;2464.8996054;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000625000;1484.4286227;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;2
2400000631000;2289.2951609;2;2;;;;1;0;0;1;0;0;;;1;;2;;2;0;4
2400000632000;1493.7781163;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000633000;1554.0512097;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000634000;1645.4782754;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;1
2400000635000;1890.2341461;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000641000;2953.0264511;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
2400000642000;2903.8446475;3;2;;;;2;1;0;1;2;1;1;;1;2;2;;3;2;4
2400000645000;1001.071851;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2400000648000;963.47823373;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000652000;2877.1589934;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000655000;1264.7884622;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;1
2400000656000;3883.7782087;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000658000;2317.9377467;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000661000;2393.3196616;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
2400000662000;1192.2917375;2;2;;;;2;0;0;5;0;2;;;2;;2;;2;2;4
2400000664000;1089.6757499;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;4
2400000665000;1041.0109152;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
2400000711000;2903.5036145;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000715000;2147.4528749;3;2;;;;0;0;0;4;0;;;;4;;2;;3;0;1
2400000716000;2624.3460523;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
2400000722000;1856.5935792;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000724000;2857.0512234;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000725000;1811.8873771;2;2;;;;0;0;0;2;1;;;;0;0;2;;2;0;1
2400000726000;935.28396708;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000728000;767.677002;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
2400000732000;1222.1924748;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
2400000733000;1776.9011103;1;2;;;;1;0;0;2;0;1;;;1;;1;2;1;1;1
2400000735000;1691.4728979;2;2;;;;1;1;0;5;2;0;0;;5;0;2;;2;0;2
2400000736000;1849.2942516;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;1
2400000741000;2082.5136579;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000742000;712.31706794;4;2;;;;0;2;0;0;0;;1;;;;2;;4;1;4
2400000744000;1417.6567921;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2400000745000;1067.0800587;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
2400000748000;1245.1159499;1;1;1;;;0;0;0;0;0;;;;;;2;;0;0;1
2400000752000;1110.9865161;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2400000754000;1996.2789212;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;4
2400000755000;2200.5575959;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000756000;2681.6499511;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
2400000758000;1694.6872966;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
2400000761000;2172.313744;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
2400000765000;2068.2641;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
2400000766000;2570.2921804;2;2;;;;0;0;0;0;2;;;;;0;2;;2;0;1
2400000812000;974.55543684;4;1;1;0;0;0;0;0;1;0;;;;1;;2;;3;0;2
2400000814000;1756.3646695;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000815000;1395.7307892;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
2400000824000;852.61192556;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
2400000825000;1121.7772043;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;3
2400000826000;2143.8575869;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;8
2400000828000;1184.0794847;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
2400000831000;1562.4316889;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
2400000833000;3667.5388925;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;2
2400000835000;1524.3826368;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
2400000842000;1959.0369523;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;1
