IDENT_MEN;pond_menC;JNBVEH;JNBVHS;JNBVPHS;JNBCCHS;JNBVULHS;JNBMOTO;JNBCYCLO;JNBAUTVEH;JNBVELOAD;JNBVELOENF;JUTILMOTO;JUTILCYCLO;JUTILAUTVEH;JUTILVELOAD;JUTILVELOENF;JVOLVELO;JPLUSVELO;JNBKVM;JUTIL2RM;BLOGDIST
5300002015000;2078.4753669;2;2;;;;1;0;0;2;0;1;;;2;;2;;2;1;2
5300002022000;847.79928293;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;3
5300002025000;1737.9733919;2;2;;;;0;0;0;4;1;;;;3;1;2;;2;0;3
5300002032000;1214.0170888;3;2;;;;0;0;0;4;0;;;;2;;2;;3;0;4
5300002035000;2943.7088685;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
5300002041000;2537.0711877;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300002042000;1395.962148;3;2;;;;0;0;0;6;2;;;;5;2;2;;3;0;1
5300002045000;3509.8519315;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;3
5300002052000;1591.4221888;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002054000;3070.1496535;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
5300002055000;2077.3270779;2;2;;;;0;0;0;1;1;;;;1;1;2;;2;0;1
5300002061000;2378.8295206;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;9
5300002062000;1267.5538785;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002064000;1450.8366161;3;2;;;;0;0;0;2;2;;;;2;2;2;;3;0;1
5300002065000;800.02026654;3;2;;;;0;0;0;3;1;;;;0;1;2;;3;0;4
5300002111000;1901.1926206;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
5300002114000;1803.4311951;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;3
5300002115000;2695.4640775;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300002121000;1858.1038187;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
5300002124000;2731.0129264;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300002132000;3097.3816085;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;2
5300002134000;2489.1223119;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002135000;715.13680838;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300002144000;1387.7996768;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;2
5300002145000;1684.588789;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300002152000;1044.6434192;1;2;;;;0;1;0;0;0;;0;;;;2;;1;0;2
5300002154000;3053.0909386;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
5300002155000;723.56529551;2;2;;;;0;0;0;5;0;;;;5;;2;;2;0;4
5300002161000;1980.6683181;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
5300002162000;1353.7797328;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002164000;3287.2011123;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300002211000;1650.0143308;2;2;;;;2;0;0;2;1;2;;;2;1;2;;2;2;3
5300002214000;2101.2186057;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002215000;2855.4711453;2;2;;;;0;0;0;0;2;;;;;2;2;;2;0;2
5300002221000;3386.5134591;2;2;;;;1;0;0;2;0;0;;;0;;2;;2;0;2
5300002222000;2568.0815145;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
5300002224000;2672.6964974;1;2;;;;0;0;0;3;0;;;;1;;1;2;1;0;1
5300002225000;1585.284896;3;2;;;;0;0;0;2;1;;;;0;0;2;;3;0;1
5300002231000;2057.4949049;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;9
5300002232000;2640.0859893;2;2;;;;1;0;0;3;1;0;;;3;1;2;;2;0;3
5300002235000;1349.0683014;4;1;1;0;0;1;0;0;3;0;1;;;1;;2;;3;1;4
5300002241000;3716.1891998;1;2;;;;0;0;0;1;1;;;;1;1;2;;1;0;4
5300002242000;3052.1738671;3;2;;;;1;0;0;2;0;0;;;0;;2;;3;0;4
5300002245000;881.68952794;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002251000;1741.6881499;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
5300002252000;1029.4636489;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300002254000;2105.0330638;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
5300002255000;1844.5623884;1;2;;;;0;0;0;1;2;;;;1;2;1;2;1;0;4
5300002261000;2993.5540497;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
5300002262000;1557.3171283;2;2;;;;0;0;0;2;4;;;;0;0;2;;2;0;9
5300002265000;2190.2727025;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300002311000;1462.2519246;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
5300002312000;1544.4467212;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;4
5300002314000;2066.9525181;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002315000;998.26503999;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;1
5300002321000;1481.0434668;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;4
5300002322000;695.24403752;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300002324000;6199.4559145;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002325000;1487.4371342;4;2;;;;1;2;0;5;0;1;2;;5;;2;;4;3;4
5300002332000;724.42950032;2;2;;;;0;0;0;3;1;;;;1;1;2;;2;0;4
5300002334000;1842.3843433;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002335000;1289.0946664;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
5300002341000;3127.5681657;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;9
5300002344000;1838.145408;3;2;;;;0;0;0;2;2;;;;2;2;2;;3;0;1
5300002345000;1124.3016298;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300002352000;492.00028509;2;2;;;;1;3;0;0;0;1;3;;;;2;;2;4;4
5300002354000;1826.6316425;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002355000;1694.3275899;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300002361000;2441.3966136;2;2;;;;0;0;0;0;1;;;;;1;2;;2;0;2
5300002362000;2712.2702779;4;2;;;;0;0;0;2;1;;;;2;1;2;;4;0;4
5300002364000;2254.3884214;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
5300002365000;2616.16462;4;2;;;;0;0;0;3;1;;;;1;0;2;;4;0;4
5300002411000;6426.6345563;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300002412000;1786.8427642;2;2;;;;0;0;0;4;0;;;;4;;2;;2;0;4
5300002414000;6513.5387895;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;3
5300002415000;1531.3732638;2;2;;;;0;0;0;10;4;;;;2;4;2;;2;0;3
5300002421000;2313.2883002;1;2;;;;0;0;0;3;0;;;;3;;2;;1;0;1
5300002424000;5117.7495325;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002425000;1127.1159593;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300002432000;687.55733206;2;2;;;;1;0;0;4;0;0;;;4;;2;;2;0;4
5300002434000;1267.1793669;1;2;;;;0;0;0;3;0;;;;0;;2;;1;0;2
5300002435000;1434.701219;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300002441000;1682.5703439;0;;;;;0;0;0;2;0;;;;2;;2;;0;0;1
5300002444000;1476.8626929;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
5300002445000;1095.7496854;2;2;;;;0;1;0;0;1;;0;;;1;2;;2;0;4
5300002451000;1558.1910084;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300002452000;1385.9296292;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
5300002454000;1981.907465;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300002455000;2411.839536;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;2
5300002461000;3413.5463441;1;2;;;;1;0;0;4;1;1;;;4;1;2;;1;1;2
5300002462000;1522.1018158;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;3
5300002464000;1751.1681684;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
5300002465000;1701.1223359;1;2;;;;0;0;0;5;0;;;;3;;2;;1;0;3
5300002512000;1203.5628276;2;2;;;;0;0;0;2;2;;;;0;0;2;;2;0;4
5300002514000;2271.0496543;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;1
5300002515000;867.75428113;2;2;;;;1;0;0;7;0;0;;;5;;2;;2;0;1
5300002521000;1426.5783011;1;2;;;;1;0;0;1;0;1;;;1;;2;;1;1;1
5300002525000;1463.411888;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;1
5300002532000;903.80580181;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002534000;1912.7924698;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;1
5300002535000;955.05717297;1;2;;;;0;0;0;2;2;;;;2;2;2;;1;0;2
5300002542000;647.1628557;2;2;;;;0;0;0;1;3;;;;1;3;2;;2;0;4
5300002545000;1153.7595271;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300002551000;2033.1346129;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300002554000;2254.7619795;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002561000;2449.6109729;4;2;;;;1;0;0;0;0;1;;;;;2;;4;1;4
5300002564000;2431.3457095;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300002612000;1327.9255103;2;2;;;;0;0;0;0;2;;;;;1;2;;2;0;4
5300002614000;2435.2178283;1;2;;;;1;0;0;1;1;1;;;0;0;1;2;1;1;1
5300002615000;989.7600325;3;2;;;;0;0;0;3;1;;;;3;1;2;;3;0;4
5300002621000;2183.409375;0;;;;;0;1;0;2;0;;1;;2;;2;;0;1;1
5300002622000;1401.9421941;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300002624000;2448.8012378;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;1
5300002625000;3541.7529409;2;2;;;;0;0;0;2;4;;;;2;2;2;;2;0;3
5300002632000;1526.6389588;2;2;;;;0;0;0;2;1;;;;1;1;2;;2;0;2
5300002634000;4544.5612173;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300002635000;1671.6524275;2;2;;;;0;0;0;0;1;;;;;1;2;;2;0;1
5300002642000;1144.1574363;2;2;;;;0;1;0;2;3;;1;;2;3;2;;2;1;4
5300002644000;4247.8887361;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;1
5300002652000;1381.1028395;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;4
5300002654000;2185.7915801;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002655000;1463.1009944;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
5300002661000;2577.8443258;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;4
5300002662000;2092.8266916;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;4
5300002664000;2374.5950135;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002665000;1115.3255671;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
5300002711000;1889.6756493;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
5300002714000;2320.3313722;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002715000;1090.6386976;3;2;;;;0;0;0;3;0;;;;3;;2;;3;0;4
5300002722000;1238.4114625;3;2;;;;0;0;0;2;2;;;;1;0;2;;3;0;1
5300002724000;1311.8889171;1;1;1;;;0;0;0;1;0;;;;0;;2;;0;0;1
5300002725000;3033.3656912;2;2;;;;0;0;0;1;2;;;;1;2;2;;2;0;4
5300002732000;1098.3934136;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;3
5300002734000;4984.1319558;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300002735000;2420.3937784;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;4
5300002745000;1125.2881307;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
5300002752000;1017.0787147;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
5300002754000;3318.0017338;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
5300002755000;2345.3603968;2;2;;;;0;0;0;2;1;;;;0;1;2;;2;0;4
5300002762000;1750.4938301;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300002764000;2631.7146834;0;;;;;0;0;0;0;1;;;;;0;2;;0;0;1
5300002765000;1525.7313107;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300002812000;2735.8671408;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;4
5300002815000;1359.8251122;1;2;;;;0;0;0;3;2;;;;3;0;2;;1;0;1
5300002822000;824.02081978;5;1;4;0;0;0;0;0;0;0;;;;;;2;;1;0;4
5300002824000;2904.7585015;1;2;;;;0;0;0;2;2;;;;2;2;2;;1;0;2
5300002825000;2640.0842417;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300002834000;2294.4801384;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002835000;3316.6287466;2;2;;;;1;0;0;0;2;1;;;;2;2;;2;1;4
5300002844000;1968.7019563;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300002845000;1197.1970421;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;1
5300002852000;1896.3661502;3;2;;;;0;0;0;3;3;;;;3;3;2;;3;0;4
5300002854000;2712.9407888;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300002855000;2570.3906117;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
5300002864000;2296.3583292;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
5300002865000;1652.9219011;1;2;;;;0;0;0;3;0;;;;3;;2;;1;0;1
5300002912000;2867.1680235;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;2
5300002914000;3036.9990917;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002915000;685.78468828;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;9
5300002922000;2263.6101606;2;2;;;;1;0;0;3;1;1;;;2;1;2;;2;1;4
5300002924000;2513.1042798;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
5300002925000;1347.8589385;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;2
5300002932000;1199.4219348;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;9
5300002935000;1247.9236613;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300002942000;1665.5560608;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300002945000;2281.9807936;2;2;;;;0;0;0;2;2;;;;1;2;2;;2;0;1
5300002952000;1358.4983405;3;1;1;0;0;1;0;0;1;0;0;;;0;;2;;2;0;9
5300002954000;1219.9696176;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
5300002955000;1636.5204077;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
5300002962000;1589.2641329;1;2;;;;0;0;0;2;0;;;;1;;2;;1;0;4
5300002964000;890.90461119;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300002965000;1887.4389245;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;4
5300003014000;1157.3864986;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
5300003015000;1019.3267179;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
5300003022000;3279.2015372;2;2;;;;0;0;0;0;3;;;;;3;2;;2;0;4
5300003024000;3443.1406345;1;2;;;;0;0;0;0;0;;;;;;1;1;1;0;2
5300003025000;2236.1419612;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003032000;847.85736627;2;2;;;;0;1;0;3;0;;1;;3;;2;;2;1;4
5300003035000;1524.4602023;2;2;;;;0;0;0;3;2;;;;1;2;2;;2;0;1
5300003045000;3376.8098208;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
5300003052000;1196.229001;2;1;1;0;0;0;0;0;2;0;;;;0;;2;;1;0;4
5300003054000;2774.7413678;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003055000;1186.3441701;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;2
5300003062000;1765.8023458;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;3
5300003064000;1493.3398446;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300003065000;1205.0169829;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300003114000;2842.805451;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;2
5300003115000;688.95084585;4;2;;;;0;0;0;1;0;;;;1;;1;2;4;0;1
5300003122000;1362.4030457;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
5300003125000;2085.4524927;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;1
5300003132000;3262.745533;4;1;1;0;0;0;0;0;1;0;;;;0;;2;;3;0;4
5300003134000;1996.4565033;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;1
5300003145000;1406.3026687;3;2;;;;0;0;0;2;0;;;;2;;2;;3;0;1
5300003152000;1712.7046263;2;2;;;;1;0;0;0;0;1;;;;;2;;2;1;4
5300003154000;2223.0684637;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300003155000;1039.3208896;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;2
5300003162000;1035.5783656;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003164000;2378.5898119;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
5300003212000;1178.2131669;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
5300003214000;4579.8991982;1;2;;;;0;0;0;3;2;;;;3;2;2;;1;0;1
5300003215000;3911.932866;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300003222000;1112.8808103;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;3
5300003224000;4115.8845346;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003225000;3593.9937472;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300003232000;5753.7001986;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300003234000;2185.0343018;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300003235000;4084.625783;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
5300003242000;3671.5894952;1;2;;;;0;0;0;1;1;;;;1;1;2;;1;0;1
5300003244000;2480.8815765;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003252000;1187.3895388;3;1;1;0;0;0;0;0;4;0;;;;4;;2;;2;0;3
5300003254000;2133.875463;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003255000;1146.6635113;2;2;;;;0;1;0;3;0;;1;;3;;2;;2;1;2
5300003262000;1260.4961735;2;2;;;;1;1;0;4;1;1;1;;4;1;2;;2;2;2
5300003264000;3209.8481233;1;2;;;;0;1;0;2;1;;1;;2;1;2;;1;1;1
5300003265000;1122.9132063;2;2;;;;1;0;0;2;2;1;;;2;2;2;;2;1;1
5300003315000;4432.4266062;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;2
5300003325000;2724.6115977;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
5300003335000;2818.113823;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
5300003345000;1530.8185361;1;2;;;;0;0;0;1;1;;;;1;1;2;;1;0;1
5300003362000;1538.8544332;2;2;;;;1;0;0;1;0;1;;;0;;2;;2;1;1
5300003364000;939.04943039;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
5300003414000;1603.5177623;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
5300003415000;3028.7944289;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;2
5300003424000;2646.6203013;0;;;;;0;0;0;0;0;;;;;;2;;0;0;9
5300003432000;1323.4846277;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
5300003434000;1088.2789363;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
5300003435000;1700.2050687;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
5300003442000;1654.9897034;2;2;;;;0;0;0;5;0;;;;5;;2;;2;0;4
5300003452000;2372.1179677;3;1;1;0;0;0;0;0;2;0;;;;2;;2;;2;0;4
5300003454000;2208.6919025;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300003455000;1913.0794071;2;2;;;;0;0;0;2;2;;;;1;2;2;;2;0;1
5300003462000;1780.2621857;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300003464000;2691.6693247;1;2;;;;0;0;0;2;0;;;;1;;2;;1;0;1
5300003465000;1624.91608;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300003515000;2182.6716936;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003524000;6089.4138146;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300003525000;2083.4193455;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;1
5300003534000;4291.0756364;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003535000;1388.9666288;3;2;;;;0;0;0;1;0;;;;1;;2;;3;0;1
5300003544000;4808.9481033;1;2;;;;0;0;0;2;2;;;;2;2;2;;1;0;2
5300003545000;2489.1172224;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
5300003552000;1816.4090391;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
5300003554000;1933.4079398;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
5300003555000;1624.6815318;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
5300003562000;1117.6059183;2;2;;;;0;0;0;3;0;;;;0;;2;;2;0;1
5300003565000;2542.2510765;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
5300003614000;3395.2923091;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
5300003615000;1588.6025033;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;1
5300003624000;3214.858003;2;2;;;;0;0;0;3;0;;;;2;;2;;2;0;3
5300003625000;1518.5925048;2;2;;;;0;0;0;2;2;;;;1;2;2;;2;0;1
5300003634000;2563.9397681;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003635000;2189.9719345;1;2;;;;0;0;1;0;0;;;1;;;2;;1;0;1
5300003645000;1190.900383;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003652000;1210.4615059;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300003654000;1971.61448;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003664000;1100.0211922;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
5300003665000;3446.5564465;1;2;;;;0;0;0;5;0;;;;5;;2;;1;0;1
5300003714000;4485.1515782;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
5300003715000;2809.3874769;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003725000;989.22344217;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
5300003734000;2568.4869669;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;2
5300003735000;2819.0135135;3;1;1;0;0;0;0;0;0;1;;;;;1;2;;2;0;2
5300003744000;2348.8629419;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003745000;3504.199436;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003752000;1371.6455206;2;2;;;;0;0;0;3;1;;;;2;1;2;;2;0;1
5300003754000;3622.3672333;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;2
5300003755000;2067.3177277;1;2;;;;0;0;0;1;2;;;;1;2;2;;1;0;2
5300003765000;1326.8732098;1;2;;;;2;0;0;3;2;2;;;3;2;2;;1;2;1
5300003814000;1915.1777545;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
5300003824000;2430.1648026;2;2;;;;1;0;0;2;2;1;;;0;2;2;;2;1;3
5300003825000;931.54896463;1;2;;;;1;0;0;1;0;1;;;1;;2;;1;1;2
5300003834000;2197.0828812;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
5300003835000;2234.3500291;2;2;;;;0;0;0;3;0;;;;3;;1;2;2;0;1
5300003845000;2603.2070807;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300003855000;1282.0002731;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
5300003865000;2549.5856859;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
5300003914000;3232.4029781;1;2;;;;0;0;0;2;2;;;;0;2;2;;1;0;4
5300003915000;1845.5475693;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;1
5300003924000;1485.6844061;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;2
5300003925000;2906.0112077;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;4
5300003934000;2778.4160271;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003935000;3646.5692345;2;2;;;;0;0;0;5;0;;;;4;;2;;2;0;2
5300003944000;3971.8447231;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
5300003945000;1151.5985851;2;2;;;;1;0;0;2;3;0;;;2;0;2;;2;0;2
5300003954000;2068.5354704;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
5300003955000;1040.8924465;4;2;;;;0;0;0;2;0;;;;2;;2;;4;0;1
5300003965000;1940.8331835;2;2;;;;1;0;0;2;0;0;;;2;;2;;2;0;1
5300004014000;2722.2248735;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
5300004015000;1784.5545961;3;2;;;;0;0;0;4;0;;;;4;;2;;3;0;1
5300004035000;1673.9209262;2;2;;;;1;1;0;2;4;1;1;;2;4;2;;2;2;1
5300004044000;2047.864426;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300004045000;1159.9571873;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;1
5300004052000;2102.7968126;3;2;;;;0;0;0;4;0;;;;4;;2;;3;0;4
5300004055000;1230.1049087;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;1
5300004065000;1085.4102636;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
5300004114000;1529.813402;1;2;;;;1;0;0;4;0;1;;;3;;2;;1;1;2
5300004124000;1523.1220611;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;1
5300004125000;1648.8762398;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
5300004134000;3131.1342676;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;2
5300004135000;1380.6379215;2;2;;;;1;0;0;4;2;0;;;4;2;2;;2;0;2
5300004144000;2969.6219789;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
5300004145000;2365.8870129;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;2
5300004154000;2106.9152728;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;3
5300004155000;1123.5081159;2;2;;;;0;0;0;3;0;;;;2;;2;;2;0;1
5300004165000;1665.0366772;3;2;;;;0;0;0;2;1;;;;2;1;2;;3;0;3
5300004214000;1355.4263345;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
5300004224000;2172.5983553;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
