ident_ind;ident_men;ident_log;NOI;SEXE;LIEN_01;LIEN_02;LIEN_03;LIEN_04;LIEN_05;LIEN_06;LIEN_07;LIEN_08;LIEN_09;LIEN_10;tr_age
420000112500003;4200001125000;420000112500;03;1;02;02;00;10;;;;;;;De 18 à 25 ans
420000112500004;4200001125000;420000112500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000113200001;4200001132000;420000113200;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000113200002;4200001132000;420000113200;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000113300001;4200001133000;420000113300;01;2;00;;;;;;;;;;De 65 à 74 ans
420000113400001;4200001134000;420000113400;01;1;00;40;;;;;;;;;De 18 à 25 ans
420000113400002;4200001134000;420000113400;02;2;40;00;;;;;;;;;De 18 à 25 ans
420000113500001;4200001135000;420000113500;01;2;00;03;;;;;;;;;De 35 à 49 ans
420000113500002;4200001135000;420000113500;02;1;02;00;;;;;;;;;Moins de 18 ans
420000114200001;4200001142000;420000114200;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000114200002;4200001142000;420000114200;02;2;01;00;03;;;;;;;;De 50 à 64 ans
420000114200003;4200001142000;420000114200;03;1;02;02;00;;;;;;;;De 18 à 25 ans
420000114300001;4200001143000;420000114300;01;2;00;;;;;;;;;;75 ans et plus
420000114400001;4200001144000;420000114400;01;2;00;01;03;;;;;;;;De 25 à 34 ans
420000114400002;4200001144000;420000114400;02;1;01;00;03;;;;;;;;De 35 à 49 ans
420000114400003;4200001144000;420000114400;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000114500001;4200001145000;420000114500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000114500002;4200001145000;420000114500;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
420000114500003;4200001145000;420000114500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
420000114500004;4200001145000;420000114500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000115200001;4200001152000;420000115200;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000115200002;4200001152000;420000115200;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000115400001;4200001154000;420000115400;01;2;00;;;;;;;;;;75 ans et plus
420000115500001;4200001155000;420000115500;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
420000115500002;4200001155000;420000115500;02;2;01;00;03;03;;;;;;;De 50 à 64 ans
420000115500003;4200001155000;420000115500;03;1;02;02;00;10;;;;;;;De 18 à 25 ans
420000115500004;4200001155000;420000115500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000116300001;4200001163000;420000116300;01;1;00;;;;;;;;;;De 18 à 25 ans
420000116400001;4200001164000;420000116400;01;2;00;;;;;;;;;;De 50 à 64 ans
420000116500001;4200001165000;420000116500;01;1;00;01;03;03;;;;;;;De 25 à 34 ans
420000116500002;4200001165000;420000116500;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
420000116500003;4200001165000;420000116500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000116500004;4200001165000;420000116500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000121200001;4200001212000;420000121200;01;1;00;01;;;;;;;;;De 50 à 64 ans
420000121200002;4200001212000;420000121200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000121400001;4200001214000;420000121400;01;1;00;;;;;;;;;;De 35 à 49 ans
420000121500001;4200001215000;420000121500;01;1;00;01;03;;;;;;;;De 35 à 49 ans
420000121500002;4200001215000;420000121500;02;2;01;00;03;;;;;;;;De 35 à 49 ans
420000121500003;4200001215000;420000121500;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000122200001;4200001222000;420000122200;01;1;00;01;03;;;;;;;;De 25 à 34 ans
420000122200002;4200001222000;420000122200;02;2;01;00;03;;;;;;;;De 25 à 34 ans
420000122200003;4200001222000;420000122200;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000122300001;4200001223000;420000122300;01;2;00;01;03;;;;;;;;De 35 à 49 ans
420000122300002;4200001223000;420000122300;02;1;01;00;03;;;;;;;;De 35 à 49 ans
420000122300003;4200001223000;420000122300;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000122500001;4200001225000;420000122500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000122500002;4200001225000;420000122500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000123200001;4200001232000;420000123200;01;2;00;01;03;;;;;;;;De 25 à 34 ans
420000123200002;4200001232000;420000123200;02;1;01;00;03;;;;;;;;De 25 à 34 ans
420000123200003;4200001232000;420000123200;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000123500001;4200001235000;420000123500;01;2;00;02;02;10;;;;;;;De 18 à 25 ans
420000123500002;4200001235000;420000123500;02;2;03;00;01;03;;;;;;;De 35 à 49 ans
420000123500003;4200001235000;420000123500;03;1;03;01;00;03;;;;;;;De 35 à 49 ans
420000123500004;4200001235000;420000123500;04;2;10;02;02;00;;;;;;;Moins de 18 ans
420000124200001;4200001242000;420000124200;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000124200002;4200001242000;420000124200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000124400001;4200001244000;420000124400;01;1;00;01;03;;;;;;;;De 35 à 49 ans
420000124400002;4200001244000;420000124400;02;2;01;00;32;;;;;;;;De 25 à 34 ans
420000124400003;4200001244000;420000124400;03;2;02;31;00;;;;;;;;Moins de 18 ans
420000124500001;4200001245000;420000124500;01;1;00;01;31;;;;;;;;De 65 à 74 ans
420000124500002;4200001245000;420000124500;02;2;01;00;02;;;;;;;;De 65 à 74 ans
420000124500003;4200001245000;420000124500;03;2;32;03;00;;;;;;;;75 ans et plus
420000125400001;4200001254000;420000125400;01;1;00;03;03;;;;;;;;De 50 à 64 ans
420000125400002;4200001254000;420000125400;02;1;02;00;10;;;;;;;;Moins de 18 ans
420000125400003;4200001254000;420000125400;03;1;02;10;00;;;;;;;;Moins de 18 ans
420000125500001;4200001255000;420000125500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000125500002;4200001255000;420000125500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000126400001;4200001264000;420000126400;01;1;00;;;;;;;;;;De 25 à 34 ans
420000126500001;4200001265000;420000126500;01;2;00;01;03;;;;;;;;75 ans et plus
420000126500002;4200001265000;420000126500;02;1;01;00;03;;;;;;;;75 ans et plus
420000126500003;4200001265000;420000126500;03;1;02;02;00;;;;;;;;De 50 à 64 ans
420000131200001;4200001312000;420000131200;01;1;00;01;;;;;;;;;De 50 à 64 ans
420000131200002;4200001312000;420000131200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000131400001;4200001314000;420000131400;01;1;00;01;03;;;;;;;;De 25 à 34 ans
420000131400002;4200001314000;420000131400;02;2;01;00;03;;;;;;;;De 25 à 34 ans
420000131400003;4200001314000;420000131400;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000131500001;4200001315000;420000131500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000131500002;4200001315000;420000131500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000132200001;4200001322000;420000132200;01;1;00;03;;;;;;;;;De 35 à 49 ans
420000132200002;4200001322000;420000132200;02;2;02;00;;;;;;;;;Moins de 18 ans
420000132500001;4200001325000;420000132500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000132500002;4200001325000;420000132500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000133300001;4200001333000;420000133300;01;1;00;;;;;;;;;;75 ans et plus
420000133400001;4200001334000;420000133400;01;1;00;03;;;;;;;;;De 50 à 64 ans
420000133400002;4200001334000;420000133400;02;2;02;00;;;;;;;;;De 25 à 34 ans
420000133500001;4200001335000;420000133500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000133500002;4200001335000;420000133500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
420000133500003;4200001335000;420000133500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000133500004;4200001335000;420000133500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000134200001;4200001342000;420000134200;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000134200002;4200001342000;420000134200;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
420000134200003;4200001342000;420000134200;03;2;02;02;00;10;;;;;;;De 18 à 25 ans
420000134200004;4200001342000;420000134200;04;1;02;02;10;00;;;;;;;De 18 à 25 ans
420000134400001;4200001344000;420000134400;01;1;00;;;;;;;;;;De 25 à 34 ans
420000134500001;4200001345000;420000134500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000134500002;4200001345000;420000134500;02;1;01;00;32;03;;;;;;;De 35 à 49 ans
420000134500003;4200001345000;420000134500;03;2;02;31;00;10;;;;;;;Moins de 18 ans
420000134500004;4200001345000;420000134500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000135200001;4200001352000;420000135200;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000135200002;4200001352000;420000135200;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000135500001;4200001355000;420000135500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000135500002;4200001355000;420000135500;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
420000135500003;4200001355000;420000135500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000135500004;4200001355000;420000135500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000136400001;4200001364000;420000136400;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
420000136400002;4200001364000;420000136400;02;2;01;00;03;32;32;;;;;;De 25 à 34 ans
420000136400003;4200001364000;420000136400;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
420000136400004;4200001364000;420000136400;04;1;02;31;10;00;10;;;;;;Moins de 18 ans
420000136400005;4200001364000;420000136400;05;1;02;31;10;10;00;;;;;;Moins de 18 ans
420000141200001;4200001412000;420000141200;01;1;00;01;;;;;;;;;De 35 à 49 ans
420000141200002;4200001412000;420000141200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000141400001;4200001414000;420000141400;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000141400002;4200001414000;420000141400;02;2;01;00;;;;;;;;;De 65 à 74 ans
420000141500001;4200001415000;420000141500;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000141500002;4200001415000;420000141500;02;2;01;00;;;;;;;;;De 65 à 74 ans
420000142200001;4200001422000;420000142200;01;1;00;01;;;;;;;;;De 35 à 49 ans
420000142200002;4200001422000;420000142200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000142400001;4200001424000;420000142400;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000142400002;4200001424000;420000142400;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000142500001;4200001425000;420000142500;01;2;00;;;;;;;;;;De 50 à 64 ans
420000143400001;4200001434000;420000143400;01;2;00;01;03;;;;;;;;De 25 à 34 ans
420000143400002;4200001434000;420000143400;02;1;01;00;03;;;;;;;;De 25 à 34 ans
420000143400003;4200001434000;420000143400;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000143500001;4200001435000;420000143500;01;2;00;01;03;;;;;;;;De 35 à 49 ans
420000143500002;4200001435000;420000143500;02;1;01;00;03;;;;;;;;De 35 à 49 ans
420000143500003;4200001435000;420000143500;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000144200001;4200001442000;420000144200;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000144200002;4200001442000;420000144200;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
420000144200003;4200001442000;420000144200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000144200004;4200001442000;420000144200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000145200001;4200001452000;420000145200;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000145200002;4200001452000;420000145200;02;1;01;00;03;03;;;;;;;De 50 à 64 ans
420000145200003;4200001452000;420000145200;03;2;02;02;00;10;;;;;;;De 18 à 25 ans
420000145200004;4200001452000;420000145200;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000145400001;4200001454000;420000145400;01;2;00;03;;;;;;;;;De 50 à 64 ans
420000145400002;4200001454000;420000145400;02;1;02;00;;;;;;;;;De 18 à 25 ans
420000145500001;4200001455000;420000145500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000145500002;4200001455000;420000145500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000146500001;4200001465000;420000146500;01;1;00;01;;;;;;;;;75 ans et plus
420000146500002;4200001465000;420000146500;02;2;01;00;;;;;;;;;75 ans et plus
420000151200001;4200001512000;420000151200;01;2;00;01;03;;;;;;;;De 35 à 49 ans
420000151200002;4200001512000;420000151200;02;1;01;00;03;;;;;;;;De 50 à 64 ans
420000151200003;4200001512000;420000151200;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000151400001;4200001514000;420000151400;01;2;00;;;;;;;;;;75 ans et plus
420000152200001;4200001522000;420000152200;01;1;00;01;;;;;;;;;De 50 à 64 ans
420000152200002;4200001522000;420000152200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000152500001;4200001525000;420000152500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000152500002;4200001525000;420000152500;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
420000152500003;4200001525000;420000152500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000152500004;4200001525000;420000152500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000153400001;4200001534000;420000153400;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000153400002;4200001534000;420000153400;02;2;01;00;03;;;;;;;;De 50 à 64 ans
420000153400003;4200001534000;420000153400;03;1;02;02;00;;;;;;;;De 25 à 34 ans
420000153500001;4200001535000;420000153500;01;1;00;01;03;50;;;;;;;De 35 à 49 ans
420000153500002;4200001535000;420000153500;02;2;01;00;03;40;;;;;;;De 35 à 49 ans
420000153500003;4200001535000;420000153500;03;2;02;02;00;50;;;;;;;Moins de 18 ans
420000153500004;4200001535000;420000153500;04;2;50;40;50;00;;;;;;;De 18 à 25 ans
420000154500001;4200001545000;420000154500;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000154500002;4200001545000;420000154500;02;2;01;00;03;;;;;;;;De 50 à 64 ans
420000154500003;4200001545000;420000154500;03;2;02;02;00;;;;;;;;De 25 à 34 ans
420000155200001;4200001552000;420000155200;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000155200002;4200001552000;420000155200;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000155400001;4200001554000;420000155400;01;1;00;;;;;;;;;;De 50 à 64 ans
420000156500001;4200001565000;420000156500;01;1;00;02;;;;;;;;;De 50 à 64 ans
420000156500002;4200001565000;420000156500;02;2;03;00;;;;;;;;;75 ans et plus
420000161400001;4200001614000;420000161400;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000161400002;4200001614000;420000161400;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000161500001;4200001615000;420000161500;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
420000161500002;4200001615000;420000161500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
420000161500003;4200001615000;420000161500;03;2;02;02;00;10;10;;;;;;De 18 à 25 ans
420000161500004;4200001615000;420000161500;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
420000161500005;4200001615000;420000161500;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
420000162200001;4200001622000;420000162200;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000162200002;4200001622000;420000162200;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000162400001;4200001624000;420000162400;01;2;00;;;;;;;;;;75 ans et plus
420000162500001;4200001625000;420000162500;01;2;00;01;;;;;;;;;De 35 à 49 ans
420000162500002;4200001625000;420000162500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000163400001;4200001634000;420000163400;01;1;00;01;;;;;;;;;De 35 à 49 ans
420000163400002;4200001634000;420000163400;02;2;01;00;;;;;;;;;De 35 à 49 ans
420000163500001;4200001635000;420000163500;01;1;00;01;03;;;;;;;;De 35 à 49 ans
420000163500002;4200001635000;420000163500;02;2;01;00;03;;;;;;;;De 35 à 49 ans
420000163500003;4200001635000;420000163500;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000164400001;4200001644000;420000164400;01;1;00;03;;;;;;;;;De 50 à 64 ans
420000164400002;4200001644000;420000164400;02;2;02;00;;;;;;;;;Moins de 18 ans
420000164500001;4200001645000;420000164500;01;1;00;01;;;;;;;;;De 35 à 49 ans
420000164500002;4200001645000;420000164500;02;2;01;00;;;;;;;;;De 35 à 49 ans
420000165200001;4200001652000;420000165200;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000165200002;4200001652000;420000165200;02;2;01;00;03;;;;;;;;De 50 à 64 ans
420000165200003;4200001652000;420000165200;03;1;02;02;00;;;;;;;;De 18 à 25 ans
420000165400001;4200001654000;420000165400;01;2;00;;;;;;;;;;De 50 à 64 ans
420000165500001;4200001655000;420000165500;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000165500002;4200001655000;420000165500;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000166400001;4200001664000;420000166400;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000166400002;4200001664000;420000166400;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
420000166400003;4200001664000;420000166400;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000166400004;4200001664000;420000166400;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000166500001;4200001665000;420000166500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000166500002;4200001665000;420000166500;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
420000166500003;4200001665000;420000166500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
420000166500004;4200001665000;420000166500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000171400001;4200001714000;420000171400;01;2;00;;;;;;;;;;De 50 à 64 ans
420000172400001;4200001724000;420000172400;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000172400002;4200001724000;420000172400;02;1;01;00;32;03;;;;;;;De 35 à 49 ans
420000172400003;4200001724000;420000172400;03;1;02;31;00;10;;;;;;;Moins de 18 ans
420000172400004;4200001724000;420000172400;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000172500001;4200001725000;420000172500;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000172500002;4200001725000;420000172500;02;2;01;00;03;;;;;;;;De 35 à 49 ans
420000172500003;4200001725000;420000172500;03;2;02;02;00;;;;;;;;Moins de 18 ans
420000174400001;4200001744000;420000174400;01;2;00;;;;;;;;;;De 35 à 49 ans
420000174500001;4200001745000;420000174500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000174500002;4200001745000;420000174500;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000176500001;4200001765000;420000176500;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000176500002;4200001765000;420000176500;02;2;01;00;;;;;;;;;De 65 à 74 ans
420000181400001;4200001814000;420000181400;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000181400002;4200001814000;420000181400;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000181500001;4200001815000;420000181500;01;2;00;;;;;;;;;;De 65 à 74 ans
420000182400001;4200001824000;420000182400;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000182400002;4200001824000;420000182400;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000182500001;4200001825000;420000182500;01;1;00;01;;;;;;;;;75 ans et plus
420000182500002;4200001825000;420000182500;02;2;01;00;;;;;;;;;75 ans et plus
420000183500001;4200001835000;420000183500;01;2;00;;;;;;;;;;De 25 à 34 ans
420000184500001;4200001845000;420000184500;01;1;00;;;;;;;;;;De 35 à 49 ans
420000185500001;4200001855000;420000185500;01;2;00;01;03;;;;;;;;De 35 à 49 ans
420000185500002;4200001855000;420000185500;02;1;01;00;03;;;;;;;;De 50 à 64 ans
420000185500003;4200001855000;420000185500;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000186400001;4200001864000;420000186400;01;2;00;;;;;;;;;;De 35 à 49 ans
420000186500001;4200001865000;420000186500;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000186500002;4200001865000;420000186500;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000191400001;4200001914000;420000191400;01;2;00;03;;;;;;;;;De 50 à 64 ans
420000191400002;4200001914000;420000191400;02;1;02;00;;;;;;;;;De 18 à 25 ans
420000191500001;4200001915000;420000191500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000191500002;4200001915000;420000191500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
420000191500003;4200001915000;420000191500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
420000191500004;4200001915000;420000191500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
420000192500001;4200001925000;420000192500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
420000192500002;4200001925000;420000192500;02;1;01;00;03;32;;;;;;;De 35 à 49 ans
420000192500003;4200001925000;420000192500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000192500004;4200001925000;420000192500;04;1;02;31;10;00;;;;;;;De 18 à 25 ans
420000193400001;4200001934000;420000193400;01;2;00;;;;;;;;;;75 ans et plus
420000193500001;4200001935000;420000193500;01;1;00;01;32;03;;;;;;;De 50 à 64 ans
420000193500002;4200001935000;420000193500;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
420000193500003;4200001935000;420000193500;03;1;31;02;00;10;;;;;;;Moins de 18 ans
420000193500004;4200001935000;420000193500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000194400001;4200001944000;420000194400;01;2;00;31;02;10;10;;;;;;De 18 à 25 ans
420000194400002;4200001944000;420000194400;02;1;32;00;01;32;03;;;;;;De 50 à 64 ans
420000194400003;4200001944000;420000194400;03;2;03;01;00;03;03;;;;;;De 35 à 49 ans
420000194400004;4200001944000;420000194400;04;1;10;31;02;00;10;;;;;;Moins de 18 ans
420000194400005;4200001944000;420000194400;05;2;10;02;02;10;00;;;;;;Moins de 18 ans
420000195400001;4200001954000;420000195400;01;1;00;01;;;;;;;;;75 ans et plus
420000195400002;4200001954000;420000195400;02;2;01;00;;;;;;;;;75 ans et plus
420000195500001;4200001955000;420000195500;01;1;00;01;03;;;;;;;;De 35 à 49 ans
420000195500002;4200001955000;420000195500;02;2;01;00;03;;;;;;;;De 35 à 49 ans
420000195500003;4200001955000;420000195500;03;1;02;02;00;;;;;;;;Moins de 18 ans
420000196500001;4200001965000;420000196500;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
420000196500002;4200001965000;420000196500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
420000196500003;4200001965000;420000196500;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
420000196500004;4200001965000;420000196500;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
420000196500005;4200001965000;420000196500;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
420000201400001;4200002014000;420000201400;01;2;00;60;;;;;;;;;75 ans et plus
420000201400002;4200002014000;420000201400;02;1;60;00;;;;;;;;;75 ans et plus
420000202400001;4200002024000;420000202400;01;1;00;01;03;;;;;;;;De 50 à 64 ans
420000202400002;4200002024000;420000202400;02;2;01;00;03;;;;;;;;De 50 à 64 ans
420000202400003;4200002024000;420000202400;03;2;02;02;00;;;;;;;;De 18 à 25 ans
420000202500001;4200002025000;420000202500;01;1;00;01;03;03;03;03;;;;;De 35 à 49 ans
420000202500002;4200002025000;420000202500;02;2;01;00;03;03;03;03;;;;;De 35 à 49 ans
420000202500003;4200002025000;420000202500;03;2;02;02;00;10;10;10;;;;;Moins de 18 ans
420000202500004;4200002025000;420000202500;04;1;02;02;10;00;10;10;;;;;Moins de 18 ans
420000202500005;4200002025000;420000202500;05;1;02;02;10;10;00;10;;;;;Moins de 18 ans
420000202500006;4200002025000;420000202500;06;1;02;02;10;10;10;00;;;;;Moins de 18 ans
420000204500001;4200002045000;420000204500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000204500002;4200002045000;420000204500;02;1;01;00;;;;;;;;;De 50 à 64 ans
420000205400001;4200002054000;420000205400;01;2;00;03;;;;;;;;;De 35 à 49 ans
420000205400002;4200002054000;420000205400;02;2;02;00;;;;;;;;;Moins de 18 ans
420000205500001;4200002055000;420000205500;01;1;00;01;;;;;;;;;De 25 à 34 ans
420000205500002;4200002055000;420000205500;02;2;01;00;;;;;;;;;De 25 à 34 ans
420000206500001;4200002065000;420000206500;01;2;00;01;;;;;;;;;De 50 à 64 ans
420000206500002;4200002065000;420000206500;02;1;01;00;;;;;;;;;75 ans et plus
420000211400001;4200002114000;420000211400;01;1;00;;;;;;;;;;De 50 à 64 ans
420000211500001;4200002115000;420000211500;01;1;00;01;;;;;;;;;75 ans et plus
420000211500002;4200002115000;420000211500;02;2;01;00;;;;;;;;;De 65 à 74 ans
420000212400001;4200002124000;420000212400;01;2;00;03;03;;;;;;;;De 50 à 64 ans
420000212400002;4200002124000;420000212400;02;2;02;00;10;;;;;;;;De 18 à 25 ans
420000212400003;4200002124000;420000212400;03;2;02;10;00;;;;;;;;Moins de 18 ans
420000213400001;4200002134000;420000213400;01;2;00;01;;;;;;;;;De 65 à 74 ans
420000213400002;4200002134000;420000213400;02;1;01;00;;;;;;;;;De 65 à 74 ans
420000214400001;4200002144000;420000214400;01;2;00;;;;;;;;;;De 50 à 64 ans
420000214500001;4200002145000;420000214500;01;1;00;01;;;;;;;;;75 ans et plus
420000214500002;4200002145000;420000214500;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000215500001;4200002155000;420000215500;01;1;00;01;03;;;;;;;;De 65 à 74 ans
420000215500002;4200002155000;420000215500;02;2;01;00;03;;;;;;;;De 65 à 74 ans
420000215500003;4200002155000;420000215500;03;2;02;02;00;;;;;;;;De 18 à 25 ans
420000216400001;4200002164000;420000216400;01;1;00;;;;;;;;;;De 50 à 64 ans
420000216500001;4200002165000;420000216500;01;1;00;01;32;32;03;;;;;;De 35 à 49 ans
420000216500002;4200002165000;420000216500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
420000216500003;4200002165000;420000216500;03;2;31;02;00;10;10;;;;;;De 18 à 25 ans
420000216500004;4200002165000;420000216500;04;1;31;02;10;00;10;;;;;;Moins de 18 ans
420000216500005;4200002165000;420000216500;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
420000221400001;4200002214000;420000221400;01;1;00;01;;;;;;;;;De 65 à 74 ans
420000221400002;4200002214000;420000221400;02;2;01;00;;;;;;;;;De 50 à 64 ans
420000221500001;4200002215000;420000221500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000221500002;4200002215000;420000221500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
420000221500003;4200002215000;420000221500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000221500004;4200002215000;420000221500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000223400001;4200002234000;420000223400;01;2;00;;;;;;;;;;De 65 à 74 ans
420000224400001;4200002244000;420000224400;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
420000224400002;4200002244000;420000224400;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
420000224400003;4200002244000;420000224400;03;1;02;02;00;10;;;;;;;Moins de 18 ans
420000224400004;4200002244000;420000224400;04;2;02;02;10;00;;;;;;;Moins de 18 ans
420000225500001;4200002255000;420000225500;01;1;00;01;03;32;03;;;;;;De 35 à 49 ans
420000225500002;4200002255000;420000225500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
420000225500003;4200002255000;420000225500;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
