ident_ind;ident_men;ident_log;NOI;SEXE;LIEN_01;LIEN_02;LIEN_03;LIEN_04;LIEN_05;LIEN_06;LIEN_07;LIEN_08;LIEN_09;LIEN_10;tr_age
230000461500002;2300004615000;230000461500;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
230000461500003;2300004615000;230000461500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
230000461500004;2300004615000;230000461500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
230000462400001;2300004624000;230000462400;01;2;00;;;;;;;;;;De 50 à 64 ans
230000462500001;2300004625000;230000462500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
230000462500002;2300004625000;230000462500;02;1;01;00;03;03;;;;;;;De 50 à 64 ans
230000462500003;2300004625000;230000462500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
230000462500004;2300004625000;230000462500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
230000463400001;2300004634000;230000463400;01;1;00;;;;;;;;;;De 25 à 34 ans
230000464400001;2300004644000;230000464400;01;1;00;01;;;;;;;;;De 35 à 49 ans
230000464400002;2300004644000;230000464400;02;1;01;00;;;;;;;;;De 35 à 49 ans
230000465400001;2300004654000;230000465400;01;2;00;;;;;;;;;;De 65 à 74 ans
230000465500001;2300004655000;230000465500;01;1;00;01;03;;;;;;;;75 ans et plus
230000465500002;2300004655000;230000465500;02;2;01;00;03;;;;;;;;De 65 à 74 ans
230000465500003;2300004655000;230000465500;03;1;02;02;00;;;;;;;;De 35 à 49 ans
230000471500001;2300004715000;230000471500;01;2;00;03;03;;;;;;;;De 25 à 34 ans
230000471500002;2300004715000;230000471500;02;1;02;00;10;;;;;;;;Moins de 18 ans
230000471500003;2300004715000;230000471500;03;1;02;10;00;;;;;;;;Moins de 18 ans
230000472500001;2300004725000;230000472500;01;2;00;01;;;;;;;;;De 65 à 74 ans
230000472500002;2300004725000;230000472500;02;1;01;00;;;;;;;;;75 ans et plus
230000473400001;2300004734000;230000473400;01;2;00;01;03;;;;;;;;De 35 à 49 ans
230000473400002;2300004734000;230000473400;02;1;01;00;03;;;;;;;;De 35 à 49 ans
230000473400003;2300004734000;230000473400;03;1;02;02;00;;;;;;;;Moins de 18 ans
230000473500001;2300004735000;230000473500;01;1;00;01;;;;;;;;;De 25 à 34 ans
230000473500002;2300004735000;230000473500;02;2;01;00;;;;;;;;;De 25 à 34 ans
230000474400001;2300004744000;230000474400;01;2;00;;;;;;;;;;De 50 à 64 ans
230000474500001;2300004745000;230000474500;01;2;00;01;;;;;;;;;De 65 à 74 ans
230000474500002;2300004745000;230000474500;02;1;01;00;;;;;;;;;De 65 à 74 ans
230000475400001;2300004754000;230000475400;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
230000475400002;2300004754000;230000475400;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
230000475400003;2300004754000;230000475400;03;1;02;02;00;10;;;;;;;Moins de 18 ans
230000475400004;2300004754000;230000475400;04;2;02;02;10;00;;;;;;;Moins de 18 ans
230000476400001;2300004764000;230000476400;01;1;00;01;;;;;;;;;75 ans et plus
230000476400002;2300004764000;230000476400;02;2;01;00;;;;;;;;;75 ans et plus
230000481500001;2300004815000;230000481500;01;1;00;01;;;;;;;;;75 ans et plus
230000481500002;2300004815000;230000481500;02;2;01;00;;;;;;;;;75 ans et plus
230000482400001;2300004824000;230000482400;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
230000482400002;2300004824000;230000482400;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
230000482400003;2300004824000;230000482400;03;2;02;02;00;10;;;;;;;Moins de 18 ans
230000482400004;2300004824000;230000482400;04;1;02;02;10;00;;;;;;;Moins de 18 ans
230000482500001;2300004825000;230000482500;01;1;00;;;;;;;;;;De 50 à 64 ans
230000483400001;2300004834000;230000483400;01;2;00;01;03;;;;;;;;De 25 à 34 ans
230000483400002;2300004834000;230000483400;02;1;01;00;03;;;;;;;;De 25 à 34 ans
230000483400003;2300004834000;230000483400;03;1;02;02;00;;;;;;;;Moins de 18 ans
230000483500001;2300004835000;230000483500;01;2;00;01;;;;;;;;;De 65 à 74 ans
230000483500002;2300004835000;230000483500;02;1;01;00;;;;;;;;;De 65 à 74 ans
230000484400001;2300004844000;230000484400;01;2;00;;;;;;;;;;De 65 à 74 ans
230000484500001;2300004845000;230000484500;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
230000484500002;2300004845000;230000484500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
230000484500003;2300004845000;230000484500;03;2;02;02;00;10;;;;;;;De 18 à 25 ans
230000484500004;2300004845000;230000484500;04;2;02;02;10;00;;;;;;;De 18 à 25 ans
230000485500001;2300004855000;230000485500;01;2;00;01;;;;;;;;;De 50 à 64 ans
230000485500002;2300004855000;230000485500;02;1;01;00;;;;;;;;;De 50 à 64 ans
230000486400001;2300004864000;230000486400;01;2;00;03;03;;;;;;;;De 35 à 49 ans
230000486400002;2300004864000;230000486400;02;2;02;00;10;;;;;;;;Moins de 18 ans
230000486400003;2300004864000;230000486400;03;1;02;10;00;;;;;;;;De 18 à 25 ans
230000491500001;2300004915000;230000491500;01;2;00;01;;;;;;;;;75 ans et plus
230000491500002;2300004915000;230000491500;02;1;01;00;;;;;;;;;75 ans et plus
230000492400001;2300004924000;230000492400;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
230000492400002;2300004924000;230000492400;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
230000492400003;2300004924000;230000492400;03;2;02;02;00;10;;;;;;;De 18 à 25 ans
230000492400004;2300004924000;230000492400;04;1;02;02;10;00;;;;;;;Moins de 18 ans
230000492500001;2300004925000;230000492500;01;2;00;01;;;;;;;;;De 50 à 64 ans
230000492500002;2300004925000;230000492500;02;1;01;00;;;;;;;;;De 50 à 64 ans
230000493400001;2300004934000;230000493400;01;2;00;01;03;03;03;;;;;;De 35 à 49 ans
230000493400002;2300004934000;230000493400;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
230000493400003;2300004934000;230000493400;03;2;02;02;00;10;10;;;;;;Moins de 18 ans
230000493400004;2300004934000;230000493400;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
230000493400005;2300004934000;230000493400;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
230000493500001;2300004935000;230000493500;01;1;00;01;;;;;;;;;De 50 à 64 ans
230000493500002;2300004935000;230000493500;02;2;01;00;;;;;;;;;De 50 à 64 ans
230000494500001;2300004945000;230000494500;01;1;00;01;03;03;03;03;03;;;;De 50 à 64 ans
230000494500002;2300004945000;230000494500;02;2;01;00;03;03;03;03;03;;;;De 35 à 49 ans
230000494500003;2300004945000;230000494500;03;1;02;02;00;10;10;10;10;;;;De 25 à 34 ans
230000494500004;2300004945000;230000494500;04;1;02;02;10;00;10;10;10;;;;De 25 à 34 ans
230000494500005;2300004945000;230000494500;05;2;02;02;10;10;00;10;10;;;;De 18 à 25 ans
230000494500006;2300004945000;230000494500;06;2;02;02;10;10;10;00;10;;;;Moins de 18 ans
230000494500007;2300004945000;230000494500;07;2;02;02;10;10;10;10;00;;;;Moins de 18 ans
230000495400001;2300004954000;230000495400;01;2;00;03;;;;;;;;;De 35 à 49 ans
230000495400002;2300004954000;230000495400;02;1;02;00;;;;;;;;;Moins de 18 ans
230000496400001;2300004964000;230000496400;01;1;00;;;;;;;;;;De 50 à 64 ans
230000501400001;2300005014000;230000501400;01;1;00;01;;;;;;;;;De 65 à 74 ans
230000501400002;2300005014000;230000501400;02;2;01;00;;;;;;;;;De 65 à 74 ans
230000502400001;2300005024000;230000502400;01;2;00;;;;;;;;;;De 50 à 64 ans
230000502500001;2300005025000;230000502500;01;1;00;01;03;;;;;;;;De 65 à 74 ans
230000502500002;2300005025000;230000502500;02;2;01;00;03;;;;;;;;De 50 à 64 ans
230000502500003;2300005025000;230000502500;03;2;02;02;00;;;;;;;;De 18 à 25 ans
230000504400001;2300005044000;230000504400;01;2;00;;;;;;;;;;75 ans et plus
230000504500001;2300005045000;230000504500;01;2;00;01;;;;;;;;;De 25 à 34 ans
230000504500002;2300005045000;230000504500;02;1;01;00;;;;;;;;;De 25 à 34 ans
230000511400001;2300005114000;230000511400;01;2;00;01;03;03;03;;;;;;De 35 à 49 ans
230000511400002;2300005114000;230000511400;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
230000511400003;2300005114000;230000511400;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
230000511400004;2300005114000;230000511400;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
230000511400005;2300005114000;230000511400;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
230000512400001;2300005124000;230000512400;01;2;00;01;;;;;;;;;75 ans et plus
230000512400002;2300005124000;230000512400;02;1;01;00;;;;;;;;;De 65 à 74 ans
230000512500001;2300005125000;230000512500;01;2;00;10;10;02;02;;;;;;De 18 à 25 ans
230000512500002;2300005125000;230000512500;02;2;10;00;10;02;02;;;;;;Moins de 18 ans
230000512500003;2300005125000;230000512500;03;2;10;10;00;02;02;;;;;;Moins de 18 ans
230000512500004;2300005125000;230000512500;04;1;03;03;03;00;01;;;;;;De 35 à 49 ans
230000512500005;2300005125000;230000512500;05;2;03;03;03;01;00;;;;;;De 35 à 49 ans
230000513400001;2300005134000;230000513400;01;2;00;03;03;;;;;;;;De 50 à 64 ans
230000513400002;2300005134000;230000513400;02;2;02;00;10;;;;;;;;Moins de 18 ans
230000513400003;2300005134000;230000513400;03;2;02;10;00;;;;;;;;Moins de 18 ans
230000513500001;2300005135000;230000513500;01;1;00;01;;;;;;;;;De 65 à 74 ans
230000513500002;2300005135000;230000513500;02;2;01;00;;;;;;;;;De 65 à 74 ans
230000515400001;2300005154000;230000515400;01;1;00;01;;;;;;;;;De 35 à 49 ans
230000515400002;2300005154000;230000515400;02;2;01;00;;;;;;;;;De 35 à 49 ans
230000516400001;2300005164000;230000516400;01;2;00;01;03;03;03;;;;;;De 25 à 34 ans
230000516400002;2300005164000;230000516400;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
230000516400003;2300005164000;230000516400;03;2;02;02;00;10;10;;;;;;Moins de 18 ans
230000516400004;2300005164000;230000516400;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
230000516400005;2300005164000;230000516400;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
230000521400001;2300005214000;230000521400;01;2;00;;;;;;;;;;75 ans et plus
230000522400001;2300005224000;230000522400;01;2;00;;;;;;;;;;De 65 à 74 ans
230000522500001;2300005225000;230000522500;01;2;00;02;02;10;10;;;;;;De 25 à 34 ans
230000522500002;2300005225000;230000522500;02;1;03;00;01;03;03;;;;;;De 50 à 64 ans
230000522500003;2300005225000;230000522500;03;2;03;01;00;03;03;;;;;;De 50 à 64 ans
230000522500004;2300005225000;230000522500;04;2;10;02;02;00;10;;;;;;De 25 à 34 ans
230000522500005;2300005225000;230000522500;05;1;10;02;02;10;00;;;;;;De 18 à 25 ans
230000523400001;2300005234000;230000523400;01;2;00;01;03;03;03;;;;;;De 50 à 64 ans
230000523400002;2300005234000;230000523400;02;1;01;00;03;03;03;;;;;;De 50 à 64 ans
230000523400003;2300005234000;230000523400;03;2;02;02;00;10;10;;;;;;De 18 à 25 ans
230000523400004;2300005234000;230000523400;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
230000523400005;2300005234000;230000523400;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
230000525400001;2300005254000;230000525400;01;2;00;;;;;;;;;;De 50 à 64 ans
230000526400001;2300005264000;230000526400;01;2;00;;;;;;;;;;De 50 à 64 ans
230000532500001;2300005325000;230000532500;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
230000532500002;2300005325000;230000532500;02;2;01;00;03;03;;;;;;;De 50 à 64 ans
230000532500003;2300005325000;230000532500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
230000532500004;2300005325000;230000532500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
230000533400001;2300005334000;230000533400;01;1;00;;;;;;;;;;De 50 à 64 ans
230000534400001;2300005344000;230000534400;01;1;00;;;;;;;;;;De 50 à 64 ans
230000534500001;2300005345000;230000534500;01;2;00;01;03;;;;;;;;De 50 à 64 ans
230000534500002;2300005345000;230000534500;02;1;01;00;03;;;;;;;;De 50 à 64 ans
230000534500003;2300005345000;230000534500;03;1;02;02;00;;;;;;;;De 25 à 34 ans
230000535400001;2300005354000;230000535400;01;2;00;03;01;;;;;;;;De 25 à 34 ans
230000535400002;2300005354000;230000535400;02;2;02;00;31;;;;;;;;Moins de 18 ans
230000535400003;2300005354000;230000535400;03;1;01;32;00;;;;;;;;De 25 à 34 ans
230000536400001;2300005364000;230000536400;01;2;00;01;03;03;03;;;;;;De 35 à 49 ans
230000536400002;2300005364000;230000536400;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
230000536400003;2300005364000;230000536400;03;2;02;02;00;10;10;;;;;;Moins de 18 ans
230000536400004;2300005364000;230000536400;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
230000536400005;2300005364000;230000536400;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
230000551400001;2300005514000;230000551400;01;1;00;;;;;;;;;;De 65 à 74 ans
230000552400001;2300005524000;230000552400;01;2;00;;;;;;;;;;De 35 à 49 ans
230000554400001;2300005544000;230000554400;01;2;00;03;03;;;;;;;;De 35 à 49 ans
230000554400002;2300005544000;230000554400;02;2;02;00;10;;;;;;;;Moins de 18 ans
230000554400003;2300005544000;230000554400;03;1;02;10;00;;;;;;;;De 18 à 25 ans
230000556400001;2300005564000;230000556400;01;2;00;01;03;;;;;;;;De 35 à 49 ans
230000556400002;2300005564000;230000556400;02;1;01;00;03;;;;;;;;De 35 à 49 ans
230000556400003;2300005564000;230000556400;03;1;02;02;00;;;;;;;;Moins de 18 ans
230000561400001;2300005614000;230000561400;01;2;00;;;;;;;;;;De 65 à 74 ans
230000562400001;2300005624000;230000562400;01;1;00;01;;;;;;;;;De 65 à 74 ans
230000562400002;2300005624000;230000562400;02;2;01;00;;;;;;;;;De 50 à 64 ans
230000564400001;2300005644000;230000564400;01;1;00;01;;;;;;;;;De 50 à 64 ans
230000564400002;2300005644000;230000564400;02;2;01;00;;;;;;;;;De 50 à 64 ans
230000565400001;2300005654000;230000565400;01;1;00;;;;;;;;;;De 35 à 49 ans
230000566400001;2300005664000;230000566400;01;2;00;01;;;;;;;;;De 50 à 64 ans
230000566400002;2300005664000;230000566400;02;1;01;00;;;;;;;;;De 50 à 64 ans
230000572400001;2300005724000;230000572400;01;2;00;01;;;;;;;;;De 35 à 49 ans
230000572400002;2300005724000;230000572400;02;1;01;00;;;;;;;;;De 50 à 64 ans
230000574400001;2300005744000;230000574400;01;2;00;03;;;;;;;;;De 35 à 49 ans
230000574400002;2300005744000;230000574400;02;1;02;00;;;;;;;;;Moins de 18 ans
230000575400001;2300005754000;230000575400;01;1;00;01;;;;;;;;;75 ans et plus
230000575400002;2300005754000;230000575400;02;2;01;00;;;;;;;;;75 ans et plus
230000582400001;2300005824000;230000582400;01;2;00;03;03;01;;;;;;;De 35 à 49 ans
230000582400002;2300005824000;230000582400;02;2;02;00;10;02;;;;;;;Moins de 18 ans
230000582400003;2300005824000;230000582400;03;1;02;10;00;02;;;;;;;Moins de 18 ans
230000582400004;2300005824000;230000582400;04;1;01;03;03;00;;;;;;;De 35 à 49 ans
230000584400001;2300005844000;230000584400;01;2;00;01;03;03;;;;;;;De 25 à 34 ans
230000584400002;2300005844000;230000584400;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
230000584400003;2300005844000;230000584400;03;1;02;02;00;10;;;;;;;Moins de 18 ans
230000584400004;2300005844000;230000584400;04;2;02;02;10;00;;;;;;;Moins de 18 ans
230000585400001;2300005854000;230000585400;01;2;00;10;02;02;10;;;;;;De 18 à 25 ans
230000585400002;2300005854000;230000585400;02;2;10;00;02;02;10;;;;;;De 18 à 25 ans
230000585400003;2300005854000;230000585400;03;1;03;03;00;01;03;;;;;;De 50 à 64 ans
230000585400004;2300005854000;230000585400;04;2;03;03;01;00;03;;;;;;De 50 à 64 ans
230000585400005;2300005854000;230000585400;05;2;10;10;02;02;00;;;;;;Moins de 18 ans
230000594400001;2300005944000;230000594400;01;1;00;;;;;;;;;;De 50 à 64 ans
230000595400001;2300005954000;230000595400;01;2;00;03;;;;;;;;;De 50 à 64 ans
230000595400002;2300005954000;230000595400;02;1;02;00;;;;;;;;;De 18 à 25 ans
230000596400001;2300005964000;230000596400;01;2;00;01;03;;;;;;;;De 65 à 74 ans
230000596400002;2300005964000;230000596400;02;1;01;00;03;;;;;;;;De 50 à 64 ans
230000596400003;2300005964000;230000596400;03;2;02;02;00;;;;;;;;De 35 à 49 ans
230000605400001;2300006054000;230000605400;01;2;00;01;03;03;03;03;;;;;De 35 à 49 ans
230000605400002;2300006054000;230000605400;02;1;01;00;03;03;03;03;;;;;De 35 à 49 ans
230000605400003;2300006054000;230000605400;03;2;02;02;00;10;10;10;;;;;Moins de 18 ans
230000605400004;2300006054000;230000605400;04;2;02;02;10;00;10;10;;;;;Moins de 18 ans
230000605400005;2300006054000;230000605400;05;1;02;02;10;10;00;10;;;;;Moins de 18 ans
230000605400006;2300006054000;230000605400;06;1;02;02;10;10;10;00;;;;;Moins de 18 ans
230000622400001;2300006224000;230000622400;01;2;00;03;03;03;03;;;;;;De 35 à 49 ans
230000622400002;2300006224000;230000622400;02;1;02;00;10;10;10;;;;;;De 18 à 25 ans
230000622400003;2300006224000;230000622400;03;1;02;10;00;10;10;;;;;;Moins de 18 ans
230000622400004;2300006224000;230000622400;04;1;02;10;10;00;10;;;;;;Moins de 18 ans
230000622400005;2300006224000;230000622400;05;1;02;10;10;10;00;;;;;;Moins de 18 ans
230000625400001;2300006254000;230000625400;01;2;00;01;;;;;;;;;75 ans et plus
230000625400002;2300006254000;230000625400;02;1;01;00;;;;;;;;;75 ans et plus
240000011200001;2400000112000;240000011200;01;2;00;01;03;;;;;;;;De 35 à 49 ans
240000011200002;2400000112000;240000011200;02;1;01;00;03;;;;;;;;De 35 à 49 ans
240000011200003;2400000112000;240000011200;03;2;02;02;00;;;;;;;;Moins de 18 ans
240000011400001;2400000114000;240000011400;01;2;00;01;;;;;;;;;De 65 à 74 ans
240000011400002;2400000114000;240000011400;02;1;01;00;;;;;;;;;De 65 à 74 ans
240000011500001;2400000115000;240000011500;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
240000011500002;2400000115000;240000011500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
240000011500003;2400000115000;240000011500;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
240000011500004;2400000115000;240000011500;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
240000011500005;2400000115000;240000011500;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
240000011800001;2400000118000;240000011800;01;2;00;;;;;;;;;;De 35 à 49 ans
240000012100001;2400000121000;240000012100;01;2;00;;;;;;;;;;De 65 à 74 ans
240000012200001;2400000122000;240000012200;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
240000012200002;2400000122000;240000012200;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
240000012200003;2400000122000;240000012200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
240000012200004;2400000122000;240000012200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
240000012600001;2400000126000;240000012600;01;1;00;;;;;;;;;;De 35 à 49 ans
240000013500001;2400000135000;240000013500;01;1;00;01;32;32;;;;;;;De 35 à 49 ans
240000013500002;2400000135000;240000013500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
240000013500003;2400000135000;240000013500;03;2;31;02;00;10;;;;;;;De 18 à 25 ans
240000013500004;2400000135000;240000013500;04;2;31;02;10;00;;;;;;;Moins de 18 ans
240000013800001;2400000138000;240000013800;01;2;00;90;03;;;;;;;;De 50 à 64 ans
240000013800002;2400000138000;240000013800;02;1;90;00;90;;;;;;;;De 35 à 49 ans
240000013800003;2400000138000;240000013800;03;2;02;90;00;;;;;;;;Moins de 18 ans
240000014800001;2400000148000;240000014800;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
240000014800002;2400000148000;240000014800;02;2;01;00;03;03;03;;;;;;De 25 à 34 ans
240000014800003;2400000148000;240000014800;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
240000014800004;2400000148000;240000014800;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
240000014800005;2400000148000;240000014800;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
240000015300001;2400000153000;240000015300;01;1;00;01;;;;;;;;;De 35 à 49 ans
240000015300002;2400000153000;240000015300;02;2;01;00;;;;;;;;;De 35 à 49 ans
240000015600001;2400000156000;240000015600;01;2;00;03;03;;;;;;;;De 35 à 49 ans
240000015600002;2400000156000;240000015600;02;1;02;00;03;;;;;;;;Moins de 18 ans
240000015600003;2400000156000;240000015600;03;2;02;02;00;;;;;;;;Moins de 18 ans
240000015800001;2400000158000;240000015800;01;1;00;;;;;;;;;;De 50 à 64 ans
240000016100001;2400000161000;240000016100;01;2;00;;;;;;;;;;75 ans et plus
240000016300001;2400000163000;240000016300;01;2;00;;;;;;;;;;De 65 à 74 ans
240000021300001;2400000213000;240000021300;01;1;00;;;;;;;;;;De 25 à 34 ans
240000021400001;2400000214000;240000021400;01;1;00;01;;;;;;;;;De 65 à 74 ans
240000021400002;2400000214000;240000021400;02;2;01;00;;;;;;;;;De 65 à 74 ans
240000021600001;2400000216000;240000021600;01;1;00;;;;;;;;;;De 35 à 49 ans
240000021800001;2400000218000;240000021800;01;2;00;01;;;;;;;;;De 25 à 34 ans
240000021800002;2400000218000;240000021800;02;1;01;00;;;;;;;;;De 35 à 49 ans
240000022100001;2400000221000;240000022100;01;2;00;;;;;;;;;;De 65 à 74 ans
240000022400001;2400000224000;240000022400;01;2;00;;;;;;;;;;De 50 à 64 ans
240000022500001;2400000225000;240000022500;01;2;00;01;;;;;;;;;75 ans et plus
240000022500002;2400000225000;240000022500;02;1;01;00;;;;;;;;;75 ans et plus
240000022800001;2400000228000;240000022800;01;2;00;03;03;03;;;;;;;De 25 à 34 ans
240000022800002;2400000228000;240000022800;02;1;02;00;10;10;;;;;;;Moins de 18 ans
240000022800003;2400000228000;240000022800;03;2;02;10;00;10;;;;;;;Moins de 18 ans
240000022800004;2400000228000;240000022800;04;2;02;10;10;00;;;;;;;Moins de 18 ans
240000023200001;2400000232000;240000023200;01;2;00;01;;;;;;;;;De 35 à 49 ans
240000023200002;2400000232000;240000023200;02;1;01;00;;;;;;;;;De 35 à 49 ans
240000023400001;2400000234000;240000023400;01;2;00;;;;;;;;;;75 ans et plus
240000023600001;2400000236000;240000023600;01;1;00;01;03;;;;;;;;De 25 à 34 ans
240000023600002;2400000236000;240000023600;02;2;01;00;03;;;;;;;;De 18 à 25 ans
240000023600003;2400000236000;240000023600;03;1;02;02;00;;;;;;;;Moins de 18 ans
240000023800001;2400000238000;240000023800;01;1;00;01;;;;;;;;;De 65 à 74 ans
240000023800002;2400000238000;240000023800;02;2;01;00;;;;;;;;;De 35 à 49 ans
240000024200001;2400000242000;240000024200;01;1;00;01;;;;;;;;;De 35 à 49 ans
240000024200002;2400000242000;240000024200;02;2;01;00;;;;;;;;;De 25 à 34 ans
240000024300001;2400000243000;240000024300;01;2;00;;;;;;;;;;75 ans et plus
240000024500001;2400000245000;240000024500;01;1;00;;;;;;;;;;De 65 à 74 ans
240000024600001;2400000246000;240000024600;01;1;00;01;03;;;;;;;;De 65 à 74 ans
240000024600002;2400000246000;240000024600;02;2;01;00;03;;;;;;;;De 50 à 64 ans
240000024600003;2400000246000;240000024600;03;2;02;02;00;;;;;;;;De 25 à 34 ans
240000024800001;2400000248000;240000024800;01;1;00;01;03;03;03;03;03;;;;De 35 à 49 ans
240000024800002;2400000248000;240000024800;02;2;01;00;03;03;03;03;03;;;;De 35 à 49 ans
240000024800003;2400000248000;240000024800;03;1;02;02;00;10;10;10;10;;;;Moins de 18 ans
240000024800004;2400000248000;240000024800;04;1;02;02;10;00;10;10;10;;;;Moins de 18 ans
240000024800005;2400000248000;240000024800;05;2;02;02;10;10;00;10;10;;;;Moins de 18 ans
240000024800006;2400000248000;240000024800;06;1;02;02;10;10;10;00;10;;;;Moins de 18 ans
240000024800007;2400000248000;240000024800;07;2;02;02;10;10;10;10;00;;;;Moins de 18 ans
240000025100001;2400000251000;240000025100;01;1;00;01;;;;;;;;;75 ans et plus
240000025100002;2400000251000;240000025100;02;2;01;00;;;;;;;;;75 ans et plus
240000025400001;2400000254000;240000025400;01;1;00;;;;;;;;;;75 ans et plus
240000025600001;2400000256000;240000025600;01;1;00;01;;;;;;;;;De 50 à 64 ans
240000025600002;2400000256000;240000025600;02;2;01;00;;;;;;;;;De 50 à 64 ans
240000026200001;2400000262000;240000026200;01;1;00;03;;;;;;;;;De 35 à 49 ans
240000026200002;2400000262000;240000026200;02;1;02;00;;;;;;;;;Moins de 18 ans
240000026300001;2400000263000;240000026300;01;1;00;01;03;03;03;03;03;;;;De 50 à 64 ans
240000026300002;2400000263000;240000026300;02;2;01;00;03;03;03;03;03;;;;De 35 à 49 ans
240000026300003;2400000263000;240000026300;03;2;02;02;00;10;10;10;10;;;;Moins de 18 ans
240000026300004;2400000263000;240000026300;04;1;02;02;10;00;10;10;10;;;;Moins de 18 ans
240000026300005;2400000263000;240000026300;05;2;02;02;10;10;00;10;10;;;;Moins de 18 ans
240000026300006;2400000263000;240000026300;06;1;02;02;10;10;10;00;10;;;;Moins de 18 ans
240000026300007;2400000263000;240000026300;07;1;02;02;10;10;10;10;00;;;;Moins de 18 ans
240000026600001;2400000266000;240000026600;01;2;00;;;;;;;;;;75 ans et plus
240000026800001;2400000268000;240000026800;01;1;00;01;03;03;03;;;;;;De 65 à 74 ans
240000026800002;2400000268000;240000026800;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
240000026800003;2400000268000;240000026800;03;1;02;02;00;10;10;;;;;;De 18 à 25 ans
240000026800004;2400000268000;240000026800;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
240000026800005;2400000268000;240000026800;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
240000031200001;2400000312000;240000031200;01;2;00;;;;;;;;;;75 ans et plus
240000031300001;2400000313000;240000031300;01;2;00;;;;;;;;;;75 ans et plus
240000031400001;2400000314000;240000031400;01;2;00;;;;;;;;;;De 65 à 74 ans
240000031600001;2400000316000;240000031600;01;2;00;03;;;;;;;;;De 35 à 49 ans
240000031600002;2400000316000;240000031600;02;1;02;00;;;;;;;;;Moins de 18 ans
240000031800001;2400000318000;240000031800;01;2;00;03;03;;;;;;;;De 18 à 25 ans
240000031800002;2400000318000;240000031800;02;1;02;00;10;;;;;;;;Moins de 18 ans
240000031800003;2400000318000;240000031800;03;2;02;10;00;;;;;;;;Moins de 18 ans
240000032100001;2400000321000;240000032100;01;2;00;;;;;;;;;;De 25 à 34 ans
240000032200001;2400000322000;240000032200;01;2;00;03;;;;;;;;;De 50 à 64 ans
240000032200002;2400000322000;240000032200;02;1;02;00;;;;;;;;;De 18 à 25 ans
240000032300001;2400000323000;240000032300;01;1;00;;;;;;;;;;De 50 à 64 ans
240000033100001;2400000331000;240000033100;01;1;00;;;;;;;;;;De 35 à 49 ans
240000033200001;2400000332000;240000033200;01;1;00;03;;;;;;;;;De 35 à 49 ans
240000033200002;2400000332000;240000033200;02;1;02;00;;;;;;;;;Moins de 18 ans
240000033300001;2400000333000;240000033300;01;1;00;;;;;;;;;;De 50 à 64 ans
240000033400001;2400000334000;240000033400;01;2;00;;;;;;;;;;De 25 à 34 ans
240000033500001;2400000335000;240000033500;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
