IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_velo;KVELOCAT;KVELOLDD;KVELOBTP;KVELOFREQ;KVELOQUI;KVELOUTIL_FLAG;KVELOUTIL_A;KVELOUTIL_B;KVELOUTIL_C;KVELOUTIL_D;KVPARKVELO;KVKM1SEM
410000163400024;4100001634000;24;3196.6316386;1;2;2;3;4;1;0;1;0;0;4;0
410000163500021;4100001635000;21;942.90771952;1;2;2;6;1;1;0;1;0;0;4;
410000163500022;4100001635000;22;942.90771952;4;2;2;6;2;1;0;1;0;0;4;
410000164200021;4100001642000;21;1280.4337059;2;2;2;6;1;1;1;1;0;0;4;
410000164200022;4100001642000;22;1280.4337059;2;2;2;6;2;1;1;1;0;0;4;
410000164200023;4100001642000;23;1280.4337059;2;2;2;2;3;1;1;1;0;0;4;10
410000164400021;4100001644000;21;1041.9221487;2;2;1;1;1;1;0;1;1;1;1;20
410000164500121;4100001645001;21;1253.2805698;4;2;2;6;1;1;0;0;0;1;3;
410000166200021;4100001662000;21;1681.0038803;1;2;2;5;1;1;0;1;0;0;4;
410000166200022;4100001662000;22;1681.0038803;1;2;2;5;2;1;0;1;0;0;4;
410000166500021;4100001665000;21;1422.6232989;1;2;2;5;1;1;0;1;0;0;5;
410000166500022;4100001665000;22;1422.6232989;6;2;2;1;1;1;1;0;0;0;5;100
410000166500023;4100001665000;23;1422.6232989;3;2;2;2;1;1;1;0;0;0;5;200
410000166500024;4100001665000;24;1422.6232989;3;2;2;2;1;1;1;0;0;0;5;20
410000166500025;4100001665000;25;1422.6232989;3;2;2;2;1;1;1;0;0;0;5;0
410000171200021;4100001712000;21;1666.5769234;2;2;2;3;1;1;1;1;0;1;3;0
410000171200022;4100001712000;22;1666.5769234;4;2;2;4;2;1;0;1;0;1;3;2
410000171400021;4100001714000;21;2169.3880784;1;2;2;6;2;1;1;0;0;0;1;
410000171400023;4100001714000;23;2169.3880784;2;2;2;6;1;1;1;0;0;0;1;
410000171400022;4100001714000;22;2169.3880784;1;2;2;4;3;1;1;1;0;0;1;0
410000173200021;4100001732000;21;1368.8668709;1;2;2;2;1;1;0;1;0;0;4;0
410000173200022;4100001732000;22;1368.8668709;1;2;2;2;2;1;0;1;0;1;4;0
410000173400021;4100001734000;21;1763.7624414;1;2;2;6;1;1;0;1;0;0;1;
410000173400022;4100001734000;22;1763.7624414;4;2;2;5;2;1;0;1;0;0;1;
410000174200021;4100001742000;21;1625.5683223;1;2;2;4;2;1;0;1;0;0;4;0
410000174200022;4100001742000;22;1625.5683223;1;2;2;4;3;1;0;1;0;0;4;0
410000175500021;4100001755000;21;2851.9850349;1;2;2;1;1;1;1;1;1;0;2;30
410000175500022;4100001755000;22;2851.9850349;1;2;2;3;1;1;1;1;0;0;2;30
410000176100021;4100001761000;21;2827.7861183;1;2;2;6;2;1;0;1;0;0;4;
410000176100022;4100001761000;22;2827.7861183;1;2;2;6;1;1;0;1;0;0;4;
410000176500021;4100001765000;21;1404.9962326;1;2;2;6;2;1;1;0;0;0;5;
410000181200022;4100001812000;22;898.49580499;1;2;2;6;21;1;1;0;0;0;4;
410000181200021;4100001812000;21;898.49580499;1;2;2;3;1;1;1;0;0;0;4;20
410000182100021;4100001821000;21;1821.6680437;1;2;2;6;1;1;0;1;0;0;4;
410000183500021;4100001835000;21;999.17869248;4;2;2;6;2;1;0;1;0;0;3;
410000184500021;4100001845000;21;868.15505533;6;2;2;2;1;1;1;1;0;1;4;84
410000184500022;4100001845000;22;868.15505533;6;2;2;3;2;1;1;1;0;0;4;9
410000192100022;4100001921000;22;2853.2378529;3;2;2;2;1;1;1;0;0;0;1;40
410000192100021;4100001921000;21;2853.2378529;1;2;2;2;1;1;0;1;0;0;1;15
410000192200021;4100001922000;21;1835.704726;1;2;2;1;1;1;0;1;0;1;4;35
410000192200022;4100001922000;22;1835.704726;4;2;2;4;2;1;0;1;0;0;4;0
410000192500021;4100001925000;21;1503.8079758;1;2;2;6;1;1;1;1;0;0;4;
410000195200021;4100001952000;21;1539.6891512;1;1;2;6;1;1;1;0;0;0;5;
410000195200022;4100001952000;22;1539.6891512;1;2;2;6;2;1;0;1;0;0;5;
410000195500021;4100001955000;21;1650.2841739;1;2;2;5;1;1;1;1;0;0;4;
410000201200021;4100002012000;21;1177.7018509;1;2;2;6;1;1;0;1;0;0;4;
410000201200022;4100002012000;22;1177.7018509;1;2;2;6;2;1;0;1;0;0;4;
410000201200023;4100002012000;23;1177.7018509;7;2;2;6;3;1;0;1;0;0;4;
410000203500021;4100002035000;21;652.37285105;1;2;2;3;1;1;0;1;0;1;4;20
410000204500022;4100002045000;22;715.98238005;1;2;2;3;1;1;1;0;0;0;1;0
410000204500021;4100002045000;21;715.98238005;2;2;2;4;2;1;1;1;1;0;1;0
410000205200021;4100002052000;21;2009.0871398;1;2;2;6;1;1;1;0;0;0;4;
410000205200022;4100002052000;22;2009.0871398;1;2;2;6;2;1;1;0;0;0;4;
410000205500021;4100002055000;21;2065.2689626;1;2;2;6;1;1;1;1;0;0;4;
410000205500022;4100002055000;22;2065.2689626;3;2;2;6;1;1;1;0;0;0;4;
410000211100021;4100002111000;21;2094.5429515;3;2;2;6;1;1;0;1;0;0;3;
410000211100022;4100002111000;22;2094.5429515;3;2;2;6;2;1;0;1;0;0;4;
410000211500021;4100002115000;21;876.88529775;1;2;2;3;2;1;0;0;1;0;4;40
410000212200021;4100002122000;21;939.07212688;2;2;2;5;1;1;0;0;0;1;4;
410000212500021;4100002125000;21;1379.725822;1;2;2;3;1;1;1;0;0;0;4;50
410000213500021;4100002135000;21;1049.1982571;2;2;2;6;1;1;0;0;0;1;4;
410000214200021;4100002142000;21;977.2739838;1;2;2;3;1;1;0;1;0;0;4;0
410000214200022;4100002142000;22;977.2739838;1;2;2;3;2;1;0;1;0;0;4;0
410000214500021;4100002145000;21;1911.867329;1;2;2;4;1;1;1;0;0;0;1;0
410000215400021;4100002154000;21;2722.0554033;1;2;2;6;1;1;1;0;0;0;4;
410000221200021;4100002212000;21;2000.5541028;2;2;2;6;2;1;0;1;0;0;1;
410000221200023;4100002212000;23;2000.5541028;2;2;2;6;1;1;0;1;0;0;1;
410000221200022;4100002212000;22;2000.5541028;2;2;2;3;1;1;0;1;0;0;1;20
410000221500022;4100002215000;22;2139.2795331;3;2;2;3;2;1;1;0;0;0;3;100
410000221500021;4100002215000;21;2139.2795331;1;2;2;3;2;1;1;0;0;0;3;50
410000224400021;4100002244000;21;3164.1476256;3;2;2;2;2;1;1;0;0;0;5;60
410000224500024;4100002245000;24;2764.7202059;1;2;2;5;4;1;0;1;0;0;4;
410000224500021;4100002245000;21;2764.7202059;1;2;2;4;1;1;0;1;0;0;4;30
410000224500022;4100002245000;22;2764.7202059;1;2;2;4;2;1;0;1;0;0;4;0
410000224500023;4100002245000;23;2764.7202059;1;2;2;4;4;1;0;1;0;0;4;0
410000225200022;4100002252000;22;1320.9624716;1;2;2;6;1;1;0;1;0;0;4;
410000225200021;4100002252000;21;1320.9624716;1;2;2;4;3;1;0;1;0;0;4;0
410000232500021;4100002325000;21;1140.0556814;5;2;2;6;1;1;0;1;0;1;5;
410000235400021;4100002354000;21;1784.229198;1;2;2;5;1;1;0;1;0;0;4;
410000236200021;4100002362000;21;1272.6510632;1;2;2;5;2;1;0;1;0;0;1;
410000236500021;4100002365000;21;2702.6123314;1;2;2;6;1;1;0;1;0;0;1;
410000236500022;4100002365000;22;2702.6123314;1;2;2;6;2;1;0;1;0;0;1;
410000241200021;4100002412000;21;1559.5290015;1;2;2;6;1;1;0;1;0;0;4;
410000241200022;4100002412000;22;1559.5290015;1;2;2;6;2;1;0;1;0;0;4;
410000241200023;4100002412000;23;1559.5290015;1;2;2;6;3;1;0;1;0;0;4;
410000241200024;4100002412000;24;1559.5290015;1;2;2;5;4;1;0;1;0;0;4;
410000241500021;4100002415000;21;1466.9828228;1;2;2;6;1;1;0;1;0;0;1;
410000241500022;4100002415000;22;1466.9828228;1;2;2;6;2;1;0;1;0;0;1;
410000243200021;4100002432000;21;1223.1302683;1;2;2;4;1;1;0;1;0;0;4;0
410000243200022;4100002432000;22;1223.1302683;1;2;2;4;2;1;0;1;0;0;4;0
410000243400022;4100002434000;22;1683.7536977;1;2;2;6;1;1;0;1;0;0;4;
410000243400021;4100002434000;21;1683.7536977;1;2;2;2;2;1;0;0;1;0;4;0
410000243400023;4100002434000;23;1683.7536977;1;2;2;4;4;1;0;1;0;0;4;0
410000243500021;4100002435000;21;1312.8693217;4;2;2;4;3;1;0;1;0;0;4;0
410000244400021;4100002444000;21;2897.6291015;1;2;2;6;1;1;0;1;0;0;4;
410000244500021;4100002445000;21;1880.363828;1;2;2;5;1;1;0;1;0;0;1;
410000244500022;4100002445000;22;1880.363828;1;2;2;5;2;1;0;1;0;0;1;
410000251200021;4100002512000;21;1067.1851836;1;2;2;5;1;1;1;0;0;0;4;
410000251200022;4100002512000;22;1067.1851836;1;2;2;5;4;1;1;0;0;0;4;
410000252400021;4100002524000;21;1313.0649534;3;2;2;3;2;1;1;0;0;0;1;0
410000252500021;4100002525000;21;2766.1486253;1;2;2;3;1;1;0;1;0;0;4;40
410000253500022;4100002535000;22;3352.7597902;6;2;2;2;2;1;0;1;0;0;4;0
410000253500021;4100002535000;21;3352.7597902;6;2;2;2;1;1;0;1;0;0;5;0
410000255200022;4100002552000;22;1903.4531189;1;2;2;6;1;1;0;1;0;0;4;
410000255200021;4100002552000;21;1903.4531189;1;2;2;1;3;1;0;0;1;0;4;40
410000256400021;4100002564000;21;1545.7120524;1;2;2;6;1;1;0;1;0;0;4;
410000261400021;4100002614000;21;1846.8384868;1;2;2;6;2;1;1;1;0;0;5;
410000261500021;4100002615000;21;1868.1351894;1;2;2;6;1;1;0;1;0;0;4;
410000263500021;4100002635000;21;1929.844209;1;2;2;3;1;1;0;1;0;0;1;5
410000263500022;4100002635000;22;1929.844209;1;2;1;3;2;1;0;1;0;0;1;0
410000265500021;4100002655000;21;1438.777046;1;2;2;6;2;1;0;1;0;0;4;
410000265500022;4100002655000;22;1438.777046;1;2;2;6;1;1;0;1;0;0;4;
410000265500023;4100002655000;23;1438.777046;1;2;2;6;3;1;1;0;0;0;4;
410000271200023;4100002712000;23;1502.7660934;1;2;2;6;3;1;1;1;0;0;4;
410000271200021;4100002712000;21;1502.7660934;1;2;2;3;1;1;1;1;0;0;4;10
410000271200022;4100002712000;22;1502.7660934;1;2;2;3;2;1;1;1;0;0;4;10
410000271200024;4100002712000;24;1502.7660934;1;2;2;3;4;1;1;1;1;0;4;0
410000274400021;4100002744000;21;1569.0934869;4;2;2;6;1;1;0;1;0;1;4;
410000274400022;4100002744000;22;1569.0934869;4;2;2;6;2;1;0;1;0;1;4;
410000276400021;4100002764000;21;3965.669673;1;2;2;6;1;1;1;0;0;0;5;
410000285500021;4100002855000;21;1456.6452909;1;2;2;5;1;1;1;1;0;0;4;
410000285500022;4100002855000;22;1456.6452909;1;2;2;5;2;1;1;1;0;0;4;
410000285500023;4100002855000;23;1456.6452909;3;2;2;5;2;1;1;1;1;0;4;
410000285500024;4100002855000;24;1456.6452909;1;2;2;5;3;1;1;1;0;0;4;
410000285500025;4100002855000;25;1456.6452909;1;2;2;2;4;1;1;1;0;0;4;30
410000293200021;4100002932000;21;1913.5886774;4;2;2;2;2;1;0;0;0;1;3;20
410000293400022;4100002934000;22;2724.5426621;1;2;2;5;1;1;1;0;0;0;1;
410000293400024;4100002934000;24;2724.5426621;3;2;2;6;1;1;1;0;0;0;1;
410000293400025;4100002934000;25;2724.5426621;5;2;2;6;1;1;0;0;1;0;1;
410000293400021;4100002934000;21;2724.5426621;9;2;1;1;1;1;0;1;1;1;1;80
410000293400023;4100002934000;23;2724.5426621;2;2;2;4;2;1;0;1;1;0;1;6
410000294200021;4100002942000;21;2576.5692407;1;2;2;6;1;1;0;1;0;0;4;
410000302200021;4100003022000;21;1151.0939448;1;2;2;6;1;1;0;1;0;0;3;
410000302200022;4100003022000;22;1151.0939448;1;2;2;6;2;1;0;1;0;0;3;
410000303200021;4100003032000;21;1546.6676003;1;2;1;5;1;1;1;0;0;0;4;
410000303200022;4100003032000;22;1546.6676003;1;2;1;5;2;1;0;1;0;0;4;
410000304400021;4100003044000;21;2667.8584978;1;2;2;3;1;1;1;1;0;0;5;0
410000305500021;4100003055000;21;2117.1817939;1;2;2;6;1;1;1;1;0;0;4;
410000305500022;4100003055000;22;2117.1817939;1;2;2;6;2;1;1;1;1;0;5;
410000312400021;4100003124000;21;2276.031462;1;2;2;6;1;1;0;1;0;0;4;
410000315400021;4100003154000;21;2934.1838148;2;2;2;6;1;1;0;1;0;0;4;
410000316400021;4100003164000;21;3168.3308841;2;2;2;2;1;1;1;1;1;1;4;0
410000316400022;4100003164000;22;3168.3308841;1;2;2;3;1;1;1;0;0;0;5;0
410000316500022;4100003165000;22;1712.4262263;1;2;2;3;2;1;0;1;0;0;1;0
410000316500021;4100003165000;21;1712.4262263;1;2;1;3;1;1;0;1;0;0;1;25
410000322200021;4100003222000;21;1421.0701247;1;2;2;3;2;1;1;0;0;0;1;0
410000322200022;4100003222000;22;1421.0701247;1;2;2;3;4;1;1;0;0;0;1;30
410000324400021;4100003244000;21;2408.6621211;2;2;2;6;1;1;0;1;0;0;4;
410000324400023;4100003244000;23;2408.6621211;3;2;2;3;2;1;1;0;0;0;4;0
410000324400022;4100003244000;22;2408.6621211;1;2;2;3;2;1;1;0;0;0;4;30
410000325500021;4100003255000;21;733.67480717;2;2;1;5;1;1;0;1;0;0;1;
410000325500022;4100003255000;22;733.67480717;2;2;1;5;2;1;0;1;0;0;1;
410000326400022;4100003264000;22;1613.2768425;6;2;2;1;2;1;0;1;0;0;4;118
410000326400021;4100003264000;21;1613.2768425;6;2;2;2;1;1;0;1;0;0;4;86
410000335400021;4100003354000;21;2360.5787715;1;2;2;6;1;1;0;1;0;0;4;
410000341400021;4100003414000;21;3227.771703;1;2;2;2;1;1;1;1;0;0;1;15
410000342400021;4100003424000;21;2669.9574015;4;2;2;6;1;1;0;1;0;0;4;
410000342400022;4100003424000;22;2669.9574015;4;2;2;6;2;1;0;1;0;0;4;
410000345400021;4100003454000;21;2817.3213976;2;2;2;2;2;1;0;0;1;0;5;0
410000352400021;4100003524000;21;2877.4443199;7;2;2;5;2;1;1;0;0;0;4;
410000352400022;4100003524000;22;2877.4443199;7;2;2;5;3;1;1;0;0;0;4;
410000355400021;4100003554000;21;2167.5081021;2;2;2;2;5;1;0;1;0;0;4;0
410000361400021;4100003614000;21;2863.3981573;3;2;2;1;1;1;1;0;0;0;1;70
410000362400021;4100003624000;21;4529.5789087;4;2;2;5;1;1;0;1;0;0;4;
410000364400022;4100003644000;22;2102.4792456;2;2;2;5;2;1;0;1;0;0;4;
410000364400021;4100003644000;21;2102.4792456;1;2;2;2;1;1;0;1;0;0;4;15
420000012200022;4200000122000;22;1683.5628936;1;2;2;6;2;1;1;0;0;0;4;
420000012200021;4200000122000;21;1683.5628936;1;2;1;3;1;1;1;0;0;0;4;10
420000013100021;4200000131000;21;1729.1959606;4;2;2;6;1;1;0;1;0;0;3;
420000013200021;4200000132000;21;1259.0308546;1;2;2;3;2;1;0;1;0;0;4;6
420000014800021;4200000148000;21;1839.008332;4;2;2;2;1;1;0;0;0;1;3;5
420000016400021;4200000164000;21;4075.5255419;2;2;2;6;1;1;0;1;0;0;3;
420000016500021;4200000165000;21;1315.8596054;4;2;2;6;3;1;0;1;0;0;4;
420000016500023;4200000165000;23;1315.8596054;6;2;2;6;2;1;0;0;1;0;4;
420000016500022;4200000165000;22;1315.8596054;3;2;2;2;1;1;1;0;0;0;4;0
420000016800021;4200000168000;21;1891.3161866;4;2;2;3;1;1;0;1;0;1;7;100
420000021200021;4200000212000;21;898.00732894;1;2;2;6;1;1;1;0;0;0;4;
420000021200022;4200000212000;22;898.00732894;1;2;2;6;2;1;1;1;0;0;4;
420000021200024;4200000212000;24;898.00732894;1;2;2;2;4;1;1;1;0;0;4;2
420000021200023;4200000212000;23;898.00732894;1;2;2;2;3;1;1;1;0;0;4;5
420000021400021;4200000214000;21;4260.7126798;4;2;2;6;3;1;0;1;0;0;5;
420000021500121;4200000215001;21;924.26152139;1;2;2;2;2;1;1;0;0;0;4;30
420000021500221;4200000215002;21;1571.2418496;1;2;2;6;3;1;1;1;0;0;4;
420000021500222;4200000215002;22;1571.2418496;3;2;2;6;3;1;1;0;0;0;4;
420000021800022;4200000218000;22;1233.2605188;4;2;2;3;3;1;0;1;0;0;5;8
420000021800021;4200000218000;21;1233.2605188;1;2;2;4;2;1;0;1;0;0;5;0
420000022500021;4200000225000;21;1874.4801529;2;2;2;1;1;1;1;0;1;0;5;40
420000022500022;4200000225000;22;1874.4801529;1;2;1;4;1;1;0;1;0;0;5;0
420000022800021;4200000228000;21;1461.1278002;1;2;2;6;3;1;1;0;0;0;4;
420000022800022;4200000228000;22;1461.1278002;2;2;2;3;5;1;0;1;0;0;4;0
420000023100021;4200000231000;21;1758.8168556;2;2;2;4;1;1;1;0;0;0;4;0
420000023500021;4200000235000;21;2032.2055987;1;2;2;6;1;1;0;1;0;0;3;
420000024200022;4200000242000;22;1068.2945017;1;2;2;6;21;1;0;1;0;0;1;
420000024200023;4200000242000;23;1068.2945017;1;2;2;3;21;1;0;1;0;0;1;10
420000024200021;4200000242000;21;1068.2945017;1;2;2;4;1;1;0;1;0;0;1;10
420000025100021;4200000251000;21;1019.2350487;1;2;2;5;1;1;0;1;0;0;1;
420000025100022;4200000251000;22;1019.2350487;1;1;2;6;2;1;0;1;0;0;1;
420000025200021;4200000252000;21;963.14016448;1;2;2;5;1;1;1;1;0;0;1;
420000025200023;4200000252000;23;963.14016448;1;2;2;5;3;1;1;1;0;0;1;
420000025200024;4200000252000;24;963.14016448;1;2;2;5;4;1;1;1;0;0;1;
420000025200025;4200000252000;25;963.14016448;1;2;2;5;5;1;1;1;0;0;1;
420000025200022;4200000252000;22;963.14016448;1;2;2;4;2;1;1;1;0;0;1;0
420000025500021;4200000255000;21;1196.7576724;1;2;2;6;1;1;0;1;0;0;1;
420000025500022;4200000255000;22;1196.7576724;1;2;2;4;2;1;1;0;0;0;1;0
420000026200021;4200000262000;21;2037.7552554;1;2;1;4;1;1;0;1;0;0;1;0
420000031400021;4200000314000;21;3674.1522091;2;2;2;6;1;1;0;1;0;0;4;
420000032500022;4200000325000;22;2705.2537257;1;2;2;5;1;1;0;1;0;0;4;
420000032500021;4200000325000;21;2705.2537257;4;2;2;4;1;1;0;1;1;1;4;8
420000033300021;4200000333000;21;2763.0399645;4;2;2;4;2;1;0;0;1;0;5;0
420000033400021;4200000334000;21;3161.6969781;4;2;2;3;1;1;0;1;0;1;4;15
420000034400021;4200000344000;21;4422.5580024;1;2;2;5;1;1;0;1;0;0;4;
420000034500021;4200000345000;21;2005.3533845;1;2;2;5;1;1;0;1;0;1;4;
420000034500022;4200000345000;22;2005.3533845;1;2;2;5;2;1;0;1;0;1;4;
420000035200022;4200000352000;22;1927.9596906;4;2;1;2;2;1;0;1;0;1;1;5
420000035200021;4200000352000;21;1927.9596906;4;2;2;3;1;1;0;1;0;1;1;0
420000036100021;4200000361000;21;4327.2447393;2;2;2;6;2;1;0;1;0;0;1;
420000036100022;4200000361000;22;4327.2447393;1;2;2;6;1;1;0;1;0;0;1;
420000036100023;4200000361000;23;4327.2447393;1;2;2;6;3;1;0;1;0;0;3;
420000036200021;4200000362000;21;1064.4822214;1;2;2;5;1;1;0;1;0;0;4;
420000036200022;4200000362000;22;1064.4822214;1;2;2;5;2;1;0;1;0;0;4;
420000036200023;4200000362000;23;1064.4822214;1;2;2;5;3;1;0;1;0;0;4;
420000036400021;4200000364000;21;2548.3568445;1;2;2;2;2;1;1;0;0;0;1;0
420000036500021;4200000365000;21;831.47211922;2;2;2;3;2;1;0;1;0;0;1;15
420000036800022;4200000368000;22;1732.0503866;2;2;2;6;2;1;0;1;0;0;4;
420000036800021;4200000368000;21;1732.0503866;4;2;1;3;1;1;0;1;0;1;5;4
420000041400021;4200000414000;21;3882.2343272;2;2;2;6;1;1;1;0;1;1;2;
420000041400022;4200000414000;22;3882.2343272;2;2;2;6;1;1;1;0;1;1;2;
420000041500022;4200000415000;22;1381.1271457;1;2;2;1;4;1;1;1;1;1;1;30
420000041500021;4200000415000;21;1381.1271457;1;2;2;3;2;1;1;1;1;0;1;10
420000042100022;4200000421000;22;1745.0988929;1;2;2;6;1;1;1;1;0;0;4;
420000042100021;4200000421000;21;1745.0988929;1;2;2;1;3;1;1;0;1;0;4;50
420000042100023;4200000421000;23;1745.0988929;1;2;1;3;2;1;1;1;0;0;4;0
420000042200021;4200000422000;21;984.60582527;1;2;2;6;1;1;0;1;0;0;4;
420000042400021;4200000424000;21;3893.5729157;1;2;2;1;1;1;1;1;1;0;3;10
420000042400022;4200000424000;22;3893.5729157;1;2;2;4;2;1;0;1;0;0;3;0
420000043100021;4200000431000;21;2473.1406265;4;2;2;3;1;1;0;0;0;1;4;20
420000043200021;4200000432000;21;910.50586353;4;2;2;3;1;1;0;0;0;1;3;5
420000044100022;4200000441000;22;1434.0536131;1;2;2;2;2;1;1;1;0;0;4;90
420000044100021;4200000441000;21;1434.0536131;1;2;2;3;1;1;0;1;1;0;4;30
420000044500021;4200000445000;21;1861.3011531;1;2;2;2;1;1;1;1;1;1;1;6
420000044500022;4200000445000;22;1861.3011531;2;2;2;2;1;1;1;0;0;0;1;10
420000045200024;4200000452000;24;2244.8203317;1;2;2;3;4;1;1;1;0;0;4;4
420000045200025;4200000452000;25;2244.8203317;2;2;2;3;5;1;1;1;0;0;4;0
420000045200021;4200000452000;21;2244.8203317;1;2;2;4;1;1;1;0;0;0;4;0
420000045200023;4200000452000;23;2244.8203317;1;2;2;4;3;1;1;1;0;0;4;0
420000045200022;4200000452000;22;2244.8203317;1;1;2;4;2;1;1;1;0;0;4;0
420000045400021;4200000454000;21;1543.5045774;6;2;2;1;1;1;0;0;0;1;3;150
420000045500021;4200000455000;21;1751.1489761;1;2;2;6;1;1;0;1;0;0;1;
420000046100021;4200000461000;21;2160.2576747;1;1;2;6;2;1;0;1;0;0;4;
420000046100022;4200000461000;22;2160.2576747;2;2;2;6;1;1;0;1;0;0;4;
420000046300021;4200000463000;21;3532.953296;4;2;2;1;1;1;1;1;1;1;5;4
420000046400021;4200000464000;21;2604.9357839;4;2;2;2;1;1;0;1;0;1;1;3
420000051200021;4200000512000;21;2004.2090997;4;2;2;3;1;1;0;1;0;1;4;2
420000052200021;4200000522000;21;1281.6843047;1;2;2;2;1;1;0;1;0;1;4;6
420000052300021;4200000523000;21;2045.187003;4;2;2;4;1;1;0;0;0;1;5;0
420000053100021;4200000531000;21;1862.3447809;1;2;2;4;1;1;1;0;0;0;1;0
420000053200023;4200000532000;23;2079.1530884;3;2;2;3;1;1;1;0;0;0;4;50
420000053200022;4200000532000;22;2079.1530884;2;2;2;4;2;1;0;0;0;1;4;0
420000053200021;4200000532000;21;2079.1530884;1;2;2;4;1;1;0;1;0;0;4;0
420000054400022;4200000544000;22;2187.1581899;1;2;2;6;1;1;0;1;0;0;3;
420000054400021;4200000544000;21;2187.1581899;4;2;2;1;2;1;0;0;0;1;3;10
420000055200021;4200000552000;21;2351.6358317;2;2;2;6;1;1;0;1;0;0;1;
420000055200022;4200000552000;22;2351.6358317;2;2;2;6;2;1;0;1;0;0;1;
420000055200023;4200000552000;23;2351.6358317;2;2;2;1;2;1;0;0;1;0;1;5
420000055500021;4200000555000;21;1275.419722;4;2;2;6;1;1;0;1;0;0;7;
420000055500022;4200000555000;22;1275.419722;4;2;2;6;2;1;0;1;0;0;7;
420000056100021;4200000561000;21;1783.8395826;2;2;2;6;1;1;0;1;0;0;3;
420000056200022;4200000562000;22;1268.3830972;1;2;2;2;2;1;0;1;0;0;4;30
420000056200021;4200000562000;21;1268.3830972;1;2;2;2;1;1;0;1;0;0;4;20
420000056200023;4200000562000;23;1268.3830972;3;2;2;4;2;1;1;1;0;0;4;0
420000061200021;4200000612000;21;1679.8845568;1;2;2;6;2;1;0;1;0;0;1;
420000061200022;4200000612000;22;1679.8845568;2;2;1;4;1;1;0;1;0;0;1;10
420000061400023;4200000614000;23;2620.5557046;1;2;2;6;3;1;0;1;0;0;5;
420000061400025;4200000614000;25;2620.5557046;1;2;2;6;5;1;0;1;0;0;5;
420000061400024;4200000614000;24;2620.5557046;1;2;2;4;4;1;0;1;1;0;5;5
420000061400021;4200000614000;21;2620.5557046;1;2;2;4;1;1;1;0;0;0;4;0
420000061400022;4200000614000;22;2620.5557046;1;2;2;4;2;1;0;1;1;0;5;0
420000061800021;4200000618000;21;2478.4232853;4;2;2;1;1;1;0;0;1;0;4;20
420000062200021;4200000622000;21;1249.7167278;2;2;2;1;1;1;1;0;0;1;4;75
420000062200023;4200000622000;23;1249.7167278;2;2;2;2;2;1;0;1;0;0;4;120
420000062200022;4200000622000;22;1249.7167278;4;2;2;2;2;1;0;0;0;1;4;50
420000064400021;4200000644000;21;3550.7074664;2;2;2;2;1;1;0;0;1;1;3;10
420000065200021;4200000652000;21;1557.873438;1;2;2;6;1;1;0;1;0;0;4;
420000065200022;4200000652000;22;1557.873438;1;2;2;2;2;1;1;0;0;0;4;110
420000065200023;4200000652000;23;1557.873438;3;2;2;4;2;1;1;0;0;0;4;0
420000065300021;4200000653000;21;1787.2514494;1;2;2;6;2;1;0;0;1;1;4;
420000065500021;4200000655000;21;2024.8523171;1;2;1;2;1;1;0;0;1;1;1;0
420000066300021;4200000663000;21;4748.8204912;2;1;2;4;1;1;0;0;1;1;2;0
420000071200022;4200000712000;22;1126.7915888;1;2;2;6;2;1;1;0;0;0;4;
420000071200021;4200000712000;21;1126.7915888;1;2;2;4;1;1;1;0;0;0;4;20
420000071500021;4200000715000;21;2181.8813758;4;2;2;1;1;1;0;0;1;0;3;50
420000072200021;4200000722000;21;2294.0943455;4;2;1;2;1;1;0;0;0;1;4;15
420000072200022;4200000722000;22;2294.0943455;3;2;2;2;2;1;1;0;0;0;4;30
420000072400022;4200000724000;22;2792.6008336;2;2;2;2;1;1;0;0;1;0;5;8
420000072400021;4200000724000;21;2792.6008336;1;2;2;3;2;1;1;1;1;1;5;2
420000073100022;4200000731000;22;3342.1422155;1;2;2;6;21;1;1;0;0;0;3;
420000073100023;4200000731000;23;3342.1422155;1;2;2;6;21;1;1;0;0;0;3;
420000073100024;4200000731000;24;3342.1422155;1;2;2;6;21;1;1;0;0;0;3;
420000073100021;4200000731000;21;3342.1422155;2;2;2;1;1;1;1;0;0;0;3;90
420000074400021;4200000744000;21;2628.8602465;4;2;2;3;1;1;0;0;0;1;3;5
420000074500021;4200000745000;21;1313.0124535;4;2;2;4;1;1;0;0;0;1;5;0
420000075200021;4200000752000;21;1141.8845469;4;2;2;2;1;1;0;1;0;0;3;0
420000075200022;4200000752000;22;1141.8845469;6;2;2;4;2;1;0;1;0;0;3;0
420000075400021;4200000754000;21;2606.4106913;1;2;2;5;1;1;1;0;0;0;1;
420000076200021;4200000762000;21;2594.4926333;1;2;2;5;2;1;0;0;0;1;1;
420000076200022;4200000762000;22;2594.4926333;1;2;2;6;1;1;0;1;0;0;1;
420000076300021;4200000763000;21;3114.9945251;4;2;2;1;1;1;0;0;1;0;2;10
420000076500021;4200000765000;21;1317.6747517;4;2;2;6;1;1;1;1;0;0;4;
420000076500022;4200000765000;22;1317.6747517;2;2;2;6;2;1;1;1;0;0;4;
420000081200021;4200000812000;21;1235.5442949;1;2;1;4;1;1;0;1;1;0;4;0
420000081200022;4200000812000;22;1235.5442949;1;2;1;4;2;1;0;1;1;0;4;0
420000081200023;4200000812000;23;1235.5442949;4;2;2;4;1;1;0;0;0;1;4;0
