IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_velo;KVELOCAT;KVELOLDD;KVELOBTP;KVELOFREQ;KVELOQUI;KVELOUTIL_FLAG;KVELOUTIL_A;KVELOUTIL_B;KVELOUTIL_C;KVELOUTIL_D;KVPARKVELO;KVKM1SEM
230000034800022;2300000348000;22;1542.1284978;1;2;2;3;2;1;0;1;0;0;4;1
230000036400021;2300000364000;21;3534.61465;2;2;1;6;1;1;0;1;0;0;4;
230000036400022;2300000364000;22;3534.61465;1;2;1;6;2;1;0;1;0;0;4;
230000036500021;2300000365000;21;931.70134531;1;2;2;6;1;1;1;0;0;0;4;
230000036800021;2300000368000;21;741.44137796;2;2;2;5;2;1;0;1;0;0;4;
230000036800022;2300000368000;22;741.44137796;2;2;2;6;3;1;0;1;0;0;4;
230000036800023;2300000368000;23;741.44137796;2;2;2;6;4;1;0;1;0;0;4;
230000041200022;2300000412000;22;1454.1831947;1;2;2;2;2;1;0;0;1;0;3;28
230000041200021;2300000412000;21;1454.1831947;1;2;1;4;1;1;0;1;0;0;3;0
230000041500021;2300000415000;21;874.20275522;4;2;2;6;1;1;0;1;0;0;1;
230000041500023;2300000415000;23;874.20275522;2;2;2;5;2;1;0;1;0;0;1;
230000041500022;2300000415000;22;874.20275522;3;2;2;4;2;1;1;0;0;0;1;25
230000042200021;2300000422000;21;366.47630439;1;2;2;6;2;1;1;0;0;0;3;
230000042200022;2300000422000;22;366.47630439;2;2;2;6;1;1;0;1;0;0;3;
230000042200023;2300000422000;23;366.47630439;1;2;2;6;4;1;0;1;0;0;3;
230000042400021;2300000424000;21;2868.4827975;4;2;2;1;1;1;0;1;0;1;4;0
230000043200021;2300000432000;21;1352.7948678;2;2;2;2;1;1;0;1;0;0;4;18
230000043200022;2300000432000;22;1352.7948678;1;2;2;2;2;1;0;1;0;0;4;15
230000043200024;2300000432000;24;1352.7948678;1;2;2;3;4;1;0;1;0;0;4;15
230000043200023;2300000432000;23;1352.7948678;1;2;2;3;3;1;0;1;0;0;4;15
230000044200021;2300000442000;21;425.79813469;2;2;2;6;2;1;0;1;0;0;4;
230000044200022;2300000442000;22;425.79813469;2;2;2;6;1;1;0;1;0;0;4;
230000044200023;2300000442000;23;425.79813469;2;2;2;6;3;1;0;1;0;0;4;
230000044200024;2300000442000;24;425.79813469;2;2;2;6;4;1;0;1;0;0;4;
230000044300021;2300000443000;21;3688.9148381;2;2;2;6;1;1;0;1;0;0;4;
230000044500021;2300000445000;21;1245.571648;1;2;2;5;1;1;0;1;0;1;4;
230000045400021;2300000454000;21;1918.2542348;2;2;2;6;1;1;1;1;0;0;4;
230000045800021;2300000458000;21;1526.9834734;1;2;2;6;2;1;0;1;0;0;5;
230000046200021;2300000462000;21;1395.9698161;1;2;2;6;1;1;0;1;0;0;4;
230000046300021;2300000463000;21;2436.1493383;2;2;2;6;1;1;0;1;0;0;4;
230000046500021;2300000465000;21;1133.6412647;2;2;2;6;1;1;0;1;0;0;4;
230000046500022;2300000465000;22;1133.6412647;2;2;2;6;2;1;0;1;0;0;4;
230000052500021;2300000525000;21;2129.8697484;1;2;2;5;1;1;0;1;0;0;4;
230000052500022;2300000525000;22;2129.8697484;2;2;2;5;2;1;0;1;0;0;4;
230000053500021;2300000535000;21;1521.944629;2;2;2;6;1;1;0;1;0;0;1;
230000053500022;2300000535000;22;1521.944629;5;2;2;6;2;1;0;0;1;0;1;
230000054400022;2300000544000;22;2264.1110024;1;2;2;2;1;1;1;0;0;0;4;54
230000054400023;2300000544000;23;2264.1110024;2;2;2;3;2;1;0;1;0;0;4;10
230000054400021;2300000544000;21;2264.1110024;6;2;2;3;1;1;0;0;1;0;4;12
230000054500022;2300000545000;22;1094.5713874;2;2;2;6;3;1;0;1;0;0;4;
230000054500021;2300000545000;21;1094.5713874;1;2;2;3;2;1;0;1;0;0;4;20
230000056200021;2300000562000;21;1800.2374783;1;2;2;4;1;1;0;1;0;0;1;0
230000062100021;2300000621000;21;1317.5614199;1;2;2;6;1;1;0;1;0;0;1;
230000063100021;2300000631000;21;1803.8176913;4;2;2;2;1;1;0;0;0;1;3;6
230000063200022;2300000632000;22;985.00931116;1;2;2;2;2;1;1;0;0;0;4;50
230000063200023;2300000632000;23;985.00931116;1;2;2;3;3;1;0;1;0;0;4;10
230000063200021;2300000632000;21;985.00931116;1;2;2;3;1;1;0;1;0;0;4;10
230000063500023;2300000635000;23;1492.6018292;3;2;2;6;2;1;1;0;0;0;3;
230000063500021;2300000635000;21;1492.6018292;2;2;2;1;1;1;0;1;0;1;3;50
230000063500022;2300000635000;22;1492.6018292;2;2;2;4;2;1;0;1;0;0;3;0
230000063600021;2300000636000;21;2620.8675166;6;2;2;5;1;1;0;1;0;0;5;
230000063600022;2300000636000;22;2620.8675166;6;2;2;5;2;1;0;1;0;0;5;
230000064200021;2300000642000;21;1371.6849879;1;2;2;6;1;1;0;1;0;0;1;
230000064200022;2300000642000;22;1371.6849879;1;2;2;6;2;1;0;1;0;0;1;
230000064200023;2300000642000;23;1371.6849879;1;2;2;6;3;1;0;1;0;0;1;
230000064500021;2300000645000;21;1563.2315674;4;2;2;2;1;1;0;1;0;1;4;30
230000065600021;2300000656000;21;1399.9722561;2;2;2;6;1;1;1;1;0;0;1;
230000065600022;2300000656000;22;1399.9722561;1;2;2;6;2;1;1;0;0;0;1;
230000066200021;2300000662000;21;1561.2817594;1;2;2;1;1;1;0;1;0;0;4;10
230000071200021;2300000712000;21;984.56083004;1;2;2;3;1;1;1;0;0;0;1;30
230000071200022;2300000712000;22;984.56083004;1;2;2;3;2;1;1;0;0;0;1;30
230000071400021;2300000714000;21;1305.7718523;2;2;2;6;1;1;1;0;0;0;4;
230000072200021;2300000722000;21;1541.0584929;1;2;2;6;1;1;0;1;0;0;1;
230000072200022;2300000722000;22;1541.0584929;1;2;2;6;2;1;0;1;0;0;1;
230000072200023;2300000722000;23;1541.0584929;1;2;2;2;3;1;0;1;0;0;1;0
230000072500021;2300000725000;21;1557.8259584;1;2;2;6;1;1;0;1;0;0;4;
230000072500022;2300000725000;22;1557.8259584;1;2;2;6;3;1;0;1;0;0;4;
230000072500023;2300000725000;23;1557.8259584;1;2;2;6;4;1;0;1;0;0;4;
230000072500024;2300000725000;24;1557.8259584;6;2;2;6;2;1;0;1;0;0;4;
230000073500021;2300000735000;21;1689.2579947;4;2;2;1;2;1;0;0;1;0;3;40
230000074500021;2300000745000;21;2106.7715241;1;2;2;6;1;1;0;1;0;0;4;
230000074500022;2300000745000;22;2106.7715241;1;2;2;6;2;1;0;1;0;0;4;
230000075500022;2300000755000;22;1150.1486426;2;2;2;6;2;1;0;1;0;0;1;
230000075500023;2300000755000;23;1150.1486426;1;2;2;6;3;1;1;1;0;0;1;
230000075500021;2300000755000;21;1150.1486426;1;2;2;4;1;1;1;1;0;0;4;0
230000076200022;2300000762000;22;2056.2383057;6;2;2;6;1;1;0;1;1;1;5;
230000076200024;2300000762000;24;2056.2383057;3;2;2;6;1;1;1;0;0;0;5;
230000076200021;2300000762000;21;2056.2383057;3;2;2;2;1;1;1;0;0;0;5;200
230000076200025;2300000762000;25;2056.2383057;3;2;2;2;1;1;1;0;0;0;5;90
230000076200023;2300000762000;23;2056.2383057;1;2;2;4;1;1;0;1;0;0;5;12
230000081600021;2300000816000;21;1889.1165087;1;2;2;4;1;1;0;1;0;0;4;0
230000081600022;2300000816000;22;1889.1165087;2;2;2;4;2;1;0;1;0;0;4;0
230000082100021;2300000821000;21;1685.6869694;2;2;2;6;2;1;0;1;0;0;3;
230000082500021;2300000825000;21;1768.5138844;2;2;2;6;2;1;0;1;0;0;4;
230000084500021;2300000845000;21;1774.2567363;2;2;2;5;1;1;0;1;0;0;4;
230000084500022;2300000845000;22;1774.2567363;2;2;2;5;2;1;0;1;0;0;4;
230000084500023;2300000845000;23;1774.2567363;2;2;2;5;3;1;0;1;0;0;4;
230000084500024;2300000845000;24;1774.2567363;2;2;2;5;4;1;0;1;0;0;4;
230000084800021;2300000848000;21;1587.1156177;2;2;2;1;1;1;0;0;0;1;5;40
230000086100021;2300000861000;21;2177.9310555;1;2;2;3;1;1;1;1;0;0;1;9
230000086200023;2300000862000;23;1554.8497503;1;2;2;6;2;1;0;1;0;0;4;
230000086200021;2300000862000;21;1554.8497503;1;2;2;4;1;1;0;1;0;0;4;6
230000086200022;2300000862000;22;1554.8497503;1;2;1;4;2;1;0;1;0;0;4;0
230000086500021;2300000865000;21;2296.5247137;6;2;2;1;1;1;0;1;0;1;2;35
230000092500021;2300000925000;21;1685.182766;1;2;2;5;1;1;1;0;0;0;4;
230000092500022;2300000925000;22;1685.182766;2;2;2;3;2;1;0;1;0;0;4;6
230000093100021;2300000931000;21;1159.1432853;1;2;2;6;1;1;0;1;0;0;1;
230000093100022;2300000931000;22;1159.1432853;1;2;2;1;2;1;0;1;0;0;1;50
230000093100023;2300000931000;23;1159.1432853;1;2;2;2;3;1;0;1;0;0;1;30
230000094100021;2300000941000;21;4620.5953365;1;2;2;6;3;1;0;1;0;0;3;
230000094100022;2300000941000;22;4620.5953365;2;2;2;1;3;1;0;1;0;0;3;50
230000094200021;2300000942000;21;1270.8566766;1;2;2;6;1;1;0;1;0;0;1;
230000094300021;2300000943000;21;3407.4355544;7;2;2;6;1;1;1;1;0;0;4;
230000094500021;2300000945000;21;1392.2203886;6;2;2;5;1;1;0;1;0;0;3;
230000094500022;2300000945000;22;1392.2203886;6;2;2;5;2;1;0;1;0;0;3;
230000095500022;2300000955000;22;1280.9288424;1;2;2;6;2;1;0;1;0;0;4;
230000095500023;2300000955000;23;1280.9288424;1;2;2;5;3;1;1;1;0;0;4;
230000095500021;2300000955000;21;1280.9288424;1;2;2;4;1;1;0;0;1;0;4;0
230000095600021;2300000956000;21;2409.5522977;1;2;2;4;1;1;0;1;0;0;4;0
230000095600022;2300000956000;22;2409.5522977;1;2;2;4;2;1;0;1;0;0;4;0
230000096200021;2300000962000;21;1671.7354598;1;2;2;4;1;1;0;1;0;0;4;0
230000096200022;2300000962000;22;1671.7354598;2;2;1;4;2;1;0;1;0;0;4;0
230000102200021;2300001022000;21;922.40659104;4;2;2;5;1;1;0;1;0;0;1;
230000102200022;2300001022000;22;922.40659104;4;2;2;5;2;1;0;1;0;0;1;
230000103500021;2300001035000;21;2650.716846;1;2;1;6;1;1;0;1;0;0;5;
230000104500021;2300001045000;21;1819.294492;1;2;2;6;1;1;0;1;0;0;4;
230000104500022;2300001045000;22;1819.294492;1;2;2;6;2;1;0;1;0;0;4;
230000105400021;2300001054000;21;1575.4743353;2;2;2;2;1;1;0;1;1;1;5;0
230000111100022;2300001111000;22;1116.936014;6;2;2;6;2;1;1;1;0;0;1;
230000111100021;2300001111000;21;1116.936014;6;2;2;2;1;1;1;1;0;1;1;150
230000111500021;2300001115000;21;1649.6840387;1;2;2;6;1;1;0;1;0;0;3;
230000112100023;2300001121000;23;2187.9228599;1;2;2;1;3;1;0;1;0;0;4;50
230000112100021;2300001121000;21;2187.9228599;1;2;2;2;1;1;0;1;0;0;4;10
230000112100022;2300001121000;22;2187.9228599;1;2;2;3;2;1;0;1;0;0;4;10
230000114100021;2300001141000;21;1910.2699281;1;2;2;3;1;1;0;1;1;0;5;0
230000114200021;2300001142000;21;1167.6960856;2;2;2;6;2;1;0;1;0;0;3;
230000114200022;2300001142000;22;1167.6960856;2;2;2;6;1;1;0;1;0;0;3;
230000114200023;2300001142000;23;1167.6960856;2;2;2;6;3;1;0;1;0;0;3;
230000114200024;2300001142000;24;1167.6960856;2;2;2;6;4;1;0;1;0;0;3;
230000114500021;2300001145000;21;2013.4642864;1;2;2;6;2;1;0;1;0;0;4;
230000114500022;2300001145000;22;2013.4642864;3;2;2;6;2;1;1;0;0;0;4;
230000115600022;2300001156000;22;1190.7134111;4;2;2;6;2;1;0;1;0;0;1;
230000115600021;2300001156000;21;1190.7134111;3;2;2;3;1;1;1;1;0;0;1;20
230000116100022;2300001161000;22;2636.6810236;2;2;1;5;2;1;0;1;0;1;1;
230000116100021;2300001161000;21;2636.6810236;1;2;1;4;1;1;1;0;0;0;1;0
230000116400021;2300001164000;21;2157.2226045;2;2;2;1;2;1;0;1;0;1;4;30
230000122200021;2300001222000;21;1160.1689566;1;2;2;6;1;1;1;0;0;0;2;
230000122200022;2300001222000;22;1160.1689566;4;2;2;4;2;1;0;1;0;0;2;30
230000122400022;2300001224000;22;5724.61988;4;2;2;4;2;1;0;1;0;0;1;10
230000122400021;2300001224000;21;5724.61988;4;2;2;4;1;1;0;1;0;0;1;10
230000122500021;2300001225000;21;1261.9104096;1;2;2;6;1;1;0;1;0;0;4;
230000122500022;2300001225000;22;1261.9104096;1;2;2;6;2;1;0;1;0;0;4;
230000123100021;2300001231000;21;1918.0881192;1;2;2;2;2;1;0;1;0;0;3;0
230000123500022;2300001235000;22;2223.6528286;4;2;2;4;21;1;1;1;0;0;1;0
230000123500021;2300001235000;21;2223.6528286;1;2;2;4;1;1;1;1;0;0;1;0
230000124200021;2300001242000;21;2119.2889488;1;2;2;6;1;1;0;1;0;0;4;
230000125800021;2300001258000;21;621.74185626;1;2;2;3;3;1;0;1;0;0;5;0
230000126100021;2300001261000;21;2729.542794;2;2;1;2;1;1;1;1;0;1;1;6
230000126100022;2300001261000;22;2729.542794;2;2;1;3;2;1;0;0;0;1;1;3
230000126200021;2300001262000;21;1059.5594967;2;2;2;6;1;1;0;1;0;0;1;
230000126200022;2300001262000;22;1059.5594967;2;2;2;6;2;1;0;1;0;0;1;
230000126200023;2300001262000;23;1059.5594967;2;2;2;6;3;1;0;1;0;0;1;
230000126500024;2300001265000;24;1485.3273975;1;2;2;5;4;1;0;1;0;0;4;
230000126500021;2300001265000;21;1485.3273975;1;2;2;2;1;1;0;0;1;0;4;20
230000126500023;2300001265000;23;1485.3273975;1;2;2;4;3;1;0;1;0;0;4;5
230000126500022;2300001265000;22;1485.3273975;4;2;2;4;2;1;0;1;0;0;4;5
230000132200021;2300001322000;21;2229.5256563;4;2;2;4;2;1;0;1;0;0;3;4
230000134200021;2300001342000;21;1161.2099546;1;2;2;6;1;1;0;1;0;0;3;
230000134500021;2300001345000;21;3088.9416163;6;2;2;3;1;1;0;1;0;0;4;40
230000135300021;2300001353000;21;4970.0798389;1;2;2;3;1;1;0;1;0;1;3;9
230000136500021;2300001365000;21;1274.0130627;1;2;2;6;2;1;1;0;0;0;4;
230000136500022;2300001365000;22;1274.0130627;1;2;2;4;3;1;1;0;0;0;4;50
230000141200021;2300001412000;21;662.59620464;1;2;2;6;1;1;1;1;0;0;1;
230000141200023;2300001412000;23;662.59620464;1;2;2;5;3;1;0;1;0;0;1;
230000141200024;2300001412000;24;662.59620464;1;2;2;5;3;1;0;1;0;0;1;
230000141200022;2300001412000;22;662.59620464;1;2;2;2;3;1;1;0;0;0;1;60
230000141400021;2300001414000;21;3252.8086712;2;2;2;6;2;1;0;1;0;0;4;
230000142200021;2300001422000;21;1310.7328418;4;2;2;6;3;1;0;1;0;0;3;
230000143200021;2300001432000;21;895.78456684;1;2;2;2;1;1;0;0;1;0;4;0
230000144200021;2300001442000;21;1031.5323587;2;2;2;6;2;1;0;1;0;0;3;
230000144200022;2300001442000;22;1031.5323587;1;2;2;6;1;1;1;1;0;0;3;
230000144200023;2300001442000;23;1031.5323587;3;2;2;6;1;1;1;0;0;0;3;
230000146100021;2300001461000;21;3862.1227945;1;2;2;6;1;1;0;1;0;0;4;
230000146200022;2300001462000;22;1266.0572812;1;2;2;6;3;1;0;1;0;0;1;
230000146200021;2300001462000;21;1266.0572812;1;2;2;3;1;1;0;1;1;0;1;4
230000146500021;2300001465000;21;1235.4188726;2;2;2;6;1;1;1;0;0;0;4;
230000151500021;2300001515000;21;2243.1721803;1;2;2;6;1;1;0;1;0;0;5;
230000152200021;2300001522000;21;978.87808613;6;2;2;6;1;1;0;1;0;0;3;
230000152200022;2300001522000;22;978.87808613;6;2;2;6;2;1;0;1;0;0;3;
230000154200021;2300001542000;21;941.69898552;1;2;2;6;1;1;1;0;0;0;3;
230000155400021;2300001554000;21;2339.4765426;4;2;2;6;1;1;0;1;0;0;5;
230000155400022;2300001554000;22;2339.4765426;1;2;2;6;1;1;1;1;0;0;5;
230000156100021;2300001561000;21;1444.072457;1;2;2;6;1;1;0;1;0;0;1;
230000156100022;2300001561000;22;1444.072457;1;2;2;6;2;1;0;1;0;0;1;
230000161200021;2300001612000;21;1943.9046765;1;2;2;6;2;1;0;1;0;0;1;
230000161200022;2300001612000;22;1943.9046765;1;2;2;6;1;1;0;1;0;0;1;
230000162500021;2300001625000;21;2343.9052912;1;2;2;6;1;1;0;1;0;0;1;
230000162500022;2300001625000;22;2343.9052912;6;2;2;6;2;1;0;1;0;0;1;
230000163200021;2300001632000;21;1023.1065806;2;2;2;6;1;1;0;1;0;0;1;
230000163200022;2300001632000;22;1023.1065806;2;2;2;6;2;1;0;1;0;0;1;
230000164500022;2300001645000;22;3663.7122098;2;2;2;4;1;1;0;1;0;0;4;0
230000164500021;2300001645000;21;3663.7122098;1;2;2;4;2;1;0;1;0;0;4;0
230000171200021;2300001712000;21;1408.7417528;2;2;2;6;1;1;0;1;0;0;1;
230000171200022;2300001712000;22;1408.7417528;2;2;2;6;3;1;0;1;0;0;1;
230000171500021;2300001715000;21;1788.7881424;1;2;1;3;1;1;0;1;0;0;4;4
230000171500022;2300001715000;22;1788.7881424;4;2;2;3;2;1;0;1;0;0;4;4
230000173500021;2300001735000;21;1838.0593933;1;2;2;5;4;1;1;0;0;0;3;
230000173500023;2300001735000;23;1838.0593933;1;2;2;2;3;1;1;0;0;0;5;0
230000173500022;2300001735000;22;1838.0593933;6;2;2;2;2;1;1;0;0;0;4;0
230000174200021;2300001742000;21;1175.87208;2;2;2;6;1;1;1;1;0;0;3;
230000174200022;2300001742000;22;1175.87208;2;2;2;6;2;1;1;1;0;0;3;
230000174400021;2300001744000;21;1533.2108456;3;2;2;6;1;1;1;0;0;0;3;
230000174400022;2300001744000;22;1533.2108456;4;2;2;6;2;1;0;1;0;0;3;
230000174500022;2300001745000;22;4347.0429351;1;2;2;5;2;1;0;1;0;0;4;
230000174500021;2300001745000;21;4347.0429351;1;2;1;4;1;1;1;1;0;0;4;33
230000175500021;2300001755000;21;1029.0583074;1;2;2;6;1;1;1;1;0;0;4;
230000175500022;2300001755000;22;1029.0583074;2;2;2;6;3;1;0;1;0;0;4;
230000175500023;2300001755000;23;1029.0583074;6;2;2;6;2;1;0;1;0;0;4;
230000176200021;2300001762000;21;1890.7976292;4;2;2;4;2;1;0;1;0;0;1;2
230000176500021;2300001765000;21;1395.480535;2;2;2;6;1;1;0;1;0;0;1;
230000176500022;2300001765000;22;1395.480535;2;2;2;6;2;1;0;1;0;0;1;
230000182200021;2300001822000;21;907.63269965;1;2;2;6;1;1;0;1;0;0;3;
230000182200022;2300001822000;22;907.63269965;1;2;2;6;2;1;0;1;0;0;3;
230000182400021;2300001824000;21;1913.1720492;4;2;2;5;1;1;0;1;0;1;1;
230000186300021;2300001863000;21;4073.9568333;1;2;2;6;1;1;0;1;0;0;3;
230000186300022;2300001863000;22;4073.9568333;2;2;2;4;1;1;1;0;0;0;3;0
230000191500021;2300001915000;21;1034.2223612;1;2;2;5;2;1;0;1;0;0;4;
230000201400021;2300002014000;21;2196.5204494;4;2;2;6;2;1;0;1;0;0;3;
230000201500021;2300002015000;21;1507.3650981;1;2;1;6;1;1;0;1;0;0;4;
230000204500021;2300002045000;21;1110.9368967;1;2;2;6;1;1;1;1;0;0;4;
230000204500022;2300002045000;22;1110.9368967;1;2;2;6;2;1;1;1;0;0;4;
230000205500021;2300002055000;21;2339.4211852;1;2;2;6;3;1;1;1;0;0;4;
230000205500022;2300002055000;22;2339.4211852;1;2;2;6;2;1;1;1;0;0;4;
230000205500023;2300002055000;23;2339.4211852;1;2;2;6;3;1;1;1;0;0;4;
230000205500024;2300002055000;24;2339.4211852;1;2;2;6;1;1;1;1;0;0;4;
230000213400021;2300002134000;21;2052.8585826;2;2;2;3;1;1;0;0;1;0;4;0
230000215500021;2300002155000;21;1746.7423284;1;2;2;6;1;1;0;1;0;0;4;
230000215500022;2300002155000;22;1746.7423284;1;2;2;6;2;1;0;1;0;0;4;
230000216300021;2300002163000;21;4199.5968972;1;2;2;6;1;1;0;1;0;0;5;
230000226200021;2300002262000;21;967.40036492;4;2;2;5;4;1;0;1;0;0;1;
230000226200022;2300002262000;22;967.40036492;1;2;2;5;3;1;0;1;0;0;1;
230000231400021;2300002314000;21;2506.166026;2;2;2;6;1;1;0;1;0;0;4;
230000236200021;2300002362000;21;1671.2693656;3;2;2;6;1;1;1;0;0;0;1;
230000236500022;2300002365000;22;2943.7278508;1;2;2;6;1;1;1;0;0;0;5;
230000236500024;2300002365000;24;2943.7278508;3;2;2;6;5;1;1;1;0;0;5;
230000236500021;2300002365000;21;2943.7278508;6;2;2;1;1;1;0;0;1;0;1;5
230000236500023;2300002365000;23;2943.7278508;1;2;2;2;4;1;1;0;0;0;5;0
230000241400021;2300002414000;21;3039.1505708;1;2;2;3;1;1;1;1;0;0;2;4
230000244400021;2300002444000;21;1761.899154;2;2;2;2;1;1;1;1;1;0;4;110
230000244400022;2300002444000;22;1761.899154;2;2;2;2;4;1;1;1;0;0;5;15
230000244500022;2300002445000;22;1421.2340567;1;2;2;3;3;1;0;1;0;0;1;0
230000244500021;2300002445000;21;1421.2340567;1;2;2;4;1;1;1;0;0;0;1;0
230000246200021;2300002462000;21;1404.9487753;1;2;2;5;1;1;0;1;0;0;1;
230000255400021;2300002554000;21;2150.071064;2;2;2;6;2;1;0;0;0;1;1;
230000255500021;2300002555000;21;2777.5064528;1;2;2;6;1;1;0;1;0;0;1;
230000256200021;2300002562000;21;1147.8708456;3;2;2;6;2;1;0;1;0;0;3;
230000256500021;2300002565000;21;1868.9998069;1;2;2;5;1;1;0;1;0;0;4;
230000256500023;2300002565000;23;1868.9998069;1;2;2;6;21;1;0;1;0;0;4;
230000256500022;2300002565000;22;1868.9998069;1;2;2;4;2;1;1;1;0;0;4;20
230000262400021;2300002624000;21;2157.2691693;1;2;2;6;2;1;0;1;0;0;4;
230000265400021;2300002654000;21;2564.410231;1;2;2;6;1;1;0;1;0;1;1;
230000266200021;2300002662000;21;1323.9408588;1;2;2;6;1;1;0;1;0;0;1;
230000266200022;2300002662000;22;1323.9408588;1;2;2;6;2;1;0;1;0;0;1;
230000266200023;2300002662000;23;1323.9408588;1;2;2;6;3;1;0;1;0;0;1;
230000271400021;2300002714000;21;3636.2244906;1;2;2;2;2;1;1;1;0;0;4;20
230000273500022;2300002735000;22;1763.3163;1;2;2;3;1;1;0;1;0;0;4;0
230000273500021;2300002735000;21;1763.3163;1;2;1;3;2;1;0;1;0;0;4;0
230000281500021;2300002815000;21;1891.6804325;2;2;1;1;1;1;0;1;0;0;1;100
230000281500022;2300002815000;22;1891.6804325;2;2;2;3;1;1;0;1;0;0;1;15
230000285500021;2300002855000;21;1141.5405976;1;2;2;6;1;1;0;1;0;0;1;
230000285500022;2300002855000;22;1141.5405976;1;2;2;6;2;1;0;1;0;0;1;
230000286200021;2300002862000;21;1056.3992223;4;2;2;6;2;1;0;1;0;0;1;
230000286200022;2300002862000;22;1056.3992223;3;2;2;6;1;1;0;1;0;0;1;
230000291500021;2300002915000;21;2342.2103251;2;2;2;6;1;1;0;1;0;0;1;
230000291500022;2300002915000;22;2342.2103251;2;2;2;6;2;1;1;1;0;0;1;
230000296200021;2300002962000;21;1255.3551609;1;2;2;6;1;1;1;1;0;0;1;
230000296200022;2300002962000;22;1255.3551609;1;2;1;5;2;1;0;1;0;0;1;
230000302500021;2300003025000;21;1497.7296752;1;2;2;4;1;1;1;1;0;0;5;0
230000302500022;2300003025000;22;1497.7296752;1;2;2;4;2;1;1;1;0;0;5;0
230000312500021;2300003125000;21;1186.821934;4;2;2;6;1;1;0;1;0;0;5;
230000312500022;2300003125000;22;1186.821934;4;2;2;6;1;1;0;1;0;0;5;
230000314400021;2300003144000;21;4841.5530989;2;2;2;3;1;1;0;1;0;0;4;0
230000323400021;2300003234000;21;2877.2856968;4;2;2;3;1;1;0;0;0;1;5;2
230000324400021;2300003244000;21;2106.870233;1;2;2;2;1;1;0;1;0;1;4;6
230000325400021;2300003254000;21;1990.4012451;2;2;2;4;1;1;1;0;0;1;4;0
230000332500021;2300003325000;21;1805.8208617;1;2;2;6;1;1;1;1;0;0;1;
230000332500022;2300003325000;22;1805.8208617;2;2;2;6;2;1;0;1;0;0;1;
230000332500023;2300003325000;23;1805.8208617;2;2;2;6;4;1;0;1;0;0;1;
230000333400021;2300003334000;21;2668.0867681;2;2;1;6;1;1;0;1;0;0;5;
230000333400022;2300003334000;22;2668.0867681;2;2;2;6;2;1;0;1;0;0;5;
230000334500021;2300003345000;21;911.23798371;4;2;2;6;1;1;0;1;0;0;4;
230000334500022;2300003345000;22;911.23798371;4;2;2;6;2;1;0;1;0;0;4;
230000334500023;2300003345000;23;911.23798371;4;2;2;5;3;1;0;1;0;0;4;
230000335400021;2300003354000;21;3115.4095376;1;2;2;5;1;1;1;0;0;0;4;
230000335500022;2300003355000;22;1235.3633563;2;2;2;5;2;1;0;1;0;0;1;
230000335500023;2300003355000;23;1235.3633563;1;2;2;5;3;1;1;1;0;0;1;
230000335500021;2300003355000;21;1235.3633563;2;2;2;3;1;1;0;0;0;1;1;6
230000336400021;2300003364000;21;798.06093261;1;2;2;6;1;1;0;1;0;0;4;
230000336400022;2300003364000;22;798.06093261;2;2;2;6;21;1;0;1;0;0;4;
230000343500022;2300003435000;22;2353.6522044;3;2;2;6;2;1;1;0;0;0;5;
230000343500021;2300003435000;21;2353.6522044;3;2;2;2;2;1;1;0;0;0;5;100
230000344500021;2300003445000;21;2321.7365793;2;2;2;5;1;1;0;1;0;0;5;
230000344500022;2300003445000;22;2321.7365793;4;2;2;6;2;1;0;1;0;0;5;
230000353400023;2300003534000;23;1584.4389645;4;2;2;9;1;1;0;1;1;0;1;
230000353400021;2300003534000;21;1584.4389645;1;2;2;1;1;1;1;1;1;0;1;20
230000353400022;2300003534000;22;1584.4389645;3;2;2;2;1;1;1;0;0;0;1;60
230000361500021;2300003615000;21;2032.9149746;4;2;2;6;1;1;0;1;0;0;1;
230000361500022;2300003615000;22;2032.9149746;4;2;2;6;2;1;0;1;0;0;1;
230000372400021;2300003724000;21;1249.4093063;4;2;2;5;2;1;0;1;0;0;1;
230000372400022;2300003724000;22;1249.4093063;4;2;2;4;1;1;0;1;0;1;4;0
230000375400021;2300003754000;21;2196.5693625;1;2;2;6;4;1;0;1;0;0;1;
230000381500022;2300003815000;22;2156.9482213;2;2;2;5;2;1;1;1;0;0;3;
230000381500021;2300003815000;21;2156.9482213;3;2;2;2;1;1;1;1;0;0;3;80
230000382500021;2300003825000;21;870.73336299;2;2;2;3;1;1;1;0;0;0;1;30
230000382500022;2300003825000;22;870.73336299;2;2;1;3;2;1;0;1;0;0;1;20
230000384400022;2300003844000;22;2599.4885702;2;2;2;5;1;1;1;0;0;0;5;
230000384400021;2300003844000;21;2599.4885702;4;2;2;1;1;1;0;1;0;0;3;30
230000386400021;2300003864000;21;1780.7088415;2;2;1;2;2;1;0;0;0;1;5;30
230000394400022;2300003944000;22;1779.3754057;1;2;2;6;2;1;0;1;0;0;5;
230000394400023;2300003944000;23;1779.3754057;1;2;2;6;4;1;0;1;0;0;4;
230000394400021;2300003944000;21;1779.3754057;1;2;2;4;1;1;0;1;0;0;5;0
230000395400022;2300003954000;22;3580.9564817;1;2;2;5;2;1;1;0;0;0;4;
230000395400021;2300003954000;21;3580.9564817;1;2;2;3;1;1;1;1;0;0;4;40
