ident_ind;ident_men;ident_log;NOI;BS;HABRP;vague_enq;SEXE;ANAIS;AGE;AGEJANV;AG;AGEQ;AGQ;AGE6;AG6;LNAIS;NAIS7;ANARRIV;INATIO;NATIO7;COUPLE;COUPLRP;CONJOINT;ETAMATRI;PACS;LIENTYP;LIENPERS;ENFANT;ENFRP;LIEN_01;LIEN_02;LIEN_03;LIEN_04;LIEN_05;LIEN_06;LIEN_07;LIEN_08;LIEN_09;LIEN_10;AIDE1E;IDENTAID;TYPOLOG;JOURAN;JOURSEM;MOISAN;JOUR2AN;DOLOG;IDOLOG;IPROPLOC;AUTLOG;LOGCOL;TYPLOGCO;TYPLOGCO_A;TYPLOGCO_B;TYPLOGCO_C;TYPLOGCO_D;TYPLOGCO_E;TYPLOGCO_F;TYPLOGCO_G;TYPLOGCO_H;LOGIND;NAUTLOG_IND;NOLOG1_IND;TYPOLOGD1;JOURAND1;JOURSEMD1;MOISAND1;JOUR2AND1;DOLOGD1;NOLOG2_IND;TYPOLOGD2;JOURAND2;JOURSEMD2;MOISAND2;JOUR2AND2;DOLOGD2;HANDICAP;IGREF;PRACT;IPRAN;LIENPREF;LIENPRRP;FAMPRINC;CS42;CS24;SITUA;ACTIF;ACTOCCUP;ACTOCCUPE;TRAVAIL;TRAVAILNR;ACTIVANTE;STATUT;RECHEMPLOI;CS_ACT;TYPEMPLOI;TITULAIREFP;TEMPTRAV;SUPERVISION;CLASSIF;FONCTION;SALARIES;STATUTANTE;SUPERVISANTE;CLASSIFANTE;CS_ANTE;STATUTCD;CLASSIFCD;CS_DCD;DIP11;DDIPL;MER1E;MER2E;PER1E;PER2E;APART;TYPFAM
220000091100001;2200000911000;220000091100;01;0;1;1;1;1949;69;68;69;65;65;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;1;3;6;42;;;;41;4;3;;3;;2;0
220000091400001;2200000914000;220000091400;01;0;1;1;1;1961;57;56;57;55;55;50;50;1;1;;1;1;3;2;;4;2;;;2;2;00;03;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;62;61;1;1;1;0;1;;;3;3;62;6;;1;3;;;;;;;;;;;50;5;2;;3;;2;3
220000091600002;2200000916000;220000091600;02;0;1;1;1;1965;52;52;53;50;50;50;50;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;00;1;67;66;1;1;1;0;1;;;2;3;67;6;2;1;1;;;;;;;;;;;50;5;2;;3;;2;0
220000092100001;2200000921000;220000092100;01;0;1;2;1;1968;49;49;50;45;50;40;50;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;68;66;1;1;1;0;1;;;3;3;68;6;;1;3;;;;;;;;;;;71;7;2;;2;;;0
220000092200004;2200000922000;220000092200;04;0;1;2;1;2012;6;5;6;05;05;00;00;1;1;;;;;2;;1;;;;1;1;02;02;10;00;10;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;1
220000092300001;2200000923000;220000092300;01;0;1;2;2;1960;58;57;58;55;55;50;50;1;1;;1;1;3;2;;1;2;;;1;1;00;02;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;68;66;1;1;1;0;1;;;3;3;68;6;;2;3;;3;;;;;;;;;71;7;1;2;3;;2;0
220000092500003;2200000925000;220000092500;03;0;1;2;2;2012;6;5;6;05;05;00;00;1;1;;;;;2;;1;;;;1;1;02;02;00;10;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;1
220000092600002;2200000926000;220000092600;02;0;1;2;1;1949;68;68;69;65;65;60;60;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;1;5;46;;;;50;5;3;;3;;2;0
220000093100001;2200000931000;220000093100;01;0;1;3;2;1964;54;53;54;50;50;50;50;1;1;;1;1;3;2;;4;2;;;2;2;00;03;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;47;47;1;1;1;0;1;;;3;3;47;6;;1;3;5;8;;;;;;;;;31;3;2;;2;;2;3
220000093200001;2200000932000;220000093200;01;0;1;3;1;1944;73;73;74;70;70;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;10;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;10;00;1;71;71;5;2;2;0;2;2;1;;3;;;;;;;;;7;;;11;;;;70;7;3;;3;;2;0
220000093400001;2200000934000;220000093400;01;0;1;3;1;2000;18;17;18;15;15;15;15;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;3;;5;;;71;3;;1;2;;0;0;0;0;0;0;0;0;1;1;1;2;110;;;;30.136986301;;;;;;;;2;1;1;2;00;00;1;84;82;3;2;2;0;2;2;2;;3;;;;;;;;;;;;;;;;41;4;2;;2;;;0
220000093500002;2200000935000;220000093500;02;0;1;3;2;1984;34;33;34;30;30;30;30;2;7;1998;2;2;1;1;1;2;;;;2;2;01;00;03;03;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;01;1;37;36;1;1;1;0;1;;;3;3;37;6;;1;3;7;7;;;;;;;;;10;1;2;;2;;2;1
220000094100001;2200000941000;220000094100;01;0;1;4;2;1952;66;65;66;65;65;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;75;73;5;2;2;0;2;1;1;;3;;;;;;;;;1;3;4;45;3;;43;41;4;3;;3;;;0
220000094300002;2200000943000;220000094300;02;0;1;4;1;1999;19;18;19;15;15;15;15;1;1;;1;1;3;2;;1;2;;;1;1;02;00;10;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;84;82;3;2;2;0;2;2;2;;3;;;;;;;;;;;;;;;;50;5;1;1;2;;2;3
220000094400001;2200000944000;220000094400;01;0;1;4;2;1948;70;69;70;70;70;60;60;1;1;;1;1;2;2;;4;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;1;2;;0;0;0;0;0;0;0;0;1;1;1;4;;;5;;41.666666667;;;;;;;;2;1;1;2;00;00;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;1;67;;;;70;7;3;;3;;;0
220000094600002;2200000946000;220000094600;02;0;1;4;1;1969;49;48;49;45;45;40;40;1;1;;1;1;1;1;1;1;2;;;2;2;01;00;32;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;00;1;21;21;1;1;1;0;1;;;7;3;21;;;;;;;0;;;;;;;;31;3;2;;3;;2;2
220000095200001;2200000952000;220000095200;01;0;1;5;2;1977;41;41;42;40;40;40;40;1;1;;1;1;1;1;2;2;;;;2;2;00;01;03;03;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;21;21;1;1;1;0;1;;;7;3;21;;;;;;;0;;;;;;;;50;5;2;;2;;2;1
220000095400001;2200000954000;220000095400;01;0;1;5;1;1967;51;51;52;50;50;50;50;1;1;;1;1;3;2;;4;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;62;61;1;1;1;0;1;;;3;3;62;6;;1;3;2;1;;;;;;;;;71;7;2;;3;;;0
220000095500002;2200000955000;220000095500;02;0;1;5;2;1973;45;45;46;45;45;40;40;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;62;61;1;1;1;0;1;;;3;3;62;6;;1;3;2;;;;;;;;;;42;4;2;;3;;2;0
220000095600001;2200000956000;220000095600;01;0;1;5;2;1987;31;31;32;30;30;30;30;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;31;31;1;1;1;0;1;;;7;3;31;;;;;;;;;;;;;;;10;1;2;;2;;;0
220000096100001;2200000961000;220000096100;01;0;1;6;2;1953;66;65;66;65;65;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;2;3;;56;;;;71;7;3;;3;;2;0
220000096200002;2200000962000;220000096200;02;0;1;6;1;1958;60;60;61;60;60;60;60;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;00;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;2;62;;;;60;6;3;;3;;2;0
220000096500001;2200000965000;220000096500;01;0;1;6;1;1938;80;80;81;75;75;60;60;2;6;1970;3;6;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;67;66;5;2;2;0;1;;;3;3;67;6;;1;3;1;1;;;;;;;;;71;7;2;;2;;2;0
220000096600002;2200000966000;220000096600;02;0;1;6;2;1949;70;69;70;70;70;60;60;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;2;2;2;01;01;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;2;3;;56;;;;70;7;3;;3;;2;0
220000101200001;2200001012000;220000101200;01;0;1;1;2;1956;62;61;62;60;60;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;2;2;2;01;01;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;;67;;;;60;6;3;;3;;2;0
220000101400001;2200001014000;220000101400;01;0;1;1;1;1989;29;28;29;25;25;15;15;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;42;41;1;1;1;0;1;;;1;3;42;6;1;1;2;6;;;;;;;;;;10;1;2;;2;;;0
220000101600001;2200001016000;220000101600;01;0;1;1;2;1944;73;73;74;70;70;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;2;;42;6;;22;71;7;3;;3;;;0
220000102100001;2200001021000;220000102100;01;0;1;2;2;1945;72;72;73;70;70;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;1;67;3;;64;70;7;3;;3;;;0
220000102300001;2200001023000;220000102300;01;0;1;2;2;1958;60;59;60;60;60;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;1;1;2;00;00;1;78;76;7;2;2;0;2;2;1;;3;;;;;;;;;3;3;;69;3;;69;70;7;3;;3;;;0
220000103200001;2200001032000;220000103200;01;0;1;3;1;1945;73;72;73;70;70;60;60;1;1;;1;1;1;1;2;4;2;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;00;1;72;72;5;2;2;0;2;2;1;;3;;;;;;;;;7;;;21;;;;50;5;3;;3;;2;0
220000103400002;2200001034000;220000103400;02;0;1;3;2;1953;65;64;65;65;65;60;60;2;6;2015;3;6;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;68;66;6;2;2;0;1;;;3;3;68;5;;2;3;;;;;;;;;;;50;5;3;;3;;2;0
220000104100001;2200001041000;220000104100;01;0;1;4;1;1965;53;52;53;50;50;50;50;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;37;36;1;1;1;0;1;;;3;3;37;6;;1;3;7;7;;;;;;;;;30;3;3;;3;;;0
220000104300001;2200001043000;220000104300;01;0;1;4;2;1921;97;96;97;75;75;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;1;1;2;00;00;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;2;3;;52;3;;67;70;7;3;;3;;;0
220000104400001;2200001044000;220000104400;01;0;1;4;2;1952;66;65;66;65;65;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;74;73;5;2;2;0;2;2;1;;3;;;;;;;;;1;1;6;33;7;;31;50;5;2;;2;;;0
220000104500001;2200001045000;220000104500;01;0;1;4;1;1953;65;64;65;65;65;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;4;;;6;;50;3;;1;2;;0;0;0;0;0;0;0;0;1;1;1;4;;;6;;50;;;;;;;;2;1;1;2;00;00;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;1;5;48;;;;50;5;3;;3;;2;0
220000104600002;2200001046000;220000104600;02;0;1;4;1;1986;32;31;32;30;30;30;30;1;1;;1;1;1;1;1;2;;;;2;2;01;00;03;03;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;53;51;1;1;1;0;1;;;2;3;53;6;1;1;1;;;;;;;;;;;60;6;2;;2;;2;1
220000105100001;2200001051000;220000105100;01;0;1;5;2;1940;78;78;79;75;75;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;01;1;71;71;5;2;2;0;2;1;1;;3;;;;;;;;;7;;;11;;;;60;6;3;;3;;2;0
220000105200001;2200001052000;220000105200;01;0;1;5;2;1991;27;27;28;25;25;15;15;1;1;;1;1;1;1;2;1;2;;;2;2;00;01;03;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;43;41;1;1;1;0;1;;;3;3;43;6;;1;2;;;;;;;;;;;11;1;2;;2;;2;1
220000105300001;2200001053000;220000105300;01;0;1;5;2;1943;75;75;76;75;75;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;1;1;2;00;00;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;9;54;3;5;46;70;7;3;;3;;;0
220000105400001;2200001054000;220000105400;01;0;1;5;1;1960;58;58;59;55;55;50;50;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;;64;;;;71;7;2;;3;;;0
220000105500001;2200001055000;220000105500;01;0;1;5;1;1982;36;36;37;35;35;30;30;1;2;;1;1;1;1;2;1;2;;;2;2;00;01;03;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;67;66;1;1;1;0;1;;;3;3;67;6;;1;3;2;;;;;;;;;;50;5;2;;2;;2;1
220000105600001;2200001056000;220000105600;01;0;1;5;1;1946;72;72;73;70;70;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;1;2;;0;0;0;0;0;0;0;0;1;1;1;2;90;;;;24.657534247;;;;;;;;2;2;2;2;01;00;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;5;46;;;;42;4;3;;3;;2;0
220000106200001;2200001062000;220000106200;01;0;1;6;2;1966;52;52;53;50;50;50;50;1;1;;1;1;1;1;2;2;;;;2;2;00;01;03;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;01;1;37;36;1;1;1;0;1;;;3;3;37;6;;1;1;7;5;;;;;;;;;50;5;3;;2;;2;1
220000106300001;2200001063000;220000106300;01;0;1;6;2;1964;54;54;55;50;55;50;50;1;1;;1;1;3;2;;4;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;68;66;1;1;1;0;1;;;3;3;68;6;;2;3;;;;;;;;;;;50;5;3;;3;;;0
220000111100002;2200001111000;220000111100;02;0;1;1;2;1945;73;72;73;70;70;60;60;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;77;76;5;2;2;0;2;1;1;;3;;;;;;;;;3;3;9;54;;;;50;5;3;;3;;2;0
220000111400002;2200001114000;220000111400;02;0;1;1;1;1977;41;40;41;40;40;40;40;2;5;2000;3;5;3;2;;1;2;1;1;2;2;10;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;10;10;2;85;82;6;2;2;0;2;2;1;;3;;;;;;;;;6;;;31;;;;31;3;2;;2;;2;0
220000112100004;2200001121000;220000112100;04;0;1;2;1;2007;10;10;11;10;10;00;00;1;1;;;;;2;;1;;;;1;1;02;02;10;00;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;2;1
220000112200002;2200001122000;220000112200;02;0;1;2;2;1963;54;54;55;50;55;50;50;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;01;1;54;54;1;1;1;0;1;;;3;3;54;6;;1;3;9;;;;;;;;;;31;3;2;;3;;2;0
220000112500002;2200001125000;220000112500;02;0;1;2;2;1952;66;65;66;65;65;60;60;1;1;;1;1;1;1;1;4;2;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;78;76;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;2;62;;;;71;7;2;;2;;2;0
220000112600001;2200001126000;220000112600;01;0;1;2;2;1947;71;70;71;70;70;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;74;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;1;7;37;7;;43;10;1;3;;3;;;0
220000113400002;2200001134000;220000113400;02;0;1;3;2;1960;58;57;58;55;55;50;50;1;1;;1;1;1;1;1;2;;;;2;2;01;00;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;01;1;67;66;4;1;2;0;2;2;1;;1;;;;;;;;;3;3;1;67;;;;50;5;2;;3;;2;0
220000113500003;2200001135000;220000113500;03;0;1;3;1;1973;45;44;45;45;45;40;40;1;1;;1;1;3;2;;1;2;;;1;1;02;02;00;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;68;66;4;1;2;0;2;2;1;;2;;;;;;;;;3;3;1;68;;;;71;7;1;1;1;2;2;3
220000113600001;2200001136000;220000113600;01;0;1;3;1;1951;67;66;67;65;65;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;74;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;3;7;37;;;;30;3;3;;2;;2;0
220000114300001;2200001143000;220000114300;01;0;1;4;2;1933;85;84;85;75;75;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;1;1;1;2;00;00;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;1;3;;52;3;;69;71;7;2;;2;;;0
220000114400001;2200001144000;220000114400;01;0;1;4;1;1986;32;31;32;30;30;30;30;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;46;46;1;1;1;0;1;;;3;3;46;6;;1;3;5;;;;;;;;;;31;3;2;;2;;;0
220000114500002;2200001145000;220000114500;02;0;1;4;2;1958;60;59;60;60;60;60;60;2;5;1979;2;2;1;1;1;2;;;;2;2;01;00;03;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;77;76;6;2;2;0;2;2;1;;3;;;;;;;;;3;3;;56;;;;71;7;3;;3;;2;1
220000114600001;2200001146000;220000114600;01;0;1;4;2;1948;70;69;70;70;70;60;60;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;75;73;5;2;2;0;2;2;1;;3;;;;;;;;;3;2;5;46;;;;70;7;3;;3;;2;0
220000115300001;2200001153000;220000115300;01;0;1;5;1;1983;35;35;36;35;35;30;30;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;68;66;1;1;1;0;1;;;3;3;68;6;;2;3;;3;;;;;;;;;71;7;3;;3;;;0
220000115400001;2200001154000;220000115400;01;0;1;5;1;1986;32;32;33;30;30;30;30;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;56;56;4;1;2;0;2;2;1;;1;;;;;;;;;3;3;;56;;;;71;7;2;;2;;;0
220000115500001;2200001155000;220000115500;01;0;1;5;1;1981;37;37;38;35;35;30;30;1;1;;1;1;1;1;2;2;;;;2;2;00;01;03;03;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;38;36;1;1;1;0;1;;;3;3;38;6;;1;3;7;1;;;;;;;;;11;1;2;;2;;2;1
220000116100001;2200001161000;220000116100;01;0;1;6;1;1968;51;50;51;50;50;50;50;1;1;;1;1;3;2;;1;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;63;61;4;1;2;0;2;2;1;;2;;;;;;;;;2;3;;63;;;;71;7;3;;3;;;0
220000116200001;2200001162000;220000116200;01;0;1;6;2;1961;58;57;58;55;55;50;50;1;1;;1;1;1;1;2;2;;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;2;2;01;01;1;52;51;1;1;1;0;1;;;1;3;52;6;1;2;3;;;;;;;;;;;31;3;2;;3;;2;0
220000116400002;2200001164000;220000116400;02;0;1;6;2;1984;35;34;35;35;35;30;30;1;1;;1;1;1;1;1;1;2;;;2;2;01;00;03;03;03;03;03;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;01;1;85;82;6;2;2;0;2;2;2;;3;;;;;;;;;;;;;;;;71;7;;;;;2;1
220000116600003;2200001166000;220000116600;03;0;1;6;2;2010;8;8;9;05;05;00;00;1;1;;;;;2;;1;;;;1;1;02;02;00;10;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;0;2;2;02;02;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;2;1
220000121100001;2200001211000;220000121100;01;0;1;1;2;1932;85;85;86;75;75;60;60;1;1;;1;1;3;2;;3;2;;;2;2;00;;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;1;1;2;00;00;1;71;71;5;2;2;0;2;1;1;;3;;;;;;;;;5;;;11;7;;11;70;7;3;;3;;;0
220000121500001;2200001215000;220000121500;01;0;1;1;2;1945;73;72;73;70;70;60;60;1;1;;1;1;1;1;2;1;2;;;2;2;00;01;;;;;;;;;;;1;;;;;100;4;;2;;;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;2;2;1;2;01;01;1;77;76;5;2;2;0;2;2;1;;3;;;;;;;;;1;3;;52;;;;50;5;3;;3;;2;0
