IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;KVROUL;cylindree_fin;energie_fin;energie_agrege;hybride;energie_statinfo;energie_CritAir;critair;puis_fisc_fin;ANNEE_1mec;age;ANNEE_acq;dur_acq;KVAQUIV;KVAQUINO01;KVAQUINO02;KVAQUINO03;KVAQUINO04;KVAQUINO05;KVAQUINO06;KVAQUINO07;KVAQUINO08;KVAQUINO09;KVAQUINO10;KVAQUINO11;KVAQUINO12;KVAQUINO13;KVAQUINO14;KVAQUINO15;KVAQUINO16;KVAQUINO17;KVAQUINO18;KVAQUINO19;KVAQUINO20;KVAQUINO21;KVQUICONV01;KVQUICONV02;KVQUICONV03;KVQUICONV04;KVQUICONV05;KVQUICONV06;KVQUICONV07;KVQUICONV08;KVQUICONV09;KVQUICONV10;KVQUICONV11;KVQUICONV12;KVQUICONV13;KVQUICONV14;KVQUICONV15;KVQUICONV16;KVQUICONV17;KVQUICONV18;KVQUICONV19;KVQUICONV20;KVQUICONV21;KVQUI9COV;KVQUICONPV;KVKMV;indic_km_corr;KVKMVT;KVKM1ANV;indic_km_annu_corr;KVKM1ANVT;KVCONS;KVGAREJOUR;KVGARENUIT;KVGARELEC_FLAG;KVGARELEC_A;KVGARELEC_B
230000353400001;2300003534000;01;1584.4389645;1;999;;2;;;;;99;.;;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;100000;ENQUETE;5;;;9;9999;2;2;1;0;0
230000353500002;2300003535000;02;1123.7988366;1;1.2;ES;1;;2;4;2;5;2009;108;2012;69;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;32789.423077;INTERPO;2;4438.0199674;INTERPO;2;8;1;1;1;1;0
230000353500001;2300003535000;01;1123.7988366;1;2;GO;2;;4;2;2;9;2012;74;2012;74;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;62748.14359;INTERPO;3;9639.7488248;INTERPO;3;6;1;1;1;1;0
230000356400001;2300003564000;01;2401.5486005;1;1.6;GO;2;;4;2;2;5;2018;10;2018;3;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;13875.372683;ESTIMAT;1;17529.997349;ESTIMAT;5;9999;1;1;1;1;0
230000361500001;2300003615000;01;2032.9149746;1;1.2;ES;1;;2;4;1;5;2015;34;2015;34;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;2;28055.042156;INTERPO;2;9817.9198341;INTERPO;3;6.5;4;4;1;0;0
230000362400001;2300003624000;01;2360.5290915;1;1.7;ES;1;;2;4;3;7;2004;171;2004;171;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;81636.120668;INTERPO;4;7709.9807445;INTERPO;2;9999;1;1;1;1;0
230000362500002;2300003625000;02;1470.309411;1;1.5;GO;2;;4;2;2;4;2013;66;2017;15;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;20255.644351;INTERPO;1;4480.7949791;INTERPO;2;4.5;1;1;1;0;0
230000362500001;2300003625000;01;1470.309411;1;1.5;GO;2;;4;2;2;5;2015;35;2015;31;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;63039.276638;INTERPO;3;21934.543349;INTERPO;6;5;2;2;1;0;0
230000363400001;2300003634000;01;2153.503276;1;1.1;ES;1;;2;4;3;4;2003;185;2010;105;1;1;;;;;;;;;;;;;;;;;;;;;1;2;3;;;;;;;;;;;;;;;;;;;4;1;81157.193416;INTERPO;4;5215.2671346;INTERPO;2;9999;2;2;1;0;0
230000364400001;2300003644000;01;1977.1199203;1;1.4;GO;2;;4;2;3;4;2007;141;2007;141;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;126116.82514;INTERPO;5;11474.562842;INTERPO;4;5;2;2;1;0;0
230000364500002;2300003645000;02;1838.2903008;1;1.4;ES;1;;2;4;3;5;1999;231;1999;231;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;96772.930168;INTERPO;4;2890.4329609;INTERPO;1;5.5;1;1;1;1;0
230000364500001;2300003645000;01;1838.2903008;1;1.4;ES;1;;2;4;1;8;2015;39;2015;39;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;71523.412008;INTERPO;3;22011.84265;INTERPO;6;6.5;1;1;1;1;0
230000365400001;2300003654000;01;3018.2782958;1;1.6;ES;1;;2;4;2;7;2009;112;2009;112;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;21;28240.268908;INTERPO;2;3776.8711663;INTERPO;1;9999;1;1;1;0;0
230000365500002;2300003655000;02;1612.6225388;1;1.6;GO;2;;4;2;3;6;2007;141;2008;127;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;144282.74491;INTERPO;5;10763.027592;INTERPO;4;9999;2;2;1;0;0
230000365500001;2300003655000;01;1612.6225388;1;1.8;ES;1;;2;4;N;7;1990;349;2001;216;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;448636.62897;INTERPO;7;2521.1595792;INTERPO;1;9999;4;4;1;0;0
230000366400001;2300003664000;01;2490.2312994;1;1.7;ES;1;;2;4;3;7;2001;217;2003;191;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;80054.178932;INTERPO;4;756.40897195;INTERPO;1;9;1;1;1;0;0
230000371400001;2300003714000;01;2929.7684312;1;1;ES;1;;2;4;1;4;2015;31;2015;31;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;20877.794837;INTERPO;1;7946.1888587;INTERPO;2;9999;4;4;1;0;0
230000371500001;2300003715000;01;2216.1102687;1;1.6;GO;2;;4;2;2;7;2017;12;2017;12;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;17641.515548;ESTIMAT;1;17506.125306;ESTIMAT;5;6;1;1;1;0;0
230000371500002;2300003715000;02;2216.1102687;1;1.4;ES;1;;2;4;2;5;2006;139;2017;13;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;115343.59569;INTERPO;5;6001.3477089;INTERPO;2;4;3;3;1;0;0
230000372400001;2300003724000;01;1249.4093063;1;1.6;GO;2;;4;2;N;5;2007;136;2007;136;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;160676.4026;INTERPO;6;12030.779221;INTERPO;4;6.5;1;1;1;0;0
230000372500002;2300003725000;02;831.49644069;1;;;;;;;;;.;;2002;189;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;165184.2292;INTERPO;6;6137.7268906;INTERPO;2;5.5;2;2;1;0;0
230000372500001;2300003725000;01;;2;;;;;;;;;.;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
230000375400001;2300003754000;01;2196.5693625;1;1.6;GO;2;;4;2;3;6;2008;129;2016;35;1;4;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;3;4;225133.37612;INTERPO;7;38333.716418;INTERPO;6;6.6;4;4;1;0;0
230000375500001;2300003755000;01;2190.9436812;1;2;ES;1;;2;4;1;8;2017;18;2017;18;1;2;1;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;16371.288221;ESTIMAT;1;10995.297602;ESTIMAT;4;8;1;1;1;1;0
230000381400001;2300003814000;01;2218.3009349;1;1.6;ES;1;;2;4;3;7;2002;192;2011;88;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;61291.549467;INTERPO;3;4350.367189;INTERPO;2;9999;4;4;1;0;0
230000381400002;2300003814000;02;2218.3009349;1;1.4;ES;1;;2;4;3;5;1998;234;2016;26;1;3;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;4;;76486.836923;INTERPO;4;1565.5692308;INTERPO;1;9999;4;4;1;0;0
230000381500001;2300003815000;01;2156.9482213;1;1.2;ES;1;;2;4;1;4;2012;66;2013;62;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;35855.503429;INTERPO;2;5462.4507016;INTERPO;2;5;1;1;1;1;0
230000381500002;2300003815000;02;2156.9482213;1;1.6;GO;2;;4;2;2;5;2017;11;2017;6;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;16297.170399;ESTIMAT;1;17506.125306;ESTIMAT;5;5.2;1;1;1;1;0
230000382500002;2300003825000;02;870.73336299;1;1.1;ES;1;;2;4;1;4;2011;80;2015;32;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;2;63166.654206;INTERPO;3;7978.8317757;INTERPO;2;5;1;1;1;0;0
230000382500001;2300003825000;01;870.73336299;1;1.6;ES;1;;2;4;N;7;1999;230;2005;158;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;229355.47557;INTERPO;7;10149.084916;INTERPO;4;8;1;1;1;0;0
230000384400001;2300003844000;01;2599.4885702;1;1.5;GO;2;;4;2;2;6;2011;83;2016;33;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;167144.28032;INTERPO;6;10208.500225;INTERPO;4;6;3;3;1;0;0
230000385500002;2300003855000;02;1339.1019914;1;1.4;ES;1;;2;4;1;7;2011;94;2011;94;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;20038.519231;INTERPO;1;3256.9672244;INTERPO;1;8;1;1;1;1;0
230000385500001;2300003855000;01;1339.1019914;1;1.6;ES;1;;2;4;2;7;2005;164;2010;102;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;34486.749311;INTERPO;2;2742.2775459;INTERPO;1;6;1;1;1;1;0
230000392400001;2300003924000;01;2133.9704599;1;1.2;ES;1;;2;4;1;5;2013;63;2013;63;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;37487.272109;INTERPO;2;4574.170068;INTERPO;2;9999;1;1;1;0;0
230000392500001;2300003925000;01;961.24859702;1;2.1;GO;2;;4;2;4;8;2002;199;2002;196;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;159239.0749;INTERPO;6;8434.4868239;INTERPO;3;5.4;1;1;1;1;0
230000392500002;2300003925000;02;961.24859702;1;1.2;ES;1;;2;4;1;4;2014;46;2015;42;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;2;10318.070055;INTERPO;1;2649.7222559;INTERPO;1;7;4;2;1;0;0
230000394500001;2300003945000;01;1125.6822628;1;1.4;ES;1;;2;4;2;6;2006;148;2006;148;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;78710.226463;INTERPO;4;4356.9666976;INTERPO;2;7;1;1;1;1;0
230000394500002;2300003945000;02;1125.6822628;1;2;GO;2;;4;2;2;8;2012;78;2012;77;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;84519.424069;INTERPO;4;16885.156764;INTERPO;5;5.5;1;1;1;1;0
230000395400001;2300003954000;01;3580.9564817;1;1.1;ES;1;;2;4;1;4;2017;15;2018;5;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;13210.011832;ESTIMAT;1;10995.297602;ESTIMAT;4;5;1;1;1;0;0
230000395500001;2300003955000;01;2888.2101062;1;2;GO;2;;4;2;3;10;2007;135;2018;7;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;214371.33159;INTERPO;7;25444.048191;INTERPO;6;9999;3;3;1;0;0
230000401500001;2300004015000;01;1394.3068516;1;1.6;GO;2;;4;2;2;5;2010;93;2010;93;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;2;180386.5;INTERPO;6;18862.873134;INTERPO;5;5.3;1;1;1;1;0
230000401500002;2300004015000;02;1394.3068516;1;1.5;GO;2;;4;2;2;6;2012;72;2012;67;1;1;;;;;;;;;;;;;;;;;;;;;1;2;3;;;;;;;;;;;;;;;;;;;2;21;99828.136045;INTERPO;4;14222.2016;INTERPO;4;9999;1;1;1;1;0
230000402500002;2300004025000;02;1014.955283;1;2;GO;2;;4;2;2;8;2013;60;2014;48;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;76310.358974;INTERPO;4;20157.260459;INTERPO;6;6.5;2;2;1;1;0
230000402500001;2300004025000;01;1014.955283;1;0.6;ES;1;;2;4;N;3;1991;330;1993;306;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;2;12176.653479;INTERPO;1;1088.0286494;INTERPO;1;6.5;1;1;1;1;0
230000403400001;2300004034000;01;3447.5456968;1;1.6;ES;1;;2;4;3;7;2002;200;2005;164;1;1;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;4;3;95428.396406;ESTIMAT;4;2245.1307718;ESTIMAT;1;9999;1;1;1;0;0
230000403500001;2300004035000;01;1421.5059005;1;1.2;ES;1;;2;4;1;4;2016;30;2016;22;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;36983.039216;INTERPO;2;11027.819167;INTERPO;4;7.2;1;1;1;1;0
230000404400001;2300004044000;01;6201.2512198;1;1.4;ES;1;;2;4;3;5;1998;244;2013;64;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;172580.89617;INTERPO;6;5601.4664141;INTERPO;2;9999;3;2;1;0;0
230000404500001;2300004045000;01;1510.987333;1;1.6;GO;2;;4;2;2;6;2015;41;2016;25;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;49813.879811;INTERPO;2;14395.935179;INTERPO;4;6;4;4;1;0;0
230000404500002;2300004045000;02;1510.987333;1;1.6;GO;2;;4;2;2;6;2011;87;2014;58;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;2;136994.02326;INTERPO;5;5593.8372093;INTERPO;2;6;4;4;1;0;0
230000405500001;2300004055000;01;965.81034069;1;1.4;ES;1;;2;4;3;5;2000;226;2001;212;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;130491.21348;INTERPO;5;6896.9449051;INTERPO;2;9999;1;1;1;0;0
230000406400001;2300004064000;01;1901.9228538;1;1.1;ES;1;;2;4;1;4;2012;85;2018;11;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;75981.461728;INTERPO;4;13062.341474;INTERPO;4;7;1;1;1;0;0
230000411400001;2300004114000;01;3431.168568;1;1.4;;2;;;;4;4;2004;167;2007;128;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;185000;ENQUETE;6;9000;ENQUETE;3;5;3;3;1;0;0
230000412500002;2300004125000;02;2307.7465937;1;1.6;ES;1;;2;4;3;7;2003;180;2015;33;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;186290.81733;INTERPO;6;2418.2109228;INTERPO;1;9999;2;2;1;0;0
230000412500001;2300004125000;01;2307.7465937;1;2;GO;2;;4;2;2;8;2014;49;2016;22;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;81058.831081;INTERPO;4;19228.925656;INTERPO;5;9999;2;2;1;0;0
230000413500001;2300004135000;01;1874.6782326;1;1.6;GO;2;;4;2;3;6;2010;102;2011;90;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;2;133351.32931;INTERPO;5;14950.999841;INTERPO;4;6;2;2;1;0;0
230000413500002;2300004135000;02;1874.6782326;1;1.1;ES;1;;2;4;2;4;2009;114;2009;114;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;75336.838596;INTERPO;4;5165.3087572;INTERPO;2;9999;2;2;1;0;0
230000415400001;2300004154000;01;1265.9040648;1;1.6;ES;1;;2;4;3;6;2005;162;2005;161;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;116205.2;INTERPO;5;4457.876654;INTERPO;2;4.5;1;1;1;0;0
230000415500001;2300004155000;01;2229.8351725;1;999;;1;;;;1;99;2016;34;2016;34;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;1581.1077958;ESTIMAT;1;13031.076434;ESTIMAT;4;9999;2;2;1;0;0
230000421400002;2300004214000;02;2152.1244769;1;;ES;1;;2;4;N;2;1965;640;2015;36;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;77917.772003;ESTIMAT;4;1438.6580982;ESTIMAT;1;5.5;1;1;1;1;0
230000421400001;2300004214000;01;2152.1244769;1;1.8;ES;1;;2;4;3;7;1999;228;2002;194;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;173259.49315;INTERPO;6;6075;INTERPO;2;9;2;2;1;0;0
230000421500001;2300004215000;01;2001.7234891;1;1.2;ES;1;;2;4;3;4;2004;170;2018;2;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;166000;ENQUETE;6;150;ENQUETE;1;9999;1;1;1;1;0
230000423400001;2300004234000;01;2103.6477497;1;1.6;GO;2;;4;2;2;5;2010;95;2010;95;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;210511.75653;INTERPO;7;25956.671252;INTERPO;6;9999;2;2;1;0;0
230000423500001;2300004235000;01;1833.8828377;1;;ES;1;;2;4;N;3;1977;497;2009;108;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;82090.244156;INTERPO;4;687.98298056;INTERPO;1;9999;1;1;1;1;0
230000423500002;2300004235000;02;1833.8828377;1;1.2;ES;1;;2;4;1;7;2018;8;2018;8;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;7774.1367644;ESTIMAT;1;9651.5643504;ESTIMAT;3;9999;2;2;1;0;0
230000425500001;2300004255000;01;1050.3700896;2;;;;;;;;;.;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
230000426400001;2300004264000;01;2418.2490362;1;1.9;GO;2;;4;2;4;5;2001;212;.;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;203444.50788;INTERPO;7;196.88732949;INTERPO;1;9999;2;2;1;1;0
230000431500001;2300004315000;01;1260.1225273;1;999;;2;;;;2;7;2015;36;2015;36;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;53400;ENQUETE;3;20000;ENQUETE;6;5.6;3;2;1;0;0
230000431500002;2300004315000;02;1260.1225273;1;999;;1;;;;1;4;2015;36;2015;36;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;25000;ENQUETE;2;8000;ENQUETE;3;9999;2;2;1;0;0
230000432400001;2300004324000;01;5213.248778;1;1.1;ES;1;;2;4;2;5;2006;139;2016;29;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;109991.43766;INTERPO;5;8135.3541423;INTERPO;3;9999;1;1;1;0;0
230000432500001;2300004325000;01;1845.2376445;1;0.9;ES;1;;2;4;1;5;2018;6;2018;6;1;2;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;6107.5042843;ESTIMAT;1;9288.496099;ESTIMAT;3;6;1;1;1;0;0
230000435500001;2300004355000;01;2216.9460987;1;1.6;GO;2;;4;2;2;6;2013;73;2018;6;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;75772.375776;INTERPO;4;270.37939171;INTERPO;1;6;3;2;1;0;0
230000435500002;2300004355000;02;2216.9460987;1;1.6;GO;2;;4;2;2;6;2013;64;2016;28;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;37905.414907;INTERPO;2;9913.0372671;INTERPO;3;5.7;2;2;1;0;0
230000436400001;2300004364000;01;3108.7443875;1;2;GO;2;;4;2;2;8;2014;52;2015;43;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;165853.41758;INTERPO;6;52490.742641;INTERPO;6;8;2;2;1;0;0
230000441400001;2300004414000;01;2348.1425195;1;2.5;GO;2;;4;2;4;10;2003;178;2016;21;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;258401.60274;INTERPO;7;12910.232318;INTERPO;4;9999;4;4;1;0;0
230000441400002;2300004414000;02;2348.1425195;1;999;;2;;;;;99;.;;2018;4;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;103355.61838;IMPUTAT;5;2536.0959941;IMPUTAT;1;9999;2;2;1;0;0
230000441500001;2300004415000;01;1348.5115443;1;999;;1;;;;1;99;2017;12;2017;12;1;1;2;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;4;1;6000;ENQUETE;1;5000;ENQUETE;2;9999;4;4;1;0;0
230000441500002;2300004415000;02;1348.5115443;1;999;;2;;;;2;99;2011;80;2011;80;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;80000;ENQUETE;4;6118.3093771;IMPUTAT;2;9999;4;4;1;0;0
230000442500002;2300004425000;02;1768.1581153;1;2;ES;1;;2;4;2;12;2007;130;2018;6;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;93440.033241;INTERPO;4;12615.390662;INTERPO;4;12;2;2;1;0;0
230000442500001;2300004425000;01;1768.1581153;1;1.4;GO;2;;4;2;2;5;2013;61;2013;60;4;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;122077.75616;INTERPO;5;22000;ENQUETE;6;6.5;4;4;1;0;0
230000443500001;2300004435000;01;1728.3504795;1;1.6;GO;2;;4;2;2;5;2011;92;2014;45;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;144219.31198;INTERPO;5;11361.260446;INTERPO;4;9999;1;1;1;0;0
230000444400001;2300004444000;01;5961.2307552;1;1.6;GO;2;;4;2;4;5;2005;164;2005;164;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;161297.30012;INTERPO;6;2493.6691694;INTERPO;1;7;1;1;1;0;0
230000444500002;2300004445000;02;933.25088698;1;1.4;ES;1;;2;4;3;5;2000;227;2015;38;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;155186.26657;INTERPO;6;11835.780387;INTERPO;4;7;1;1;1;0;0
230000444500001;2300004445000;01;933.25088698;1;1.1;ES;1;;2;4;3;5;2005;159;2015;45;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;64479.677641;INTERPO;3;5562.6200274;INTERPO;2;6;4;4;1;0;0
230000445400001;2300004454000;01;2464.5323586;1;1.8;;2;;;;2;99;2016;34;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;18000;ENQUETE;1;7000;ENQUETE;2;7;2;2;1;0;0
230000452400001;2300004524000;01;3402.745178;1;1.5;GO;2;;4;2;2;6;2013;60;2013;60;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;43753.628611;INTERPO;2;8993.9614856;INTERPO;3;9999;1;1;1;0;0
230000452500001;2300004525000;01;2655.1499589;1;1.1;EG;3;;3;5;1;4;2011;89;2017;10;1;1;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;4;1;61339.295786;INTERPO;3;13031.076434;INTERPO;4;9999;2;2;1;0;0
230000454500002;2300004545000;02;2578.2740709;1;1.4;GO;2;;4;2;4;4;2005;164;2013;71;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;90111.593496;INTERPO;4;944.64769648;INTERPO;1;9999;2;2;1;0;1
230000454500001;2300004545000;01;2578.2740709;1;1.2;ES;1;;2;4;3;5;2000;226;2015;43;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;107511.80758;INTERPO;5;6488.4901685;INTERPO;2;9999;2;2;1;0;1
230000455500001;2300004555000;01;2299.333906;1;1.6;ES;1;;2;4;2;7;2007;142;2019;1;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;92724.471063;INTERPO;4;9758.1827099;INTERPO;3;10;2;2;1;0;0
230000461500002;2300004615000;02;2119.0513876;1;1.5;GO;2;;4;2;3;6;2006;141;2010;100;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;237853.89956;INTERPO;7;11988.300374;INTERPO;4;9999;2;2;1;0;0
230000461500001;2300004615000;01;2119.0513876;1;1.2;GO;2;;4;2;3;4;2008;120;2015;33;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;183676.71429;INTERPO;6;2659.2857143;INTERPO;1;9999;2;2;1;0;0
230000462400001;2300004624000;01;2386.4046362;1;1;ES;1;;2;4;1;5;2017;14;2017;10;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;12442.951033;ESTIMAT;1;11007.145983;ESTIMAT;4;6;2;2;1;0;0
230000462500002;2300004625000;02;2022.9145814;1;1.9;GO;2;;4;2;4;6;2004;167;2014;54;1;1;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;4;2;180163.01619;INTERPO;6;5621.2955466;INTERPO;2;9999;4;4;1;0;0
230000462500001;2300004625000;01;2022.9145814;1;1.4;ES;1;;2;4;1;5;2011;88;2011;88;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;42377.898352;INTERPO;2;5596.8337912;INTERPO;2;9999;4;4;1;0;0
230000463400001;2300004634000;01;3536.0174917;1;2;GO;2;;4;2;2;7;2016;26;2016;26;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;50593.517335;INTERPO;3;23666.069434;INTERPO;6;9999;4;2;1;0;0
