IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;KVROUL;cylindree_fin;energie_fin;energie_agrege;hybride;energie_statinfo;energie_CritAir;critair;puis_fisc_fin;ANNEE_1mec;age;ANNEE_acq;dur_acq;KVAQUIV;KVAQUINO01;KVAQUINO02;KVAQUINO03;KVAQUINO04;KVAQUINO05;KVAQUINO06;KVAQUINO07;KVAQUINO08;KVAQUINO09;KVAQUINO10;KVAQUINO11;KVAQUINO12;KVAQUINO13;KVAQUINO14;KVAQUINO15;KVAQUINO16;KVAQUINO17;KVAQUINO18;KVAQUINO19;KVAQUINO20;KVAQUINO21;KVQUICONV01;KVQUICONV02;KVQUICONV03;KVQUICONV04;KVQUICONV05;KVQUICONV06;KVQUICONV07;KVQUICONV08;KVQUICONV09;KVQUICONV10;KVQUICONV11;KVQUICONV12;KVQUICONV13;KVQUICONV14;KVQUICONV15;KVQUICONV16;KVQUICONV17;KVQUICONV18;KVQUICONV19;KVQUICONV20;KVQUICONV21;KVQUI9COV;KVQUICONPV;KVKMV;indic_km_corr;KVKMVT;KVKM1ANV;indic_km_annu_corr;KVKM1ANVT;KVCONS;KVGAREJOUR;KVGARENUIT;KVGARELEC_FLAG;KVGARELEC_A;KVGARELEC_B
430000072100001;4300000721000;01;2333.5993291;1;1.6;GO;2;;4;2;3;6;2007;129;2016;20;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;134023.75366;INTERPO;5;14569.109308;INTERPO;4;5;4;4;1;0;0
430000072200002;4300000722000;02;1128.3580993;1;1.6;GO;2;;4;2;2;5;2014;45;2014;45;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;51322.498284;INTERPO;3;13635.207649;INTERPO;4;6;1;1;1;1;0
430000072200001;4300000722000;01;1128.3580993;1;3;GO;2;;4;2;2;12;2011;80;2011;80;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;137861.72948;INTERPO;5;19492.780085;INTERPO;5;9;1;1;1;1;0
430000072400001;4300000724000;01;5653.298974;1;1.1;ES;1;;2;4;1;5;2014;48;2014;48;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;59311.238877;INTERPO;3;14585.172293;INTERPO;4;9999;3;3;1;0;0
430000072400002;4300000724000;02;5653.298974;1;2;;2;;;;5;5;2000;218;2018;3;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;256000;ENQUETE;7;500;ENQUETE;1;9999;3;3;1;0;0
430000072500001;4300000725000;01;1699.9104254;1;1.8;ES;1;;2;4;1;10;2013;63;2016;22;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;35289.506173;INTERPO;2;3725.1028807;INTERPO;1;7;3;3;1;0;0
430000073100001;4300000731000;01;1878.185305;1;1.5;GO;2;;4;2;2;5;2015;39;2017;12;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;34894.226519;INTERPO;2;10830.265884;INTERPO;4;7;2;2;1;0;0
430000073200002;4300000732000;02;2060.2148311;1;1.4;GO;2;;4;2;4;4;2005;161;2014;51;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;241545.66864;INTERPO;7;18664.034865;INTERPO;5;7;2;2;1;0;0
430000073200001;4300000732000;01;2060.2148311;1;1.4;GO;2;;4;2;2;4;2011;87;2014;50;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;103116.74743;INTERPO;5;13643.528405;INTERPO;4;7;2;2;1;0;0
430000073500001;4300000735000;01;1561.110409;1;;GO;2;;4;2;N;4;1995;273;2018;6;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;112754.37091;INTERPO;5;2400.3474455;INTERPO;1;5;1;1;1;1;0
430000074100002;4300000741000;02;2742.2533847;1;1.1;EG;3;;3;5;1;4;2005;155;2017;15;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;183966.83673;INTERPO;6;2218.3061224;INTERPO;1;7;2;2;1;0;0
430000074100001;4300000741000;01;2742.2533847;1;1.6;GO;2;;4;2;2;6;2015;44;2015;37;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;31890.526316;INTERPO;2;8751.9113573;INTERPO;3;6.5;1;1;1;1;0
430000074400001;4300000744000;01;3237.369548;1;1.1;ES;1;;2;4;3;5;1999;228;1999;228;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;91525.256198;INTERPO;4;1321.7926453;INTERPO;1;9999;1;1;1;0;0
430000075100001;4300000751000;01;619.33383314;1;1.6;GO;2;;4;2;2;6;2014;58;2015;47;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;109937.51295;INTERPO;5;21584.00614;INTERPO;6;5.2;2;2;1;0;0
430000075400001;4300000754000;01;2799.3581532;1;1.6;ES;1;;2;4;3;7;2004;169;2019;0;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;197178.5;INTERPO;6;15392.081246;INTERPO;5;9999;2;2;1;0;0
430000075500002;4300000755000;02;2927.9976665;1;;ES;1;;2;4;N;7;1992;317;2015;46;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;145732.76708;ESTIMAT;5;1195.914044;ESTIMAT;1;12;3;3;1;0;0
430000075500001;4300000755000;01;2927.9976665;1;1.9;GO;2;;4;2;4;8;2001;209;.;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;202363.98733;INTERPO;7;5238.7571323;INTERPO;2;6;1;1;1;0;0
430000076100001;4300000761000;01;1726.8562629;1;0.9;ES;1;;2;4;1;5;2018;7;2018;4;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;2;21;6306.2216808;ESTIMAT;1;10983.4763;ESTIMAT;4;5.5;1;1;1;1;0
430000076200001;4300000762000;01;1745.8454914;1;1.6;GO;2;;4;2;2;6;2016;30;2018;6;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;39591.929204;INTERPO;2;17939.486761;INTERPO;5;6;4;4;1;0;0
430000076200002;4300000762000;02;1745.8454914;1;0.9;ES;1;;2;4;1;5;2015;40;2016;39;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;44491.143985;INTERPO;2;12016.872859;INTERPO;4;6;2;2;1;0;0
430000076400001;4300000764000;01;1714.1334659;1;1.6;ES;1;;2;4;1;7;2013;63;2013;63;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;77389.181818;INTERPO;4;14235.975936;INTERPO;4;7;1;1;1;1;0
430000076500003;4300000765000;03;2064.8576452;1;0;GO;2;;4;2;N;6;1994;298;2014;54;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;252107.79371;ESTIMAT;7;610.94508357;ESTIMAT;1;9999;2;2;1;0;0
430000076500002;4300000765000;02;2064.8576452;1;1.6;ES;1;;2;4;1;9;2010;101;2010;101;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;77583.733424;INTERPO;4;5963.1779608;INTERPO;2;9999;2;2;1;0;0
430000076500001;4300000765000;01;2064.8576452;1;1.8;ES;1;;2;4;1;10;2017;21;2017;21;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;19469.20282;ESTIMAT;1;10995.297602;ESTIMAT;4;9999;2;2;1;0;0
430000081500001;4300000815000;01;1348.304608;1;2;GO;2;;4;2;4;5;2004;163;2011;83;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;116042.31507;INTERPO;5;10862;INTERPO;4;6;2;2;1;0;0
430000081500002;4300000815000;02;1348.304608;1;1;ES;1;;2;4;3;4;1999;224;2009;108;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;100153.26438;INTERPO;5;4071.5;INTERPO;2;6;2;2;1;0;0
430000082100001;4300000821000;01;3323.5960677;1;1.5;GO;2;;4;2;N;6;2006;148;2011;88;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;226595.4086;INTERPO;7;11446.478495;INTERPO;4;5;4;4;1;0;0
430000082100002;4300000821000;02;3323.5960677;1;1.7;GO;2;;4;2;3;7;2008;126;2017;14;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;143716.21687;INTERPO;5;4610.6291834;INTERPO;2;9999;4;3;1;0;0
430000082400001;4300000824000;01;2608.7207551;1;1.5;GO;2;;4;2;2;6;2013;64;2015;31;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;82155.931507;INTERPO;4;16959;INTERPO;5;5.5;2;2;1;0;0
430000082500002;4300000825000;02;1289.9648361;1;2;GO;2;;4;2;5;8;1999;231;2011;87;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;185823.26374;INTERPO;6;2464.7527473;INTERPO;1;7;1;1;1;0;0
430000082500001;4300000825000;01;1289.9648361;1;1.6;GO;2;;4;2;3;6;2010;99;2014;48;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;154245.32603;INTERPO;6;3919.5380495;INTERPO;1;6;1;1;1;1;0
430000083200002;4300000832000;02;2056.4997012;1;1.4;ES;1;;2;4;1;5;2011;84;2011;84;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;68066.973113;INTERPO;3;10968.362019;INTERPO;4;6;1;1;1;0;0
430000083200001;4300000832000;01;2056.4997012;1;1.9;GO;2;;4;2;3;6;2007;131;2007;131;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;170230.97493;INTERPO;6;24453.555409;INTERPO;6;5.5;1;1;1;0;0
430000083500001;4300000835000;01;1934.0481599;1;1.6;GO;2;;4;2;2;6;2011;91;2016;28;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;89509.345708;INTERPO;4;14413.085035;INTERPO;4;5.4;1;1;1;1;0
430000083500002;4300000835000;02;1934.0481599;1;1.4;GO;2;;4;2;3;4;2010;101;2010;101;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;150981.81159;INTERPO;6;9690.0155967;INTERPO;3;4.9;1;1;1;1;0
430000084100001;4300000841000;01;2980.2358059;1;1.3;ES;1;;2;4;3;5;2005;164;2008;128;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;172443.6691;INTERPO;6;5555.3425656;INTERPO;2;6;1;1;1;1;0
430000084200001;4300000842000;01;1303.8338501;1;1.5;GO;2;;4;2;N;4;2005;161;2007;131;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;176832.97015;ESTIMAT;6;7476.432809;ESTIMAT;2;5;2;2;1;1;0
430000084200002;4300000842000;02;1303.8338501;1;1.5;GO;2;;4;2;2;5;2015;39;2015;37;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;61334.467706;INTERPO;3;19036.633259;INTERPO;5;5;2;1;1;1;0
430000085100001;4300000851000;01;2212.983491;1;1.5;EH;4;Hybride non rechargeable;5;4;1;4;2013;64;2014;56;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;108062.66667;INTERPO;5;16973.629463;INTERPO;5;7;2;2;1;0;0
430000085400001;4300000854000;01;1735.3487992;1;0;GO;2;;4;2;4;6;2003;189;2017;21;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;313971.10012;INTERPO;7;23953.782425;INTERPO;6;9999;2;2;1;0;0
430000085500001;4300000855000;01;2209.5295494;1;1;ES;1;;2;4;1;4;2014;57;2014;57;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;72487.900621;INTERPO;3;14986.018184;INTERPO;4;4;4;4;1;0;0
430000085500002;4300000855000;02;2209.5295494;1;1.6;GO;2;;4;2;2;6;2014;53;2018;9;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;69005.288591;INTERPO;3;11984.643154;INTERPO;4;5;4;4;1;0;0
430000086100001;4300000861000;01;2771.0542281;1;1.4;GO;2;;4;2;3;4;2008;124;2017;21;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;171084.77612;INTERPO;6;10382.222876;INTERPO;4;5;2;2;1;0;0
430000086200001;4300000862000;01;838.89268187;1;2.2;GO;2;;4;2;3;10;2010;110;2016;38;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;128000.5526;INTERPO;5;16406.193194;INTERPO;5;7;2;2;1;0;0
430000086200002;4300000862000;02;838.89268187;1;1.4;ES;1;;2;4;2;6;2009;117;.;;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;93263.527704;INTERPO;4;8549.0897098;INTERPO;3;7.5;2;2;1;0;0
430000086500002;4300000865000;02;2128.1433425;1;2.1;GO;2;;4;2;2;11;2015;49;2018;8;1;1;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;21;48357.78576;INTERPO;2;11285.204045;INTERPO;4;7;1;1;1;1;0
430000086500001;4300000865000;01;2128.1433425;1;1.1;ES;1;;2;4;2;5;2009;111;2009;111;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;21;48012.602094;INTERPO;2;3294.5549738;INTERPO;1;4.5;1;1;1;1;0
430000091100001;4300000911000;01;1836.0266821;1;2;GO;2;;4;2;2;8;2015;37;2015;37;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;53440.076341;INTERPO;3;17462.513755;INTERPO;5;6;1;1;1;1;0
430000091200002;4300000912000;02;1127.2307322;1;1.6;GO;2;;4;2;2;5;2013;61;2016;25;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;21;99959.668848;INTERPO;4;21011.865183;INTERPO;6;6;2;2;1;0;0
430000091200001;4300000912000;01;1127.2307322;1;1.6;GO;2;;4;2;2;6;2016;27;2017;8;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;51185.98218;INTERPO;3;22188.697738;INTERPO;6;5.4;2;2;1;0;0
430000091400001;4300000914000;01;2451.2002166;1;1.1;ES;1;;2;4;2;4;2010;95;2010;95;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;21;10769.153846;INTERPO;1;379.50417049;INTERPO;1;10;1;1;1;1;0
430000091500001;4300000915000;01;1387.5517707;1;1.6;GO;2;;4;2;2;6;2012;66;2015;35;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;124177.50549;INTERPO;5;27001.978022;INTERPO;6;6;1;1;1;1;0
430000091500002;4300000915000;02;1387.5517707;1;1.2;ES;1;;2;4;1;4;2015;32;2016;21;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;29527.077244;INTERPO;2;10886.245651;INTERPO;4;5;1;1;1;1;0
430000092200001;4300000922000;01;980.2147178;1;1.5;GO;2;;4;2;2;6;2012;70;2012;70;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;153663.89793;INTERPO;6;22839.387567;INTERPO;6;6;1;1;1;1;0
430000092200002;4300000922000;02;980.2147178;1;1.6;ES;1;;2;4;3;7;2003;181;2014;50;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;105837.18182;INTERPO;5;2864.1575589;INTERPO;1;7;1;1;1;1;0
430000092400001;4300000924000;01;1195.7942355;1;2;GO;2;;4;2;4;7;2000;213;2000;213;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;225507.31616;INTERPO;7;7036.7595775;INTERPO;2;9999;1;1;1;0;0
430000092500001;4300000925000;01;1560.6609818;1;0;GO;2;;4;2;3;8;2008;119;.;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;141118.64261;INTERPO;5;3958.5986654;INTERPO;1;10;2;1;1;1;0
430000093100001;4300000931000;01;1706.572251;1;1.6;GO;2;;4;2;3;6;2006;150;2010;95;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;75526.334254;INTERPO;4;3432.3469406;INTERPO;1;6;1;1;1;1;0
430000093500003;4300000935000;03;927.06142373;1;1.4;ES;1;;2;4;3;5;2003;186;2014;50;1;2;1;;;;;;;;;;;;;;;;;;;;2;1;3;;;;;;;;;;;;;;;;;;;4;2;226702.82609;INTERPO;7;8424.7554348;INTERPO;3;5.5;1;2;1;0;0
430000093500001;4300000935000;01;927.06142373;1;2;GO;2;;4;2;2;9;2013;67;2007;136;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;112537.80389;INTERPO;5;7809.6801113;INTERPO;2;6;1;1;1;1;0
430000093500002;4300000935000;02;927.06142373;1;0;GO;2;;4;2;5;9;1999;230;2014;49;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;125791.24638;INTERPO;5;12552.631009;INTERPO;4;7.9;1;1;1;1;0
430000094100001;4300000941000;01;4026.8659641;1;1.6;GO;2;;4;2;2;4;2014;48;2014;48;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;23997.096953;INTERPO;1;5953.8512544;INTERPO;2;4.6;1;1;1;1;0
430000094200002;4300000942000;02;1649.9678923;1;1.5;GO;2;;4;2;2;5;2015;45;2016;26;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;60823.648593;INTERPO;3;16099.080302;INTERPO;5;5;2;2;1;0;0
430000094200001;4300000942000;01;1649.9678923;1;1.6;GO;2;;4;2;3;5;2010;101;2014;53;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;134944.18584;INTERPO;5;6047.7971245;INTERPO;2;8;2;2;1;0;0
430000094400001;4300000944000;01;2915.8130643;1;1.4;GO;2;;4;2;3;4;2008;122;2017;21;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;204453;INTERPO;7;20172.926829;INTERPO;6;9999;2;2;1;0;0
430000095200001;4300000952000;01;1563.3161447;1;1.5;GO;2;;4;2;3;6;2006;150;2017;16;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;93044.945378;INTERPO;4;15232.505975;INTERPO;5;6.5;1;1;1;1;0
430000095200002;4300000952000;02;1563.3161447;1;2.2;GO;2;;4;2;3;7;2008;128;2015;45;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;171499.43683;INTERPO;6;3667.8551821;INTERPO;1;8.5;2;2;1;1;0
430000095400001;4300000954000;01;2343.1114874;1;1.2;ES;1;;2;4;1;4;2015;41;2018;3;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;29249.404596;INTERPO;2;8465.8482662;INTERPO;3;5.5;1;1;1;1;0
430000096100002;4300000961000;02;2464.6539132;1;2.8;GO;2;;4;2;N;9;1997;263;2010;110;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;258972.73486;ESTIMAT;7;1381.2957622;INTERPO;1;10;2;2;1;0;0
430000096100001;4300000961000;01;2464.6539132;1;3;GO;2;;4;2;4;11;2001;210;2010;100;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;274287.94565;INTERPO;7;11943.498007;INTERPO;4;10;3;3;1;1;0
430000096200003;4300000962000;03;1886.706267;1;1.6;GO;2;;4;2;2;6;2018;14;2018;14;4;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;25879.768465;ESTIMAT;2;24526.893375;ESTIMAT;6;6.5;2;2;1;0;0
430000096200001;4300000962000;01;1886.706267;1;2;GO;2;;4;2;2;8;2009;112;2014;58;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;165497.33333;INTERPO;6;9069.985178;INTERPO;3;7;1;1;1;1;0
430000096200002;4300000962000;02;;2;;;;;;;;;.;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
430000101100001;4300001011000;01;1325.7831563;1;0;GO;2;;4;2;4;8;2002;189;2011;77;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;357785.8229;INTERPO;7;26383.686484;INTERPO;6;6.9;2;2;1;1;0
430000101200002;4300001012000;02;1560.4011185;1;999;GO;2;;4;2;4;5;2004;168;2004;168;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;21;73000;ENQUETE;3;2000;ENQUETE;1;5;1;1;1;0;0
430000101200001;4300001012000;01;1560.4011185;1;;ES;1;;2;4;N;5;1996;267;2010;90;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;62058.395414;ESTIMAT;3;4832.8265476;ESTIMAT;2;9999;1;1;1;0;0
430000101500001;4300001015000;01;1454.4899755;1;1;ES;1;;2;4;1;4;2015;33;2017;9;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;21201.766304;INTERPO;1;7738.6447011;INTERPO;2;5;4;4;1;0;0
430000103100001;4300001031000;01;1870.5661795;1;1.6;ES;1;;2;4;3;7;1999;234;1999;234;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;110485.60776;INTERPO;5;2276.5301724;INTERPO;1;9999;1;1;1;0;0
430000103400001;4300001034000;01;2903.8186849;1;1.4;ES;1;;2;4;N;6;1989;356;1989;356;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;51101.814371;INTERPO;3;358.53217041;INTERPO;1;9999;1;1;1;1;0
430000103500002;4300001035000;02;1136.1954906;1;1.5;GO;2;;4;2;4;6;2005;163;2011;83;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;135696.07222;INTERPO;5;6875.0214896;INTERPO;2;6;3;3;1;0;0
430000103500001;4300001035000;01;1136.1954906;1;1.6;GO;2;;4;2;3;5;2009;111;2009;111;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;2;140247.23978;INTERPO;5;16210.674387;INTERPO;5;5.5;4;4;1;0;0
430000104100001;4300001041000;01;2208.9389174;1;2;GO;2;;4;2;4;8;2005;160;2011;91;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;126896.18493;INTERPO;5;4452.5;INTERPO;2;9;1;1;1;1;0
430000104200002;4300001042000;02;1278.266542;1;0;GO;2;;4;2;4;5;2002;197;2011;94;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;300520.80301;INTERPO;7;9150.9644323;INTERPO;3;8;2;2;1;0;0
430000104200001;4300001042000;01;1278.266542;1;1.5;GO;2;;4;2;2;4;2012;72;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;4;2;124066.43407;INTERPO;5;28228.337912;INTERPO;6;7;2;2;1;0;0
430000104400001;4300001044000;01;2256.9915821;1;1.1;ES;1;;2;4;2;5;2006;150;2006;150;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;28817.374057;INTERPO;2;1040.3841346;INTERPO;1;7;1;1;1;0;0
430000105100001;4300001051000;01;3083.5507635;1;998;;;;;;;98;.;;.;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;135000;ENQUETE;5;8000;ENQUETE;3;9999;1;1;1;0;0
430000105200001;4300001052000;01;1080.3076043;1;1.1;ES;1;;2;4;2;5;2010;108;2012;75;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;89694.664557;INTERPO;4;13666.457138;INTERPO;4;7;1;1;1;1;0
430000105200002;4300001052000;02;1080.3076043;1;1.6;GO;2;;4;2;N;4;1988;368;1993;311;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;299446.60672;ESTIMAT;7;6419.8390771;ESTIMAT;2;7;1;1;1;0;0
430000105400001;4300001054000;01;1887.9620771;1;1.5;GO;2;;4;2;3;5;2008;125;2011;96;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;108975.64795;INTERPO;5;4141.2069852;INTERPO;2;9999;2;2;1;0;0
430000105500001;4300001055000;01;1064.496519;1;999;GO;2;;4;2;3;5;2004;173;2012;80;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;228701.38564;INTERPO;7;25668.421427;INTERPO;6;9999;2;2;1;0;0
430000105500002;4300001055000;02;1064.496519;1;1.6;GO;2;;4;2;3;6;2010;103;2015;43;1;2;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;4;2;246712.82733;INTERPO;7;26510.980941;INTERPO;6;9999;2;2;1;0;0
430000106200001;4300001062000;01;1769.2630619;1;1.4;GO;2;;4;2;3;5;2009;113;2009;113;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;129861.98601;INTERPO;5;18397.735783;INTERPO;5;5;2;1;1;0;0
430000106400001;4300001064000;01;2440.7654385;1;1.1;ES;1;;2;4;N;5;1998;252;1998;252;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;142561.42617;ESTIMAT;5;2231.7284696;ESTIMAT;1;9999;4;4;1;0;0
430000111200002;4300001112000;02;1801.9173359;1;1;ES;1;;2;4;1;4;2013;56;2015;29;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;57470.272727;INTERPO;3;15605.509642;INTERPO;5;5;2;2;1;0;0
430000111200001;4300001112000;01;1801.9173359;1;1.7;GO;2;;4;2;2;6;2011;87;2011;80;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;163508.34066;INTERPO;6;24795.934066;INTERPO;6;6;2;2;1;0;0
