IDENT_MEN;IDENT_IND;NOIK;pond_indC;TRAVAILLE;ETUDIE;BTRAVFIX;BTRAVTEL;BTRAVNBJ;BTRAVEMPL;BTRAVELEC_FLAG;BTRAVELEC_A;BTRAVELEC_B;BPERMIS;BCARTABON;BTYP1CART;BTYP1RES_FLAG;BTYP1RES_A;BTYP1RES_B;BTYP1RES_C;BTYP1RES_D;BTYP1RES_E;BTYP1RES_F;BTYP1RES_G;BTYP2CART;BTYP2RES_FLAG;BTYP2RES_A;BTYP2RES_B;BTYP2RES_C;BTYP2RES_D;BTYP2RES_E;BTYP2RES_F;BTYP2RES_G;BTYP3CART;BTYP3RES_FLAG;BTYP3RES_A;BTYP3RES_B;BTYP3RES_C;BTYP3RES_D;BTYP3RES_E;BTYP3RES_F;BTYP3RES_G;BTYP4CART;BTYP4RES_FLAG;BTYP4RES_A;BTYP4RES_B;BTYP4RES_C;BTYP4RES_D;BTYP4RES_E;BTYP4RES_F;BTYP4RES_G;BABONNVLS;BNBVLS;BCARTPEAGE;BCARTPTYPE_FLAG;BCARTPTYPE_A;BCARTPTYPE_B;BCARTPTYPE_C;BCARTPTYPE_D;BCARTPTYPE_E;BCARTPTYPE_F;BABONNAUTOP;BAUTOPTYP;BNBAUTOP;GAGENE;GADIFFI_FLAG;GADIFFI_A;GADIFFI_B;GADIFFI_C;GADIFFI_D;GADIFFI_E;GADIFFI_F;GAGENE1CIRC;GAGENE2CIRC;GAGENE3CIRC;GAGENE4CIRC;GAGENE5CIRC;GAGENE6CIRC;GAGENE7CIRC;GAGENE8CIRC;GAGENE9CIRC;GAGENE10CIRC;GAGENE11CIRC;GAGENE12CIRC;GAGENE13CIRC;GAGENE14CIRC;GAGENE15CIRC;GAGENE16CIRC;IMMODEP_FLAG;IMMODEP_A;IMMODEP_B;IMMODEP_C;IMMODEP_D;IMMODEP_E;IMMODEP_F;IMMODEP_G;MIMMOSAM;MIMMODIM;MIMMOSEM;MDATE_jour;MDATE_mois;MDATE_delai;MRAISIMMOJOUV;MRAISIMMOSAM_FLAG;MRAISIMMOSAM_A;MRAISIMMOSAM_B;MRAISIMMOSAM_C;MRAISIMMOSAM_D;MRAISIMMOSAM_E;MRAISIMMOSAM_F;MRAISIMMOSAM_G;MRAISIMMOSAM_H;MRAISIMMOSAM_I;MRAISIMMOSAM_J;MRAISIMMODIM_FLAG;MRAISIMMODIM_A;MRAISIMMODIM_B;MRAISIMMODIM_C;MRAISIMMODIM_D;MRAISIMMODIM_E;MRAISIMMODIM_F;MRAISIMMODIM_G;MRAISIMMODIM_H;MRAISIMMODIM_I;MRAISIMMODIM_J;BTCSATISF;BTCRAISINSATISF_FLAG;BTCRAISINSATISF_A;BTCRAISINSATISF_B;BTCRAISINSATISF_C;BTCRAISINSATISF_D;BTCRAISINSATISF_E;BTCRAISINSATISF_F;BTCRAISINSATISF_G;BTCRAISINSATISF_H;BCOVLDF;BCV1MOT_FLAG;BCV1MOT_A;BCV1MOT_B;BCV1MOT_C;BCV1REL_FLAG;BCV1REL_A;BCV1REL_B;BCV1REL_C;BCV1REL_D;BCV1NB;BCOVLDNF;BCV2MOT_FLAG;BCV2MOT_A;BCV2MOT_B;BCV2MOT_C;BCV2REL_FLAG;BCV2REL_A;BCV2REL_B;BCV2REL_C;BCV2REL_D;BCV2NB;BCVTV;BCVTVFQ;BCVTVREL_FLAG;BCVTVREL_A;BCVTVREL_B;BCVTVREL_C;BCVTVREL_D;BCVTVFIN;FCMMODIF_A;FCMMODIF_B;FCMANURAIS_A;FCMANURAIS_B;FCMANURAIS_C;FCMANURAIS_D;FCMANURAIS_E;FCMANUOU_A;FCMANUOU_B;FCMANUOU_C;FCMMODRAIS_A;FCMMODRAIS_B;FCMMODRAIS_C;FCMMODRAIS_D;FCMMODRAIS_E;FCMMODQUOI_A;FCMMODQUOI_B;FCMMODQUOI_C;FCMMODMOYINI;FCMMODMOYFIN;dist_ign_trav;dist_vo_trav;dist_ign_etude;dist_vo_etude
1100000114000;110000011400001;01;1842.9770767;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000115000;110000011500001;01;7793.5297662;2;1;;;;;0;;;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;1;1;1;1;1;1;2;vendredi;juin;3;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;23.415;17.572
1100000116000;110000011600002;02;1666.9073394;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;1;1;1;0;1;1;1;2;mercredi;mai;1;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000124000;110000012400001;01;3396.2855635;1;2;1;5;5;1;1;0;1;1;1;2.1;1;1;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;août;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;53.343;37.336;;
1100000125000;110000012500002;02;3989.2669921;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;3;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;2;lundi;juillet;2;;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000135000;110000013500002;02;3843.2215734;1;2;1;5;5;2;1;0;1;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;5.207;4.544;;
1100000136000;110000013600001;01;3142.1718106;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;0;0;1;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;octobre;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;1;0;0;0;0;0;0;1;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;24.69;20.544;;
1100000144000;110000014400001;01;3306.7784517;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;novembre;5;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000146000;110000014600002;02;11750.653919;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;décembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;24.554;18.44;;
1100000147000;110000014700001;01;2872.5229712;1;2;1;5;5;2;-1;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;17.772;13.289;;
1100000153000;110000015300001;01;4723.7413312;1;2;1;5;5;1;1;0;0;2;1;2.1;1;0;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;février;5;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;1;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;1;0;0;0;1;0;0;0;0;1;;;;;;;;;;;31.953;24.235;;
1100000154000;110000015400002;02;5474.8569569;1;2;1;2;4;1;1;0;1;1;1;2.1;1;0;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;février;2;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000155000;110000015500004;04;6362.3069936;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;1;1;2;mercredi;février;1;;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.779;0.442
1100000157000;110000015700001;01;3111.1564806;2;2;;;;;0;;;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;février;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000158000;110000015800001;01;4223.9848724;1;2;1;5;5;1;1;1;1;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;janvier;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;5.226;4.108;;
1100000165000;110000016500001;01;2982.4402301;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;1;2;2;lundi;mars;1;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;3;1;1;0;0;0;0;0;0;1;2;0;;;;0;;;;;;1;1;0;1;0;1;0;0;1;0;0;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000167000;110000016700001;01;23897.916566;1;2;1;3;5;2;1;1;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;1.428;0.678;;
1100000223000;110000022300001;01;8033.8744184;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;juillet;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000225000;110000022500001;01;1583.2761194;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;0;0;0;1;2;2;vendredi;juillet;3;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;2;1;0;0;0;1;0;1;1;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000226000;110000022600002;02;14121.197651;1;2;1;5;4;2;1;0;0;1;1;1.3;1;0;0;1;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;juillet;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000227000;110000022700001;01;1986.984991;1;2;1;5;5;2;1;1;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;août;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;0.914;0.105;;
1100000228000;110000022800001;01;2647.6468652;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;1;1;1;0;0;0;0;0;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;0;0;0;0;0;2;2;2;mercredi;juillet;2;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000234000;110000023400003;03;7389.157831;2;1;;;;;0;;;;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.751;3.665
1100000235000;110000023500002;02;2538.5181129;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;octobre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000238000;110000023800001;01;2167.8160762;1;2;1;5;5;1;1;0;0;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;octobre;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000243000;110000024300001;01;4271.6095414;2;2;;;;;0;;;2;1;1.5;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;1;1;0;0;0;0;0;1;1;2;3;2;2;2;3;2;2;3;2;2;3;2;2;2;1;1;1;1;1;1;0;1;1;1;2;mardi;novembre;6;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000255000;110000025500002;02;7347.6028842;1;2;1;4;5;2;-1;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;2;1;2;lundi;février;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;14.489;11.285;;
1100000257000;110000025700002;02;12037.889853;1;2;1;5;5;1;1;0;0;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;février;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;12.19;8.744;;
1100000264000;110000026400001;01;4219.8418234;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;1;1;2;mercredi;mars;5;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000265000;110000026500001;01;3924.9019394;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;mars;3;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;1;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;24.22;21.709;;
1100000268000;110000026800001;01;2384.4426227;2;2;;;;;0;;;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;1;0;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;1;1;3;3;3;3;3;3;1;3;3;3;3;3;3;3;1;0;0;1;1;0;0;0;2;2;2;vendredi;mars;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000313000;110000031300002;02;5524.8784746;2;2;;;;;0;;;1;1;2.1;1;0;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;juin;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000314000;110000031400001;01;4024.4868949;1;2;1;5;3;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;12.246;9.618;;
1100000315000;110000031500001;01;4055.9125325;1;2;1;5;4;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;24.965;14.839;;
1100000325000;110000032500002;02;2639.0791169;1;2;1;5;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;2;2;3;3;3;3;3;2;1;1;3;2;2;2;3;3;1;0;0;0;0;0;0;0;2;2;2;lundi;juillet;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;1;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;7.595;5.699;;
1100000326000;110000032600001;01;5145.369054;1;2;1;5;5;2;1;0;1;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;août;2;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;0;0;0;0;0;0;1;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000328000;110000032800003;03;7732.6763285;2;1;;;;;0;;;;1;2.2;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;;;;3;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;0;0;1;0;1;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100000333000;110000033300001;01;2185.7609841;1;2;1;5;5;1;-1;;;2;1;2.1;1;0;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;44.47;36.849;;
1100000334000;110000033400001;01;5972.9295076;1;2;1;5;4;1;1;0;0;1;1;2.1;1;0;0;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;28.287;15.476;;
1100000335000;110000033500001;01;5444.425731;1;2;1;5;4;2;1;0;1;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;0;0;0;0;0;0;1;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;44.624;30.622;;
1100000338000;110000033800001;01;1184.7559705;2;2;;;;;0;;;2;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;3;1;1;0;0;1;0;0;1;1;1;1;1;2;1;1;1;3;3;3;3;3;3;3;1;1;1;0;1;0;1;0;1;1;2;vendredi;septembre;3;;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000344000;110000034400003;03;13345.981532;1;2;1;5;5;1;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;novembre;6;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000347000;110000034700001;01;3619.7939179;1;2;5;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;2;2;2;mercredi;décembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
1100000353000;110000035300001;01;2827.9796062;2;2;;;;;0;;;1;1;2.1;1;1;1;0;1;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;1;1;0;0;1;1;2;vendredi;février;3;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;1;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;
