IDENT_MEN;IDENT_IND;NOIK;pond_indC;TRAVAILLE;ETUDIE;BTRAVFIX;BTRAVTEL;BTRAVNBJ;BTRAVEMPL;BTRAVELEC_FLAG;BTRAVELEC_A;BTRAVELEC_B;BPERMIS;BCARTABON;BTYP1CART;BTYP1RES_FLAG;BTYP1RES_A;BTYP1RES_B;BTYP1RES_C;BTYP1RES_D;BTYP1RES_E;BTYP1RES_F;BTYP1RES_G;BTYP2CART;BTYP2RES_FLAG;BTYP2RES_A;BTYP2RES_B;BTYP2RES_C;BTYP2RES_D;BTYP2RES_E;BTYP2RES_F;BTYP2RES_G;BTYP3CART;BTYP3RES_FLAG;BTYP3RES_A;BTYP3RES_B;BTYP3RES_C;BTYP3RES_D;BTYP3RES_E;BTYP3RES_F;BTYP3RES_G;BTYP4CART;BTYP4RES_FLAG;BTYP4RES_A;BTYP4RES_B;BTYP4RES_C;BTYP4RES_D;BTYP4RES_E;BTYP4RES_F;BTYP4RES_G;BABONNVLS;BNBVLS;BCARTPEAGE;BCARTPTYPE_FLAG;BCARTPTYPE_A;BCARTPTYPE_B;BCARTPTYPE_C;BCARTPTYPE_D;BCARTPTYPE_E;BCARTPTYPE_F;BABONNAUTOP;BAUTOPTYP;BNBAUTOP;GAGENE;GADIFFI_FLAG;GADIFFI_A;GADIFFI_B;GADIFFI_C;GADIFFI_D;GADIFFI_E;GADIFFI_F;GAGENE1CIRC;GAGENE2CIRC;GAGENE3CIRC;GAGENE4CIRC;GAGENE5CIRC;GAGENE6CIRC;GAGENE7CIRC;GAGENE8CIRC;GAGENE9CIRC;GAGENE10CIRC;GAGENE11CIRC;GAGENE12CIRC;GAGENE13CIRC;GAGENE14CIRC;GAGENE15CIRC;GAGENE16CIRC;IMMODEP_FLAG;IMMODEP_A;IMMODEP_B;IMMODEP_C;IMMODEP_D;IMMODEP_E;IMMODEP_F;IMMODEP_G;MIMMOSAM;MIMMODIM;MIMMOSEM;MDATE_jour;MDATE_mois;MDATE_delai;MRAISIMMOJOUV;MRAISIMMOSAM_FLAG;MRAISIMMOSAM_A;MRAISIMMOSAM_B;MRAISIMMOSAM_C;MRAISIMMOSAM_D;MRAISIMMOSAM_E;MRAISIMMOSAM_F;MRAISIMMOSAM_G;MRAISIMMOSAM_H;MRAISIMMOSAM_I;MRAISIMMOSAM_J;MRAISIMMODIM_FLAG;MRAISIMMODIM_A;MRAISIMMODIM_B;MRAISIMMODIM_C;MRAISIMMODIM_D;MRAISIMMODIM_E;MRAISIMMODIM_F;MRAISIMMODIM_G;MRAISIMMODIM_H;MRAISIMMODIM_I;MRAISIMMODIM_J;BTCSATISF;BTCRAISINSATISF_FLAG;BTCRAISINSATISF_A;BTCRAISINSATISF_B;BTCRAISINSATISF_C;BTCRAISINSATISF_D;BTCRAISINSATISF_E;BTCRAISINSATISF_F;BTCRAISINSATISF_G;BTCRAISINSATISF_H;BCOVLDF;BCV1MOT_FLAG;BCV1MOT_A;BCV1MOT_B;BCV1MOT_C;BCV1REL_FLAG;BCV1REL_A;BCV1REL_B;BCV1REL_C;BCV1REL_D;BCV1NB;BCOVLDNF;BCV2MOT_FLAG;BCV2MOT_A;BCV2MOT_B;BCV2MOT_C;BCV2REL_FLAG;BCV2REL_A;BCV2REL_B;BCV2REL_C;BCV2REL_D;BCV2NB;BCVTV;BCVTVFQ;BCVTVREL_FLAG;BCVTVREL_A;BCVTVREL_B;BCVTVREL_C;BCVTVREL_D;BCVTVFIN;FCMMODIF_A;FCMMODIF_B;FCMANURAIS_A;FCMANURAIS_B;FCMANURAIS_C;FCMANURAIS_D;FCMANURAIS_E;FCMANUOU_A;FCMANUOU_B;FCMANUOU_C;FCMMODRAIS_A;FCMMODRAIS_B;FCMMODRAIS_C;FCMMODRAIS_D;FCMMODRAIS_E;FCMMODQUOI_A;FCMMODQUOI_B;FCMMODQUOI_C;FCMMODMOYINI;FCMMODMOYFIN;dist_ign_trav;dist_vo_trav;dist_ign_etude;dist_vo_etude
4200001335000;420000133500004;04;7238.3189481;2;1;;;;;0;;;;1;2.2;1;0;1;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.019;2.935
4200001342000;420000134200004;04;8300.7467043;2;1;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;novembre;6;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;109.467;79.92
4200001344000;420000134400001;01;3739.584333;1;2;1;5;1;2;-1;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;0;2;1;2;mercredi;décembre;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001345000;420000134500003;03;7534.8967844;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.179;2.761
4200001352000;420000135200002;02;2400.4196087;1;2;1;5;5;2;1;0;1;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;janvier;3;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001355000;420000135500003;03;4915.2291692;2;1;;;;;0;;;;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;2;1;2;mardi;janvier;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;177.764;134.93
4200001364000;420000136400001;01;6815.1046212;1;2;1;5;5;2;1;1;1;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;5.622;3.992;;
4200001412000;420000141200001;01;4292.928895;1;2;1;5;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;48.582;33.173;;
4200001414000;420000141400002;02;3076.9245706;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;0;2;1;2;mercredi;avril;5;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001415000;420000141500002;02;4362.6871421;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;avril;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001422000;420000142200001;01;2566.6717669;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;2;1;2;lundi;juillet;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;28.308;17.752;;
4200001424000;420000142400001;01;6409.7605426;2;2;;;;;0;;;2;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;août;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001425000;420000142500001;01;1506.6245146;1;2;1;5;4;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;juillet;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;41.019;27.463;;
4200001434000;420000143400001;01;6563.5408605;1;2;1;5;4;1;1;0;0;1;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;octobre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001435000;420000143500003;03;5868.9065561;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.832;0.446
4200001442000;420000144200003;03;5763.5516057;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;;;;3;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4200001452000;420000145200001;01;4137.1758787;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;janvier;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;1;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;19.963;17.128;;
4200001454000;420000145400001;01;6291.5314587;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;1;1;3;2;2;2;1;2;1;2;2;2;1;2;2;2;1;0;1;0;0;0;0;0;2;2;2;jeudi;janvier;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001455000;420000145500001;01;1707.5903045;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;février;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001465000;420000146500001;01;3650.1638295;2;2;;;;;0;;;1;1;1.5;1;0;0;1;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;avril;2;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001512000;420000151200003;03;5455.5786656;2;1;;;;;0;;;;1;2.2;1;0;1;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;1;1;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.67;24.051
4200001514000;420000151400001;01;3253.9103133;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;0;2;2;2;lundi;avril;2;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001522000;420000152200001;01;6470.5679486;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;1;2;2;2;lundi;juillet;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001525000;420000152500001;01;11092.775032;1;2;2;5;5;2;0;;;1;1;1.5;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;juillet;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001534000;420000153400001;01;7429.7691119;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;août;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;1;4;1;0;1;0;0;3;0;0;;;;;;;;;;;;;;;;;;;12.906;10.896;;
4200001535000;420000153500003;03;8886.5559364;2;1;;;;;0;;;;1;2.2;1;0;1;0;0;0;0;0;1.4;1;0;0;1;1;0;0;0;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;septembre;2;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.05;9.058
4200001545000;420000154500001;01;5558.7634845;1;2;1;5;5;1;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;28.428;25.167;;
4200001552000;420000155200001;01;3451.1537704;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;1;0;1;1;0;1;1;2;lundi;février;1;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001554000;420000155400001;01;2353.1065853;1;2;1;5;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;0;0;0;0;1;0;1;1;3;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;0;0;0;0;0;2;2;2;dimanche;janvier;5;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001565000;420000156500002;02;1629.2591517;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;2;1;1;0;0;0;0;0;2;2;2;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;1;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001614000;420000161400002;02;7920.6725407;2;2;;;;;0;;;2;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;juin;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001615000;420000161500001;01;5258.9587749;1;2;1;5;5;1;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;Z;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;0;0;0;0;0;0;1;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;4.393;3.509;;
4200001622000;420000162200001;01;4115.4565352;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;1;1;0;1;1;1;2;2;mercredi;juillet;5;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;1;0;0;0;0;1;0;0;0;1;;;;;;;;;;;;;;
4200001624000;420000162400001;01;2932.7719788;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;2;1;0;0;0;0;1;0;1;2;3;2;2;1;1;2;2;3;2;2;1;1;1;1;1;1;1;1;0;0;0;0;2;2;2;dimanche;août;5;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001625000;420000162500001;01;2626.7579701;1;2;1;5;6;1;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;juillet;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;32.966;24.992;;
4200001634000;420000163400001;01;5643.5960449;1;2;3;;;2;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;août;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001635000;420000163500001;01;5203.8438434;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;73.409;55.612;;
4200001644000;420000164400002;02;7392.234894;2;1;;;;;0;;;;1;2.1;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;janvier;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4200001645000;420000164500001;01;3238.964962;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001652000;420000165200003;03;7096.8615442;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;janvier;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001654000;420000165400001;01;1431.7509914;1;2;1;5;4;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;2;1;2;mardi;janvier;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;4.306;3.52;;
4200001655000;420000165500001;01;1926.6881325;2;2;;;;;0;;;1;1;1.5;1;0;0;0;0;0;1;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;janvier;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
4200001664000;420000166400004;04;5152.979758;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;0;0;1;1;2;vendredi;avril;4;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.129;4.191
4200001665000;420000166500001;01;6463.968366;1;2;1;3;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;0;0;0;1;2;2;vendredi;mars;3;;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;0.705;0.351;;
4200001714000;420000171400001;01;2341.6136192;1;2;1;5;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;avril;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
